sample_idx,pos_idx,pd_distance_cnn,pd_distance_gan,pd_distance_candidateE2_fixed_lowlambda_expanded2688,mt_distance_cnn,mt_distance_gan,mt_distance_candidateE2_fixed_lowlambda_expanded2688,pd_winner_before,pd_winner_after_candidateE2_fixed_lowlambda_expanded2688,mt_winner_before,mt_winner_after_candidateE2_fixed_lowlambda_expanded2688,was_mt_gan_win_before
22,22,32.693467082501115,26.801086541907566,30.39805950796428,8.081520080566406,8.346701622009277,7.698829650878906,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
23,23,34.476953302920876,29.144574221491347,32.37301271947899,6.907674789428711,8.497876167297363,6.34405517578125,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
24,24,35.75728371567695,29.65320138308241,33.48963810982708,7.21915864944458,12.067601203918457,6.811703681945801,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
25,25,36.58411526021696,30.123491475362258,34.457356208284885,11.371563911437988,10.501462936401367,10.487486839294434,gan,gan,gan,candidateE2_fixed_lowlambda_expanded2688,1
26,26,35.02599363200026,30.779316467464,32.717228139811326,7.043282985687256,11.28821849822998,7.4031476974487305,gan,gan,cnn,cnn,0
27,27,36.89696946573002,30.945378681968467,34.491604020902294,6.4783101081848145,19.968429565429688,7.426041126251221,gan,gan,cnn,cnn,0
28,28,38.33189346230645,30.74946233279523,36.535456420438486,7.210402011871338,14.947399139404297,7.210513114929199,gan,gan,cnn,cnn,0
29,29,38.84347398326436,31.752977463202388,37.336774127506274,6.963974952697754,12.864243507385254,7.254792213439941,gan,gan,cnn,cnn,0
30,30,39.94080457344863,30.82310921065586,38.51315002650988,8.127463340759277,14.847400665283203,8.265365600585938,gan,gan,cnn,cnn,0
31,31,39.104318483733294,31.3053599336416,37.768493196313216,6.818642616271973,16.23410415649414,6.825624942779541,gan,gan,cnn,cnn,0
32,32,38.55925876668554,30.547158977309156,37.57828350140525,7.461033821105957,19.229158401489258,6.9460859298706055,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
33,33,38.39305861348763,30.400139282712473,37.32024425691566,6.76971960067749,20.00556755065918,6.812589645385742,gan,gan,cnn,cnn,0
34,34,37.356416104450325,28.907547601520903,36.39385920217251,6.323113918304443,19.445999145507812,6.058274745941162,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
35,35,35.95264003005777,28.746843597068697,35.30557096797511,6.2719197273254395,14.435929298400879,6.262506008148193,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
36,36,35.61901723291445,27.743736665197815,34.82040511067728,6.097905158996582,9.26945686340332,6.246320724487305,gan,gan,cnn,cnn,0
37,37,33.456602216246914,27.16364872656993,33.53488155029689,6.489102840423584,9.59257698059082,6.432340621948242,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
38,38,29.159912858159764,23.780350003542182,28.795676627663003,6.054014682769775,7.416414260864258,6.469003200531006,gan,gan,cnn,cnn,0
39,39,25.24426875811477,21.358097631209198,25.04580193759957,5.873856067657471,8.546488761901855,6.038909912109375,gan,gan,cnn,cnn,0
40,40,24.281572165890662,20.447367624488226,24.021940632645943,5.6310811042785645,8.988521575927734,5.273753643035889,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
41,41,23.457166445963043,17.452695580897316,23.509336387431354,5.389686584472656,8.901470184326172,5.403670310974121,gan,gan,cnn,cnn,0
42,42,21.63035540369367,14.632793364821667,21.502313961807722,5.757840156555176,7.383090972900391,5.746554851531982,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
43,43,20.76816702008209,13.784137402758168,20.779336539208707,5.7682366371154785,7.053122520446777,5.861842155456543,gan,gan,cnn,cnn,0
44,44,19.781150575177055,13.855413188888303,19.77214088204724,6.20600700378418,7.041088581085205,6.514059543609619,gan,gan,cnn,cnn,0
45,45,20.528037851461004,13.609391097429418,20.50238517585806,6.566225528717041,6.773196697235107,6.41425085067749,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
46,46,20.678325640697178,16.27228595124608,20.62779381684402,6.243154048919678,6.650214672088623,6.343587398529053,gan,gan,cnn,cnn,0
47,47,22.201753073772625,13.108895112859523,22.122651225400972,6.789880752563477,7.498397350311279,6.552769660949707,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
48,48,22.832495463547907,13.107025960847848,22.749640692067445,7.081502437591553,6.682991981506348,6.7405619621276855,gan,gan,gan,gan,1
49,49,22.105793975200847,13.662675111493924,22.145024765598034,6.3195295333862305,7.889017105102539,6.325498104095459,gan,gan,cnn,cnn,0
50,50,21.30877833114525,14.865452226211227,21.079975747813247,6.3856120109558105,6.713321685791016,6.097625732421875,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
51,51,21.75849079768097,16.03686368056312,21.625728800866494,5.902731418609619,7.996896266937256,5.946653842926025,gan,gan,cnn,cnn,0
52,52,21.81632996072092,16.98731478928289,21.68746347467055,5.69123649597168,7.0050048828125,5.908146858215332,gan,gan,cnn,cnn,0
53,53,21.92458068590406,18.078201501754,21.505697032735025,5.261850833892822,7.919146537780762,5.240811824798584,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
54,54,22.97915159360149,18.305326668249773,22.449383007118293,5.500187397003174,9.581897735595703,5.90223503112793,gan,gan,cnn,cnn,0
55,55,23.57536347476084,17.428151978200873,22.853991418311832,5.2683796882629395,7.846588134765625,5.378754138946533,gan,gan,cnn,cnn,0
56,56,24.24948793523431,17.584091876726443,23.534850497727373,5.488292217254639,7.826909065246582,5.366275310516357,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
57,57,24.937493176964292,18.354637384973643,24.10212447819207,5.463809013366699,6.805661201477051,5.245038032531738,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
58,58,25.56121844001433,18.762904108038654,24.832289196026874,6.08959436416626,8.349846839904785,6.01596212387085,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
59,59,25.864386079507888,18.65101850934172,25.043364511501032,5.546851634979248,7.89148473739624,5.142248630523682,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
60,60,25.964725332360167,18.604905025455473,24.9672904960963,5.321651458740234,8.357301712036133,5.576050758361816,gan,gan,cnn,cnn,0
61,61,25.73100039673249,19.516031588862035,24.96604648638387,5.346891403198242,8.12722110748291,5.0797505378723145,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
62,62,27.46350343812835,17.993686869301147,26.484494799949342,6.720277786254883,6.650205135345459,6.529012203216553,gan,gan,gan,candidateE2_fixed_lowlambda_expanded2688,1
63,63,28.524583670890912,18.199751597271156,27.43962389543456,7.660599708557129,7.5776286125183105,7.065183162689209,gan,gan,gan,candidateE2_fixed_lowlambda_expanded2688,1
64,64,24.7100597287657,16.701032359601633,23.93689804492727,5.944510459899902,7.137726306915283,6.043067932128906,gan,gan,cnn,cnn,0
65,65,22.148883751156426,16.23947552161985,21.379641446350487,5.820770263671875,5.576780319213867,5.381162643432617,gan,gan,gan,candidateE2_fixed_lowlambda_expanded2688,1
66,66,20.981857591368968,15.979342195015368,20.282390298494303,5.701828956604004,6.4086198806762695,5.250918865203857,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
67,67,20.679919922717943,14.773695042869097,19.801054977440778,5.030301094055176,6.6433844566345215,4.900849342346191,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
68,68,21.77134223692748,15.500930745161975,21.11631258636935,6.074338436126709,5.670867919921875,5.7113542556762695,gan,gan,gan,gan,1
69,69,24.168055816700438,16.112222498232782,23.430352903252338,5.17050838470459,6.406604290008545,5.044205665588379,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
70,70,24.673819113934496,19.882401938586153,23.517480315070237,5.396136283874512,5.861793041229248,5.06825590133667,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
71,71,25.505047306429027,18.465741214218955,24.24679933695593,5.1588335037231445,7.186563014984131,5.0649590492248535,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
72,72,26.514111621573456,19.679320844931677,25.191424019373954,4.796044826507568,5.719583988189697,4.659667015075684,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
73,73,27.001473804134946,19.399004976672177,25.887751950967495,4.9851861000061035,5.75114631652832,4.818958282470703,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
74,74,28.28963162272453,20.10959212403172,26.856604903058482,4.782100200653076,5.644299030303955,5.638566493988037,gan,gan,cnn,cnn,0
75,75,29.367383683723347,19.74885298310355,27.77873807605756,5.201173305511475,5.680557727813721,5.057969570159912,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
76,76,30.056769521251926,20.225713244111034,28.411441849464616,5.207019329071045,6.450347900390625,5.05618953704834,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
77,77,29.944664675564518,20.353338072506904,28.338464873508094,6.132026672363281,6.000014781951904,5.398275375366211,gan,gan,gan,candidateE2_fixed_lowlambda_expanded2688,1
78,78,30.300511724579902,19.95492094933438,28.687893214660036,5.8028388023376465,7.092807292938232,5.407849311828613,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
79,79,30.148051358309164,20.321240211337894,28.682818383014997,6.856454849243164,6.467032432556152,6.0836286544799805,gan,gan,gan,candidateE2_fixed_lowlambda_expanded2688,1
80,80,30.086252753371088,20.744918439924255,28.667401088431586,6.982686519622803,6.176682472229004,5.615635871887207,gan,gan,gan,candidateE2_fixed_lowlambda_expanded2688,1
81,81,29.68907403762892,20.982889067881906,28.206930293616136,6.426537990570068,7.567525863647461,5.695310592651367,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
82,82,28.90089773637945,20.81634708740007,27.555886534385024,7.1840739250183105,6.303605079650879,6.290309906005859,gan,gan,gan,candidateE2_fixed_lowlambda_expanded2688,1
83,83,28.194313716720707,21.794751727168247,26.808610526681278,6.560110569000244,6.599743366241455,5.894167423248291,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
84,84,29.14514380262554,21.106373639070085,27.823404540257357,5.271510124206543,8.559276580810547,5.3844099044799805,gan,gan,cnn,cnn,0
85,85,28.72250736297703,20.7490839418831,27.331812280907272,5.609640121459961,7.718591690063477,5.330583095550537,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
86,86,29.195361276159034,18.84606490909817,27.969044811068972,5.25334358215332,9.43416690826416,5.033653736114502,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
87,87,29.611902358359767,19.024115372275585,28.322632517178338,6.509652614593506,7.174471855163574,5.926698684692383,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
88,88,26.37509421416108,18.396084436387564,25.249852357687672,6.411813259124756,6.487721920013428,5.743510723114014,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
89,89,24.29846982632471,17.197907308437554,23.15027826237739,6.017302513122559,6.256072521209717,5.5112433433532715,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
90,90,22.206834090995343,17.32676746960286,21.329938266633924,5.257880687713623,5.663510322570801,5.0529680252075195,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
91,91,22.30942508877806,16.266054339767617,21.276266300232766,5.508337497711182,5.519831657409668,5.2491936683654785,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
92,92,22.07932597419188,16.807703363287136,21.101564482071353,5.735818386077881,5.677903175354004,5.130157470703125,gan,gan,gan,candidateE2_fixed_lowlambda_expanded2688,1
93,93,24.402894658345392,18.13548367922437,23.690989734768173,6.506997585296631,6.816009521484375,6.223761558532715,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
94,94,24.570031527820365,20.006869187749356,23.830629253534582,5.102908611297607,6.517361164093018,5.310918807983398,gan,gan,cnn,cnn,0
95,95,26.879696075655563,20.637912890931716,26.227121870429013,5.015480041503906,6.677723407745361,5.28965425491333,gan,gan,cnn,cnn,0
96,96,28.904715116511554,22.25070627382419,28.425859962142873,5.121858596801758,7.258078575134277,4.934379577636719,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
97,97,30.15308546680866,22.202351461270364,29.433489685092542,5.011539936065674,7.223494529724121,4.43449068069458,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
98,98,31.264551411001506,23.055714774434993,30.319383934023957,4.942448139190674,8.764951705932617,5.249282360076904,gan,gan,cnn,cnn,0
99,99,30.940933752807226,20.998202000997363,30.11681153685514,5.342334747314453,7.760592460632324,5.588966369628906,gan,gan,cnn,cnn,0
100,100,31.181555022619012,20.891681214618057,29.889360962533992,5.912055015563965,7.617006778717041,5.345556735992432,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
101,101,30.40796712150836,20.937383941054357,29.318103461540737,5.357294082641602,7.0666680335998535,5.156620025634766,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
102,102,29.254680859214627,20.257793175726828,28.28716491423924,5.164434909820557,8.231893539428711,4.9865875244140625,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
103,103,29.507549938987374,20.69051451494371,28.462365253834076,5.102769374847412,6.314839839935303,5.008159160614014,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
104,104,29.173745320955113,20.12992358587829,28.08346579426738,4.829194068908691,7.393864154815674,4.859469890594482,gan,gan,cnn,cnn,0
105,105,29.338582011466166,19.283104237304943,28.275277149334368,5.33697509765625,6.823482513427734,5.554213523864746,gan,gan,cnn,cnn,0
106,106,30.092821360744658,20.00547041151677,28.71185261513082,5.767349720001221,6.75129508972168,5.4714131355285645,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
107,107,29.64376642955138,20.682183399063746,28.242089754352584,5.574344635009766,7.6041154861450195,5.55137300491333,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
108,108,28.940126674621943,21.1993064034262,27.68292308850178,5.6898322105407715,7.595790386199951,5.568521499633789,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
109,109,28.97319829057234,20.853111383838083,27.57063542957324,5.088190078735352,7.198193550109863,5.147529125213623,gan,gan,cnn,cnn,0
110,110,29.504241915198808,19.600364202728887,28.020486304319498,5.806641101837158,6.568319320678711,5.758673191070557,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
111,111,28.17742348677506,18.815230764049467,26.841897007816787,5.513612270355225,8.167459487915039,5.715735912322998,gan,gan,cnn,cnn,0
112,112,27.49742127818127,19.372446559915602,26.350574856681465,5.637857913970947,6.682409286499023,5.393040657043457,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
113,113,26.010710160777133,18.415536047943895,25.01354060369461,5.502909183502197,6.949485778808594,5.302086353302002,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
114,114,24.541486090961616,16.84887862793787,23.452967023702605,5.123978614807129,5.899235248565674,5.147818565368652,gan,gan,cnn,cnn,0
115,115,25.270960377659716,17.25298248796687,24.310212805143518,4.689971923828125,7.232174873352051,4.587693691253662,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
116,116,25.095451409249726,17.129081493158413,24.35315175686737,5.35050630569458,7.636551856994629,5.101828098297119,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
117,117,27.14897424086504,18.592743212240446,26.335881760594965,5.260716915130615,8.683184623718262,5.715264797210693,gan,gan,cnn,cnn,0
118,118,27.925806328570985,19.893975298384717,26.654233105068347,6.84329080581665,9.465571403503418,6.622284412384033,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
119,119,27.187847892928154,20.557132674744736,25.974320814836968,5.218785285949707,6.129123687744141,5.071814060211182,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
120,120,28.146732976702577,21.528863701574615,26.665634175062866,4.889072418212891,7.93386173248291,4.46245002746582,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
121,121,29.135888828595842,21.37188887795256,27.220131921737604,5.373913288116455,7.535200595855713,5.410162448883057,gan,gan,cnn,cnn,0
122,122,28.017758663142306,22.491589595860475,25.863920873498955,5.264456272125244,7.450175762176514,5.009703636169434,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
123,123,29.152924001075785,22.17220391892049,27.1434254867639,6.196282386779785,8.431406021118164,5.718458652496338,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
124,124,28.184626374879375,22.119830159019614,26.204089950769735,6.166434288024902,6.818744659423828,5.420965671539307,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
125,125,28.43981263564626,21.313574573250694,26.462527134031628,5.748098373413086,10.086677551269531,4.97882604598999,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
126,126,28.023492407781937,22.88972837862729,26.028418464649725,4.992148399353027,8.052214622497559,4.424017906188965,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
127,127,30.000730217921266,24.85609607980766,28.235474020417183,5.114649772644043,13.074076652526855,4.855615139007568,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
128,128,28.391923421353447,23.315252316365218,26.730661988103567,5.476268768310547,7.28298807144165,4.975894451141357,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
129,129,29.465245102227872,24.209883048645104,27.77575626033454,5.373117923736572,9.33877944946289,5.109839916229248,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
130,130,30.27324308013254,23.783031491875988,28.62421952069381,5.609683513641357,11.313863754272461,5.189714431762695,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
131,131,33.0539968727652,25.23355611194131,31.545076338656653,6.2030792236328125,12.011610984802246,5.674585819244385,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
132,132,33.926806040190684,25.90821112354989,32.531807572807224,6.331444263458252,12.388164520263672,5.8244853019714355,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
133,133,34.52507377701583,25.596877045000497,33.0480607784954,6.299666404724121,7.647167682647705,6.245132923126221,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
134,134,32.518921837890055,23.04058254540847,30.979054796146972,7.141453742980957,13.276667594909668,5.6107635498046875,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
135,135,29.944179549584543,20.502693507156053,28.49415052788297,6.298990726470947,11.993122100830078,5.5470476150512695,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
136,136,27.83279512215704,19.71188765946126,26.22669087841733,6.232182025909424,6.450465202331543,5.786219596862793,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
137,137,26.69652879915387,18.35521341147029,25.271401502345753,5.208233833312988,9.66958236694336,4.590895175933838,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
138,138,26.265900126493325,18.5898403985513,24.790036593019767,5.562473773956299,8.217479705810547,5.094809055328369,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
139,139,25.72843674372112,17.55339321269266,24.37998898947695,5.6482439041137695,9.790724754333496,5.033851146697998,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
140,140,26.928885115678263,17.632487734588345,25.77055814148979,5.719569206237793,11.421890258789062,5.245137691497803,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
141,141,30.122683212798776,22.35126448334632,28.675828261614136,6.186624050140381,8.889102935791016,6.095553874969482,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
142,142,31.864668972443802,25.40867751345393,29.647707130712202,7.186554908752441,8.55953311920166,6.732553482055664,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
143,143,31.729557469133276,25.608920781987035,30.0661354672257,5.864097595214844,9.649337768554688,5.541218280792236,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
144,144,31.838603860361527,24.790495069985838,30.31590821941791,5.560759544372559,9.771649360656738,5.489664554595947,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
145,145,30.39245353837724,25.26410594488553,28.877363544355894,5.902344226837158,8.558032035827637,5.799496173858643,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
146,146,29.28670842660694,23.86618294113101,27.76553237847936,5.959416389465332,7.056334018707275,5.7985615730285645,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
147,147,26.585106339400784,22.003227031713678,25.412346947732168,5.6108717918396,6.8347039222717285,5.3611578941345215,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
148,148,26.258461074996504,21.1331690923618,25.46001107978541,5.0148024559021,8.882506370544434,5.049665451049805,gan,gan,cnn,cnn,0
149,149,25.194205211404583,21.36081867901896,24.544405693499098,5.752551078796387,8.038224220275879,5.4763689041137695,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
150,150,24.128591365700505,20.19277068635915,23.878562817496388,5.291886329650879,7.924254417419434,5.237468719482422,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
151,151,24.240085612250784,19.596870056685123,24.20344285935675,5.580901145935059,7.460690975189209,6.142465591430664,gan,gan,cnn,cnn,0
152,152,24.594151699851988,17.338820427078797,24.650306639424333,5.931854248046875,8.478921890258789,6.096110820770264,gan,gan,cnn,cnn,0
153,153,25.168802860244767,16.23765159094386,25.275733052945004,6.290019989013672,6.548172950744629,6.223364353179932,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
154,154,25.31020070022765,16.834477000311573,25.451495415218226,5.889771461486816,5.736759185791016,6.31171178817749,gan,gan,gan,gan,1
155,155,26.088776073112513,17.444078563809867,26.113869555187286,6.413660526275635,6.612644195556641,6.08436393737793,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
156,156,25.16401321091786,17.879759557761357,25.177377989818947,5.162914276123047,9.264598846435547,5.099527835845947,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
157,157,25.57399551509901,18.686237526393793,25.814437062018012,4.567626476287842,8.282842636108398,4.889414310455322,gan,gan,cnn,cnn,0
158,158,27.076784963721764,22.72289165286213,27.53674215260177,5.708489894866943,8.312358856201172,5.838194370269775,gan,gan,cnn,cnn,0
159,159,24.310343375521082,19.84507792462866,24.772750026634586,5.012121677398682,10.700226783752441,5.501412391662598,gan,gan,cnn,cnn,0
160,160,21.188537318324133,20.14027527603938,22.240289918445704,5.1832075119018555,13.9108247756958,5.472054958343506,gan,gan,cnn,cnn,0
161,161,19.540402210515502,19.232825594053608,20.283347926646833,5.7158894538879395,11.7100830078125,5.08180570602417,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
162,162,18.27105324592802,19.457879947992573,18.83856891155926,4.5405659675598145,9.695740699768066,4.682443141937256,cnn,cnn,cnn,cnn,0
163,163,19.37037318892002,20.44637029980189,19.74771632632125,5.698920726776123,6.788956165313721,5.520975589752197,cnn,cnn,cnn,candidateE2_fixed_lowlambda_expanded2688,0
164,164,21.46365087746109,18.82963529736202,22.226403041722723,5.2430009841918945,10.968896865844727,5.434420585632324,gan,gan,cnn,cnn,0
165,165,22.937888715207535,20.548745956267595,24.0862360037352,5.059387683868408,11.26945972442627,5.846434116363525,gan,gan,cnn,cnn,0
166,166,23.890736675966988,20.79692555045691,24.95360405136008,6.106489181518555,10.583955764770508,5.796029090881348,gan,gan,cnn,candidateE2_fixed_lowlambda_expanded2688,0
167,167,23.479887971191566,21.661112948338108,24.916552369850532,5.800627708435059,7.244186878204346,6.754364490509033,gan,gan,cnn,cnn,0
