sample_idx,threshold,method,component_count,min_area
154,14.213956588353867,gt,13,25
154,14.213956588353867,bicubic,10,25
154,14.213956588353867,cnn,12,25
154,14.213956588353867,gan,27,25
154,14.601932819073017,gt,9,25
154,14.601932819073017,bicubic,7,25
154,14.601932819073017,cnn,8,25
154,14.601932819073017,gan,21,25
154,14.989909049792168,gt,11,25
154,14.989909049792168,bicubic,9,25
154,14.989909049792168,cnn,9,25
154,14.989909049792168,gan,13,25
154,15.377885280511318,gt,10,25
154,15.377885280511318,bicubic,6,25
154,15.377885280511318,cnn,8,25
154,15.377885280511318,gan,15,25
154,15.765861511230469,gt,11,25
154,15.765861511230469,bicubic,7,25
154,15.765861511230469,cnn,4,25
154,15.765861511230469,gan,14,25
162,0.7538071274757385,gt,1,25
162,0.7538071274757385,bicubic,1,25
162,0.7538071274757385,cnn,1,25
162,0.7538071274757385,gan,1,25
162,1.0553925926257404,gt,2,25
162,1.0553925926257404,bicubic,1,25
162,1.0553925926257404,cnn,2,25
162,1.0553925926257404,gan,3,25
162,1.356978057775742,gt,2,25
162,1.356978057775742,bicubic,4,25
162,1.356978057775742,cnn,4,25
162,1.356978057775742,gan,7,25
162,1.6585635229257436,gt,7,25
162,1.6585635229257436,bicubic,5,25
162,1.6585635229257436,cnn,4,25
162,1.6585635229257436,gan,6,25
162,1.9601489880757454,gt,8,25
162,1.9601489880757454,bicubic,5,25
162,1.9601489880757454,cnn,4,25
162,1.9601489880757454,gan,9,25
162,2.2617344532257473,gt,9,25
162,2.2617344532257473,bicubic,9,25
162,2.2617344532257473,cnn,6,25
162,2.2617344532257473,gan,11,25
162,2.5633199183757487,gt,10,25
162,2.5633199183757487,bicubic,10,25
162,2.5633199183757487,cnn,12,25
162,2.5633199183757487,gan,15,25
162,2.8649053835257505,gt,15,25
162,2.8649053835257505,bicubic,14,25
162,2.8649053835257505,cnn,11,25
162,2.8649053835257505,gan,17,25
162,3.1664908486757524,gt,26,25
162,3.1664908486757524,bicubic,13,25
162,3.1664908486757524,cnn,12,25
162,3.1664908486757524,gan,21,25
162,3.468076313825754,gt,19,25
162,3.468076313825754,bicubic,9,25
162,3.468076313825754,cnn,21,25
162,3.468076313825754,gan,24,25
162,3.769661778975756,gt,18,25
162,3.769661778975756,bicubic,13,25
162,3.769661778975756,cnn,14,25
162,3.769661778975756,gan,33,25
162,4.0712472441257574,gt,17,25
162,4.0712472441257574,bicubic,12,25
162,4.0712472441257574,cnn,12,25
162,4.0712472441257574,gan,31,25
162,4.372832709275759,gt,15,25
162,4.372832709275759,bicubic,12,25
162,4.372832709275759,cnn,18,25
162,4.372832709275759,gan,36,25
162,4.674418174425761,gt,24,25
162,4.674418174425761,bicubic,18,25
162,4.674418174425761,cnn,23,25
162,4.674418174425761,gan,48,25
162,4.9760036395757625,gt,33,25
162,4.9760036395757625,bicubic,23,25
162,4.9760036395757625,cnn,31,25
162,4.9760036395757625,gan,43,25
162,5.277589104725765,gt,40,25
162,5.277589104725765,bicubic,21,25
162,5.277589104725765,cnn,32,25
162,5.277589104725765,gan,40,25
162,5.579174569875766,gt,31,25
162,5.579174569875766,bicubic,17,25
162,5.579174569875766,cnn,23,25
162,5.579174569875766,gan,34,25
162,5.880760035025768,gt,23,25
162,5.880760035025768,bicubic,14,25
162,5.880760035025768,cnn,22,25
162,5.880760035025768,gan,34,25
162,6.18234550017577,gt,24,25
162,6.18234550017577,bicubic,13,25
162,6.18234550017577,cnn,26,25
162,6.18234550017577,gan,33,25
162,6.483930965325771,gt,23,25
162,6.483930965325771,bicubic,9,25
162,6.483930965325771,cnn,24,25
162,6.483930965325771,gan,35,25
162,6.785516430475774,gt,19,25
162,6.785516430475774,bicubic,13,25
162,6.785516430475774,cnn,20,25
162,6.785516430475774,gan,32,25
162,7.087101895625775,gt,22,25
162,7.087101895625775,bicubic,15,25
162,7.087101895625775,cnn,19,25
162,7.087101895625775,gan,22,25
162,7.388687360775776,gt,15,25
162,7.388687360775776,bicubic,14,25
162,7.388687360775776,cnn,14,25
162,7.388687360775776,gan,22,25
162,7.690272825925779,gt,13,25
162,7.690272825925779,bicubic,10,25
162,7.690272825925779,cnn,11,25
162,7.690272825925779,gan,20,25
162,7.99185829107578,gt,20,25
162,7.99185829107578,bicubic,14,25
162,7.99185829107578,cnn,11,25
162,7.99185829107578,gan,25,25
162,8.29344375622578,gt,15,25
162,8.29344375622578,bicubic,7,25
162,8.29344375622578,cnn,7,25
162,8.29344375622578,gan,23,25
162,8.595029221375784,gt,15,25
162,8.595029221375784,bicubic,8,25
162,8.595029221375784,cnn,6,25
162,8.595029221375784,gan,19,25
162,8.896614686525785,gt,15,25
162,8.896614686525785,bicubic,10,25
162,8.896614686525785,cnn,13,25
162,8.896614686525785,gan,19,25
162,9.198200151675787,gt,17,25
162,9.198200151675787,bicubic,13,25
162,9.198200151675787,cnn,14,25
162,9.198200151675787,gan,20,25
162,9.499785616825788,gt,14,25
162,9.499785616825788,bicubic,11,25
162,9.499785616825788,cnn,19,25
162,9.499785616825788,gan,17,25
162,9.801371081975791,gt,14,25
162,9.801371081975791,bicubic,10,25
162,9.801371081975791,cnn,17,25
162,9.801371081975791,gan,18,25
162,10.102956547125792,gt,17,25
162,10.102956547125792,bicubic,10,25
162,10.102956547125792,cnn,17,25
162,10.102956547125792,gan,24,25
162,10.404542012275794,gt,20,25
162,10.404542012275794,bicubic,9,25
162,10.404542012275794,cnn,18,25
162,10.404542012275794,gan,23,25
162,10.706127477425795,gt,19,25
162,10.706127477425795,bicubic,10,25
162,10.706127477425795,cnn,18,25
162,10.706127477425795,gan,21,25
162,11.007712942575797,gt,17,25
162,11.007712942575797,bicubic,7,25
162,11.007712942575797,cnn,19,25
162,11.007712942575797,gan,22,25
162,11.3092984077258,gt,16,25
162,11.3092984077258,bicubic,8,25
162,11.3092984077258,cnn,19,25
162,11.3092984077258,gan,23,25
162,11.610883872875801,gt,15,25
162,11.610883872875801,bicubic,7,25
162,11.610883872875801,cnn,16,25
162,11.610883872875801,gan,17,25
162,11.912469338025803,gt,13,25
162,11.912469338025803,bicubic,6,25
162,11.912469338025803,cnn,16,25
162,11.912469338025803,gan,15,25
162,12.214054803175804,gt,11,25
162,12.214054803175804,bicubic,4,25
162,12.214054803175804,cnn,17,25
162,12.214054803175804,gan,12,25
162,12.515640268325805,gt,11,25
162,12.515640268325805,bicubic,5,25
162,12.515640268325805,cnn,17,25
162,12.515640268325805,gan,14,25
163,0.7538070678710938,gt,1,25
163,0.7538070678710938,bicubic,2,25
163,0.7538070678710938,cnn,1,25
163,0.7538070678710938,gan,1,25
163,1.0880238459660456,gt,1,25
163,1.0880238459660456,bicubic,1,25
163,1.0880238459660456,cnn,1,25
163,1.0880238459660456,gan,2,25
163,1.4222406240609975,gt,3,25
163,1.4222406240609975,bicubic,2,25
163,1.4222406240609975,cnn,2,25
163,1.4222406240609975,gan,2,25
163,1.7564574021559496,gt,4,25
163,1.7564574021559496,bicubic,5,25
163,1.7564574021559496,cnn,3,25
163,1.7564574021559496,gan,9,25
163,2.0906741802509012,gt,5,25
163,2.0906741802509012,bicubic,8,25
163,2.0906741802509012,cnn,7,25
163,2.0906741802509012,gan,13,25
163,2.4248909583458533,gt,17,25
163,2.4248909583458533,bicubic,10,25
163,2.4248909583458533,cnn,13,25
163,2.4248909583458533,gan,28,25
163,2.7591077364408054,gt,18,25
163,2.7591077364408054,bicubic,16,25
163,2.7591077364408054,cnn,16,25
163,2.7591077364408054,gan,28,25
163,3.093324514535757,gt,17,25
163,3.093324514535757,bicubic,9,25
163,3.093324514535757,cnn,9,25
163,3.093324514535757,gan,18,25
163,3.427541292630709,gt,15,25
163,3.427541292630709,bicubic,10,25
163,3.427541292630709,cnn,13,25
163,3.427541292630709,gan,21,25
163,3.7617580707256613,gt,19,25
163,3.7617580707256613,bicubic,10,25
163,3.7617580707256613,cnn,13,25
163,3.7617580707256613,gan,27,25
163,4.095974848820613,gt,18,25
163,4.095974848820613,bicubic,15,25
163,4.095974848820613,cnn,9,25
163,4.095974848820613,gan,21,25
163,4.4301916269155655,gt,27,25
163,4.4301916269155655,bicubic,10,25
163,4.4301916269155655,cnn,12,25
163,4.4301916269155655,gan,20,25
163,4.764408405010517,gt,21,25
163,4.764408405010517,bicubic,14,25
163,4.764408405010517,cnn,20,25
163,4.764408405010517,gan,30,25
163,5.098625183105469,gt,30,25
163,5.098625183105469,bicubic,16,25
163,5.098625183105469,cnn,23,25
163,5.098625183105469,gan,32,25
163,5.43284196120042,gt,29,25
163,5.43284196120042,bicubic,20,25
163,5.43284196120042,cnn,27,25
163,5.43284196120042,gan,50,25
163,5.767058739295373,gt,39,25
163,5.767058739295373,bicubic,23,25
163,5.767058739295373,cnn,24,25
163,5.767058739295373,gan,46,25
163,6.101275517390325,gt,28,25
163,6.101275517390325,bicubic,19,25
163,6.101275517390325,cnn,26,25
163,6.101275517390325,gan,49,25
163,6.435492295485276,gt,36,25
163,6.435492295485276,bicubic,17,25
163,6.435492295485276,cnn,28,25
163,6.435492295485276,gan,32,25
163,6.769709073580229,gt,28,25
163,6.769709073580229,bicubic,19,25
163,6.769709073580229,cnn,21,25
163,6.769709073580229,gan,27,25
163,7.10392585167518,gt,24,25
163,7.10392585167518,bicubic,15,25
163,7.10392585167518,cnn,22,25
163,7.10392585167518,gan,24,25
163,7.438142629770132,gt,25,25
163,7.438142629770132,bicubic,15,25
163,7.438142629770132,cnn,21,25
163,7.438142629770132,gan,21,25
163,7.772359407865085,gt,23,25
163,7.772359407865085,bicubic,15,25
163,7.772359407865085,cnn,19,25
163,7.772359407865085,gan,34,25
163,8.106576185960037,gt,26,25
163,8.106576185960037,bicubic,19,25
163,8.106576185960037,cnn,18,25
163,8.106576185960037,gan,33,25
163,8.440792964054989,gt,18,25
163,8.440792964054989,bicubic,15,25
163,8.440792964054989,cnn,11,25
163,8.440792964054989,gan,21,25
163,8.77500974214994,gt,16,25
163,8.77500974214994,bicubic,9,25
163,8.77500974214994,cnn,13,25
163,8.77500974214994,gan,16,25
163,9.109226520244892,gt,13,25
163,9.109226520244892,bicubic,10,25
163,9.109226520244892,cnn,10,25
163,9.109226520244892,gan,20,25
163,9.443443298339844,gt,12,25
163,9.443443298339844,bicubic,9,25
163,9.443443298339844,cnn,12,25
163,9.443443298339844,gan,20,25
163,9.777660076434795,gt,15,25
163,9.777660076434795,bicubic,8,25
163,9.777660076434795,cnn,13,25
163,9.777660076434795,gan,20,25
163,10.111876854529747,gt,15,25
163,10.111876854529747,bicubic,7,25
163,10.111876854529747,cnn,12,25
163,10.111876854529747,gan,19,25
163,10.4460936326247,gt,15,25
163,10.4460936326247,bicubic,11,25
163,10.4460936326247,cnn,15,25
163,10.4460936326247,gan,18,25
163,10.780310410719652,gt,16,25
163,10.780310410719652,bicubic,8,25
163,10.780310410719652,cnn,16,25
163,10.780310410719652,gan,19,25
163,11.114527188814604,gt,16,25
163,11.114527188814604,bicubic,11,25
163,11.114527188814604,cnn,16,25
163,11.114527188814604,gan,20,25
163,11.448743966909555,gt,19,25
163,11.448743966909555,bicubic,7,25
163,11.448743966909555,cnn,21,25
163,11.448743966909555,gan,18,25
163,11.782960745004507,gt,18,25
163,11.782960745004507,bicubic,6,25
163,11.782960745004507,cnn,19,25
163,11.782960745004507,gan,18,25
163,12.117177523099459,gt,17,25
163,12.117177523099459,bicubic,7,25
163,12.117177523099459,cnn,18,25
163,12.117177523099459,gan,19,25
163,12.45139430119441,gt,13,25
163,12.45139430119441,bicubic,8,25
163,12.45139430119441,cnn,15,25
163,12.45139430119441,gan,23,25
163,12.785611079289364,gt,13,25
163,12.785611079289364,bicubic,6,25
163,12.785611079289364,cnn,12,25
163,12.785611079289364,gan,22,25
163,13.119827857384315,gt,13,25
163,13.119827857384315,bicubic,5,25
163,13.119827857384315,cnn,11,25
163,13.119827857384315,gan,20,25
163,13.454044635479267,gt,12,25
163,13.454044635479267,bicubic,5,25
163,13.454044635479267,cnn,12,25
163,13.454044635479267,gan,18,25
163,13.788261413574219,gt,9,25
163,13.788261413574219,bicubic,6,25
163,13.788261413574219,cnn,11,25
163,13.788261413574219,gan,16,25
