method_id,metric,cnn_mean,candidate_mean,mean_raw_delta,mean_improvement_delta,median_improvement_delta,n_improved,n_worsened,n_tied,n_valid
gan,speed_mae,0.6940701629397319,0.9025943703961116,0.20852420745637978,-0.20852420745637978,-0.21137545571503047,0,168,0,168
gan,speed_rmse,1.1077586003651096,1.3774876431640928,0.269729042798983,-0.269729042798983,-0.2747472905313052,0,168,0,168
gan,wpd_mae,231.67091095165674,310.732777807134,79.06186685547729,-79.06186685547729,-79.01559648382005,0,168,0,168
gan,wpd_w1,45.27127092112853,85.61912548348971,40.347854562361185,-40.347854562361185,-23.410428307242015,49,119,0,168
gan,wpd_bias_abs,35.343902938857745,78.72364020264483,43.37973726378709,-43.37973726378709,-25.168495853641453,53,115,0,168
gan,grad_mae,0.3490557204526641,0.38060764296460575,0.03155192251194161,-0.03155192251194161,-0.030978193666867798,0,168,0,168
gan,grad_w1,0.23294292018237558,0.05644121261272426,-0.17650170756965133,0.17650170756965133,0.1839498062082908,167,1,0,168
gan,grad_kurtosis_abs_delta,3.7003760441443694,4.2010163062727415,0.5006402621283728,-0.5006402621283728,-0.5067694766210389,72,96,0,168
gan,psd_log_l2,0.8335247431666106,0.5138878375747625,-0.31963690559184815,0.31963690559184815,0.39580385168866516,143,25,0,168
gan,psd_slope_abs_delta,0.9150108562505738,0.9481880822688981,0.033177226018324193,-0.033177226018324193,0.0430805862395201,91,77,0,168
gan,exceed_abs_t5,0.004242333333333336,0.008154000000000003,0.003911666666666667,-0.003911666666666667,-0.0033360000000000056,56,112,0,168
gan,exceed_abs_t10,0.006580809523809519,0.024296452380952377,0.017715642857142857,-0.017715642857142857,-0.014337999999999962,26,142,0,168
gan,exceed_abs_t15,0.0062105,0.009597547619047617,0.003387047619047618,-0.003387047619047618,-0.00086,67,101,0,168
gan,exceed_abs_p90,0.010253619047619053,0.012345999999999998,0.0020923809523809445,-0.0020923809523809445,-0.0019780000000000006,64,104,0,168
gan,comp_curve_l1,115.52777777777779,124.65674603174602,9.128968253968253,-9.128968253968253,-15.583333333333332,75,93,0,168
gan,comp_abs_t5,64.38095238095238,23.81547619047619,-40.56547619047619,40.56547619047619,26.0,135,32,1,168
gan,comp_abs_t10,187.16666666666666,72.89285714285714,-114.27380952380952,114.27380952380952,119.5,150,17,1,168
gan,comp_abs_t15,116.80952380952381,149.91071428571428,33.101190476190474,-33.101190476190474,-18.5,68,99,1,168
gan,pd_distance,27.406283078086062,20.864090023128004,-6.542193054958055,6.542193054958055,6.757109770388814,166,2,0,168
gan,mt_distance,5.867795200574966,8.348149540878477,2.4803543403035118,-2.4803543403035118,-1.913480281829834,20,148,0,168
uv,psnruv,31.192500433861134,33.78924941632876,2.596748982467617,2.596748982467617,2.620486571895448,168,0,0,168
uv,ssim_speed,,,,,,,,,0
uv,speed_mae,0.6940701629397319,0.495796154586908,-0.19827400835282377,0.19827400835282377,0.1955016510632726,168,0,0,168
uv,speed_rmse,1.1077586003651096,0.8554678434057079,-0.2522907569594016,0.2522907569594016,0.23141116035626613,168,0,0,168
uv,wpd_mae,231.67091095165674,158.9769313928651,-72.69397955879161,72.69397955879161,69.51223074288153,168,0,0,168
uv,wpd_w1,45.27127092112853,39.392707249834544,-5.878563671293996,5.878563671293996,8.047669130340026,111,57,0,168
uv,wpd_bias_abs,35.343902938857745,31.30333604832265,-4.040566890535099,4.040566890535099,8.673247116769288,104,64,0,168
uv,grad_mae,0.3490557204526641,0.3247428378749332,-0.024312882577730916,0.024312882577730916,0.023218286457566878,168,0,0,168
uv,grad_w1,0.23294292018237558,0.2496098073035561,0.016666887121180484,-0.016666887121180484,-0.011160021854712807,32,136,0,168
uv,grad_kurtosis_abs_delta,3.7003760441443694,5.579251153128264,1.878875108983895,-1.878875108983895,-1.4298193545526505,55,113,0,168
uv,psd_log_l2,0.8335247431666106,1.133796467252087,0.3002717240854764,-0.3002717240854764,-0.25399975439182665,0,168,0,168
uv,psd_slope_abs_delta,0.9150108562505738,1.4560029134850594,0.5409920572344856,-0.5409920572344856,-0.4972161958077114,0,168,0,168
uv,exceed_abs_t5,0.004242333333333336,0.005876952380952384,0.0016346190476190477,-0.0016346190476190477,-0.0014940000000000508,41,127,0,168
uv,exceed_abs_t10,0.006580809523809519,0.0054696428571428535,-0.0011111666666666661,0.0011111666666666661,0.0011359999999999981,109,59,0,168
uv,exceed_abs_t15,0.0062105,0.005337119047619047,-0.0008733809523809519,0.0008733809523809519,0.0003880000000000012,100,68,0,168
uv,exceed_abs_p90,0.010253619047619053,0.00786880952380953,-0.002384809523809524,0.002384809523809524,0.002231999999999998,116,52,0,168
uv,comp_curve_l1,115.52777777777779,141.9156746031746,26.387896825396826,-26.387896825396826,-24.916666666666675,4,163,1,168
uv,comp_abs_t5,64.38095238095238,68.88095238095238,4.5,-4.5,-3.0,44,112,12,168
uv,comp_abs_t10,187.16666666666666,228.8095238095238,41.642857142857146,-41.642857142857146,-41.5,3,165,0,168
uv,comp_abs_t15,116.80952380952381,143.5654761904762,26.75595238095238,-26.75595238095238,-21.5,28,139,1,168
uv,pd_distance,27.406283078086062,29.612120109960603,2.2058370318745433,-2.2058370318745433,-2.0523099248358943,9,159,0,168
uv,mt_distance,5.867795200574966,6.011865703832536,0.14407050325756982,-0.14407050325756982,-0.16756701469421387,64,104,0,168
speed_only,psnruv,31.192500433861134,33.789361310598466,2.5968608767373276,2.5968608767373276,2.6172779823507497,168,0,0,168
speed_only,ssim_speed,,,,,,,,,0
speed_only,speed_mae,0.6940701629397319,0.4943152568705337,-0.19975490606919818,0.19975490606919818,0.19667157348680794,168,0,0,168
speed_only,speed_rmse,1.1077586003651096,0.8532017743888024,-0.2545568259763073,0.2545568259763073,0.23406052666640614,168,0,0,168
speed_only,wpd_mae,231.67091095165674,158.33374847976074,-73.337162471896,73.337162471896,70.1992748184246,168,0,0,168
speed_only,wpd_w1,45.27127092112853,35.87613140155216,-9.395139519576379,9.395139519576379,10.575500650085578,120,48,0,168
speed_only,wpd_bias_abs,35.343902938857745,26.443069018908822,-8.900833919948925,8.900833919948925,11.745322798686319,113,55,0,168
speed_only,grad_mae,0.3490557204526641,0.32420891978223315,-0.02484680067043096,0.02484680067043096,0.023796080723832214,168,0,0,168
