sample_idx,pos_idx,pd_distance_candidateUV_plus_crit_expanded672,mt_distance_candidateUV_plus_crit_expanded672
154,154,25.285526108012387,6.005805969238281
155,155,25.611378664113474,6.707936763763428
156,156,26.210436015599093,5.501502990722656
157,157,27.782842321714597,5.323589324951172
158,158,29.799037873991157,5.842259407043457
159,159,26.89534360132624,5.161463260650635
160,160,24.56498685095597,5.364551544189453
161,161,23.13155245276875,5.226944923400879
162,162,22.957986484672524,4.240400791168213
163,163,24.34443337379861,4.845200538635254
164,164,26.001851386613108,5.084204196929932
165,165,27.599802988196895,5.12882137298584
166,166,29.01272223008008,5.603050231933594
167,167,28.715024006987605,5.466899871826172
