sample_idx,method,training_size,family,delta_ssim_speed_vs_cnn,delta_ssim_uv_mean_vs_cnn,speed_ssim_gt_cnn,uv_ssim_gt_cnn
55,candidateC_1344,1344,candidateC,0.04652742417158695,0.05619575970859447,True,True
56,candidateC_1344,1344,candidateC,0.04920543904818531,0.057363610575150714,True,True
57,candidateC_1344,1344,candidateC,0.050716897062284216,0.05931422802025521,True,True
58,candidateC_1344,1344,candidateC,0.05125265232323506,0.05783280769342625,True,True
59,candidateC_1344,1344,candidateC,0.051174181658422246,0.05823950032315528,True,True
60,candidateC_1344,1344,candidateC,0.052247694315786575,0.054160321538808676,True,True
61,candidateC_1344,1344,candidateC,0.05527938361903295,0.05041138112291943,True,True
62,candidateC_1344,1344,candidateC,0.0526866860597337,0.055358893921814145,True,True
63,candidateC_1344,1344,candidateC,0.0552319952589424,0.05407170247930093,True,True
64,candidateC_1344,1344,candidateC,0.05184894289809516,0.050845917907157645,True,True
65,candidateC_1344,1344,candidateC,0.05300427755773518,0.05629037672935522,True,True
66,candidateC_1344,1344,candidateC,0.05428718883348127,0.06016570530075982,True,True
67,candidateC_1344,1344,candidateC,0.053598933613361543,0.06065782166759204,True,True
68,candidateC_1344,1344,candidateC,0.05791044426314207,0.05778473502634174,True,True
69,candidateC_1344,1344,candidateC,0.06218283358094068,0.06499717321146703,True,True
70,candidateC_1344,1344,candidateC,0.0661688968434937,0.06729120919440745,True,True
71,candidateC_1344,1344,candidateC,0.06391657048746946,0.06394221905287423,True,True
72,candidateC_1344,1344,candidateC,0.06315511408006802,0.06352361629851266,True,True
73,candidateC_1344,1344,candidateC,0.06514376058523119,0.0647536527756235,True,True
74,candidateC_1344,1344,candidateC,0.06416513180574901,0.0608571216973639,True,True
75,candidateC_1344,1344,candidateC,0.0650029240610075,0.062260255585570023,True,True
76,candidateC_1344,1344,candidateC,0.06794219623757725,0.06213017119407127,True,True
77,candidateC_1344,1344,candidateC,0.06949726200218886,0.06465095823233391,True,True
78,candidateC_1344,1344,candidateC,0.07060114644153204,0.0646441068074296,True,True
79,candidateC_1344,1344,candidateC,0.06834705852547285,0.06379580868900936,True,True
80,candidateC_1344,1344,candidateC,0.06756960961500513,0.06038876316173725,True,True
81,candidateC_1344,1344,candidateC,0.06403324962547507,0.06685834140805025,True,True
82,candidateC_1344,1344,candidateC,0.06565080181655802,0.06814761423037918,True,True
83,candidateC_1344,1344,candidateC,0.06992603648471762,0.07161888352735835,True,True
84,candidateC_1344,1344,candidateC,0.06887630908462317,0.07361652107273886,True,True
85,candidateC_1344,1344,candidateC,0.06606637980296559,0.07429030694443783,True,True
86,candidateC_1344,1344,candidateC,0.06486415423673864,0.07413967743968242,True,True
87,candidateC_1344,1344,candidateC,0.06469975866410993,0.07214730788326318,True,True
88,candidateC_1344,1344,candidateC,0.06489568379098165,0.07080614128738683,True,True
89,candidateC_1344,1344,candidateC,0.07025251083297057,0.08281544692699527,True,True
90,candidateC_1344,1344,candidateC,0.06894163375232498,0.08169242614473227,True,True
91,candidateC_1344,1344,candidateC,0.06815691899727383,0.08646590851789182,True,True
92,candidateC_1344,1344,candidateC,0.07063897953378528,0.08555977732220232,True,True
93,candidateC_1344,1344,candidateC,0.07571497026780949,0.08850223704977878,True,True
94,candidateC_1344,1344,candidateC,0.07713268688846164,0.08482836933435489,True,True
95,candidateC_1344,1344,candidateC,0.0770562494202407,0.07929462153655642,True,True
96,candidateC_1344,1344,candidateC,0.08346509438811267,0.08692597333786423,True,True
97,candidateC_1344,1344,candidateC,0.08297756792291422,0.08436452704515174,True,True
98,candidateC_1344,1344,candidateC,0.07935250054107923,0.07902250390813437,True,True
99,candidateC_1344,1344,candidateC,0.07773537469700997,0.07361332140091392,True,True
100,candidateC_1344,1344,candidateC,0.07439196675197268,0.07557625973480386,True,True
101,candidateC_1344,1344,candidateC,0.07498998219975384,0.08253785357687071,True,True
102,candidateC_1344,1344,candidateC,0.07598298833941286,0.08097050057852506,True,True
103,candidateC_1344,1344,candidateC,0.07310281907008354,0.08819043707975927,True,True
104,candidateC_1344,1344,candidateC,0.07685262692741068,0.09075859659147234,True,True
105,candidateC_1344,1344,candidateC,0.06695716984896294,0.07862054933891893,True,True
106,candidateC_1344,1344,candidateC,0.06373568124646678,0.0699473653081667,True,True
107,candidateC_1344,1344,candidateC,0.06449704201341422,0.07633974885674066,True,True
108,candidateC_1344,1344,candidateC,0.06437123055361949,0.07247253216344263,True,True
109,candidateC_1344,1344,candidateC,0.06267958732504797,0.07328800536210567,True,True
110,candidateC_1344,1344,candidateC,0.06054560109517526,0.06238542832415439,True,True
111,candidateC_1344,1344,candidateC,0.06227778642512072,0.059333174650536,True,True
112,candidateC_1344,1344,candidateC,0.06484785174442764,0.06651755592277797,True,True
113,candidateC_1344,1344,candidateC,0.06789801671989837,0.06646015403020078,True,True
114,candidateC_1344,1344,candidateC,0.06823166981193818,0.07140967816822019,True,True
115,candidateC_1344,1344,candidateC,0.05787556223445678,0.07003675675603993,True,True
116,candidateC_1344,1344,candidateC,0.0680462451767061,0.08003199002635486,True,True
117,candidateC_1344,1344,candidateC,0.06738799824048625,0.08823829049612164,True,True
118,candidateC_1344,1344,candidateC,0.06210214590357588,0.091584194160237,True,True
119,candidateC_1344,1344,candidateC,0.06332814967567268,0.08657081759233753,True,True
120,candidateC_1344,1344,candidateC,0.07212929115310363,0.09397093774215226,True,True
121,candidateC_1344,1344,candidateC,0.06991591664981411,0.08606145182272507,True,True
122,candidateC_1344,1344,candidateC,0.07608153884564406,0.0892689161884005,True,True
123,candidateC_1344,1344,candidateC,0.0741988346331387,0.08444498601169692,True,True
124,candidateC_1344,1344,candidateC,0.07774131836769826,0.07717909930502498,True,True
125,candidateC_1344,1344,candidateC,0.06711508614947415,0.07688032657350752,True,True
126,candidateC_1344,1344,candidateC,0.07511695048543832,0.07459814670623188,True,True
127,candidateC_1344,1344,candidateC,0.07869568769710167,0.06901499992028381,True,True
128,candidateC_1344,1344,candidateC,0.07267461646823559,0.0735352641078233,True,True
129,candidateC_1344,1344,candidateC,0.07769344544491097,0.07591836980053324,True,True
130,candidateC_1344,1344,candidateC,0.09238636744597173,0.06977900361516365,True,True
131,candidateC_1344,1344,candidateC,0.08260263410585045,0.06887362906026129,True,True
132,candidateC_1344,1344,candidateC,0.08603953363076366,0.07371656403790516,True,True
133,candidateC_1344,1344,candidateC,0.08768613907184042,0.07319187634286162,True,True
134,candidateC_1344,1344,candidateC,0.07081320906693067,0.06493117073234855,True,True
135,candidateC_1344,1344,candidateC,0.07421858778421875,0.0657267779447841,True,True
136,candidateC_1344,1344,candidateC,0.08826337069748025,0.07684443755266401,True,True
137,candidateC_1344,1344,candidateC,0.08542719723617465,0.07848801332217181,True,True
138,candidateC_1344,1344,candidateC,0.08191563486342524,0.08412059649069725,True,True
139,candidateC_1344,1344,candidateC,0.08634620586706876,0.08835731130596614,True,True
140,candidateC_1344,1344,candidateC,0.07848737450631038,0.08716707693499615,True,True
141,candidateC_1344,1344,candidateC,0.07926053945333678,0.0936792807118505,True,True
142,candidateC_1344,1344,candidateC,0.0770727582764531,0.09802919616766459,True,True
143,candidateC_1344,1344,candidateC,0.07277479022963007,0.09555654586405493,True,True
144,candidateC_1344,1344,candidateC,0.06985721491696861,0.09258302659492379,True,True
145,candidateC_1344,1344,candidateC,0.07758840540595868,0.08986983070231291,True,True
146,candidateC_1344,1344,candidateC,0.07664537426525309,0.09145603360747134,True,True
147,candidateC_1344,1344,candidateC,0.08226332589607777,0.0946704795916371,True,True
148,candidateC_1344,1344,candidateC,0.08329368568446538,0.09055872809490728,True,True
149,candidateC_1344,1344,candidateC,0.08419829492414654,0.09155968044159057,True,True
150,candidateC_1344,1344,candidateC,0.07320893674939166,0.07972436278290274,True,True
151,candidateC_1344,1344,candidateC,0.0768175282284268,0.08349940770485587,True,True
152,candidateC_1344,1344,candidateC,0.06727154058611662,0.08559201184225196,True,True
153,candidateC_1344,1344,candidateC,0.07257021090130555,0.08200915697276834,True,True
154,candidateC_1344,1344,candidateC,0.04977457413892539,0.06506967432668531,True,True
155,candidateC_1344,1344,candidateC,0.07595873168241107,0.07126940625125944,True,True
156,candidateC_1344,1344,candidateC,0.06316068841740263,0.06450816697316553,True,True
157,candidateC_1344,1344,candidateC,0.07176399668008304,0.06228064604137884,True,True
158,candidateC_1344,1344,candidateC,0.06607397899743495,0.06151497126773198,True,True
159,candidateC_1344,1344,candidateC,0.05869635431534859,0.05847865373677641,True,True
160,candidateC_1344,1344,candidateC,0.05465896799897185,0.05426776910835773,True,True
161,candidateC_1344,1344,candidateC,0.04596873252762124,0.062235537400824326,True,True
162,candidateC_1344,1344,candidateC,0.04125601813712676,0.06717924362404737,True,True
163,candidateC_1344,1344,candidateC,0.03222288853753741,0.05802050808115955,True,True
164,candidateC_1344,1344,candidateC,0.05401006792650653,0.060593725121300346,True,True
165,candidateC_1344,1344,candidateC,0.04239845346439819,0.05996418096213085,True,True
166,candidateC_1344,1344,candidateC,0.02270439237553412,0.04860306869912079,True,True
167,candidateC_1344,1344,candidateC,0.026549126844707893,0.04874376563925331,True,True
0,candidateC_168,168,candidateC,0.019467566622553778,0.025056304866814982,True,True
1,candidateC_168,168,candidateC,0.021735196433938397,0.023834453423784763,True,True
2,candidateC_168,168,candidateC,0.027882427414924416,0.023027179869547387,True,True
3,candidateC_168,168,candidateC,0.032001626634505564,0.028846625991288732,True,True
4,candidateC_168,168,candidateC,0.025375578743195515,0.022313496949788125,True,True
5,candidateC_168,168,candidateC,0.032096922860153754,0.03160558712421657,True,True
6,candidateC_168,168,candidateC,0.03611394399824852,0.040241664093884744,True,True
7,candidateC_168,168,candidateC,0.03073191845671641,0.03323941033182021,True,True
8,candidateC_168,168,candidateC,0.035485187896427406,0.035549908256127916,True,True
9,candidateC_168,168,candidateC,0.03471566834103712,0.03565897837934928,True,True
10,candidateC_168,168,candidateC,0.04207190326222365,0.040232351595136495,True,True
11,candidateC_168,168,candidateC,0.037411957892993675,0.04038525581380603,True,True
12,candidateC_168,168,candidateC,0.03560678300990494,0.035769271292797944,True,True
13,candidateC_168,168,candidateC,0.025782329575889107,0.039117071458957264,True,True
14,candidateC_168,168,candidateC,0.034263685015714196,0.040795416613849333,True,True
15,candidateC_168,168,candidateC,0.035111892670825484,0.044401950095681486,True,True
16,candidateC_168,168,candidateC,0.03286012110179348,0.040774708790342284,True,True
17,candidateC_168,168,candidateC,0.03176930272052503,0.038532481423458664,True,True
18,candidateC_168,168,candidateC,0.04212519681614135,0.04049352118729821,True,True
19,candidateC_168,168,candidateC,0.04837126082426091,0.04449431197368314,True,True
20,candidateC_168,168,candidateC,0.046927554187267906,0.04207247751236165,True,True
21,candidateC_168,168,candidateC,0.047798305611367,0.04455883296503449,True,True
22,candidateC_168,168,candidateC,0.04951243427644658,0.04991964783967917,True,True
23,candidateC_168,168,candidateC,0.04391344257689622,0.04215945251808384,True,True
24,candidateC_168,168,candidateC,0.01825365984572669,0.03886186716115114,True,True
25,candidateC_168,168,candidateC,-0.000209098221947146,0.03027222621916348,False,True
26,candidateC_168,168,candidateC,0.04601523769085014,0.04146319998082548,True,True
27,candidateC_168,168,candidateC,0.03351232104572743,0.041530782225562946,True,True
28,candidateC_168,168,candidateC,0.04047651106944494,0.03767021259431913,True,True
29,candidateC_168,168,candidateC,0.02956559033916517,0.030507431025692866,True,True
30,candidateC_168,168,candidateC,0.0169258422150248,0.027314073223022817,True,True
31,candidateC_168,168,candidateC,0.024433961726762377,0.028340524679910883,True,True
32,candidateC_168,168,candidateC,0.014455819702133943,0.025512487855713584,True,True
33,candidateC_168,168,candidateC,0.018361550239483715,0.023230242911053578,True,True
34,candidateC_168,168,candidateC,0.02323196945868433,0.02585422375855284,True,True
35,candidateC_168,168,candidateC,0.031972442039321036,0.027339142479096967,True,True
36,candidateC_168,168,candidateC,0.022486153484715166,0.025622342963875777,True,True
37,candidateC_168,168,candidateC,0.024541564331629573,0.026756960708931077,True,True
38,candidateC_168,168,candidateC,0.028667901461815304,0.024147838698771462,True,True
39,candidateC_168,168,candidateC,0.024025544444536417,0.024195457583852775,True,True
40,candidateC_168,168,candidateC,0.023732415222312953,0.023476554258846205,True,True
41,candidateC_168,168,candidateC,0.023672705591679888,0.02216035894818147,True,True
42,candidateC_168,168,candidateC,0.021954401885614816,0.023896523782846457,True,True
43,candidateC_168,168,candidateC,0.02257868449737621,0.023299698795303803,True,True
44,candidateC_168,168,candidateC,0.020944414949101042,0.023158909815114703,True,True
45,candidateC_168,168,candidateC,0.021415877614811563,0.025046981685957537,True,True
46,candidateC_168,168,candidateC,0.023949094331588983,0.0315555423069902,True,True
47,candidateC_168,168,candidateC,0.024453289008993573,0.03181204221546452,True,True
48,candidateC_168,168,candidateC,0.02005305333711538,0.02503363470420439,True,True
49,candidateC_168,168,candidateC,0.018645022048533022,0.027619059920692357,True,True
50,candidateC_168,168,candidateC,0.027449018030949124,0.028556594951069103,True,True
51,candidateC_168,168,candidateC,0.025988081247701467,0.026103668523072665,True,True
52,candidateC_168,168,candidateC,0.02481247145365173,0.027326636774054336,True,True
53,candidateC_168,168,candidateC,0.02473471561361451,0.026894379473701213,True,True
54,candidateC_168,168,candidateC,0.0265914284855443,0.029072749404153275,True,True
55,candidateC_168,168,candidateC,0.025666770800445216,0.028773311339641117,True,True
56,candidateC_168,168,candidateC,0.026883820078573595,0.030101503809041197,True,True
57,candidateC_168,168,candidateC,0.02907119224332677,0.031830046841138326,True,True
58,candidateC_168,168,candidateC,0.029081517125666756,0.030891786069078497,True,True
59,candidateC_168,168,candidateC,0.029590772071373173,0.0323490060978735,True,True
60,candidateC_168,168,candidateC,0.030901745814741588,0.030697598639275014,True,True
61,candidateC_168,168,candidateC,0.0326033066545689,0.027642188088579545,True,True
62,candidateC_168,168,candidateC,0.031672716746218854,0.034816879110600274,True,True
63,candidateC_168,168,candidateC,0.03257251225556079,0.03241237529581564,True,True
64,candidateC_168,168,candidateC,0.029618246191620456,0.028514323516696027,True,True
65,candidateC_168,168,candidateC,0.0309138692152372,0.03231175356238092,True,True
66,candidateC_168,168,candidateC,0.030897533301128433,0.03320635077371592,True,True
67,candidateC_168,168,candidateC,0.03188349988077166,0.03498339260030192,True,True
68,candidateC_168,168,candidateC,0.03698130850226666,0.03266588093778844,True,True
69,candidateC_168,168,candidateC,0.041433672405077004,0.03984629779172599,True,True
70,candidateC_168,168,candidateC,0.04454017834100188,0.04452015142114707,True,True
71,candidateC_168,168,candidateC,0.041343865583655104,0.04094658058884981,True,True
72,candidateC_168,168,candidateC,0.04107854866587568,0.04131827350515127,True,True
73,candidateC_168,168,candidateC,0.04276199611047782,0.04205181462255747,True,True
74,candidateC_168,168,candidateC,0.04254995820783891,0.039366591654975025,True,True
75,candidateC_168,168,candidateC,0.04258375305618689,0.03967759973248153,True,True
76,candidateC_168,168,candidateC,0.04303132334784843,0.03902408272755431,True,True
77,candidateC_168,168,candidateC,0.045588882809298736,0.04164388051743284,True,True
78,candidateC_168,168,candidateC,0.04513447131986803,0.03995934639966314,True,True
79,candidateC_168,168,candidateC,0.04237566732601794,0.038442659966335335,True,True
80,candidateC_168,168,candidateC,0.041799596442368636,0.034768362150178866,True,True
81,candidateC_168,168,candidateC,0.041188177761603995,0.03965624783579291,True,True
82,candidateC_168,168,candidateC,0.03983590075157761,0.04063002467659671,True,True
83,candidateC_168,168,candidateC,0.04417375123246192,0.043979591433570664,True,True
84,candidateC_168,168,candidateC,0.04306952367625505,0.04508021231253967,True,True
85,candidateC_168,168,candidateC,0.03992579640028504,0.044803469390102935,True,True
86,candidateC_168,168,candidateC,0.044207468554413154,0.046626665380136156,True,True
87,candidateC_168,168,candidateC,0.04133509722110884,0.046120321144828114,True,True
88,candidateC_168,168,candidateC,0.03840275516881275,0.04036722931159065,True,True
89,candidateC_168,168,candidateC,0.03936020465580803,0.04701934087919146,True,True
90,candidateC_168,168,candidateC,0.038760193685230315,0.045852317078204696,True,True
91,candidateC_168,168,candidateC,0.03992754313457314,0.04975727291670695,True,True
92,candidateC_168,168,candidateC,0.04470881949639949,0.04987441524031455,True,True
93,candidateC_168,168,candidateC,0.04783256768715671,0.0531457290095676,True,True
94,candidateC_168,168,candidateC,0.05052485433513887,0.05168525221836029,True,True
95,candidateC_168,168,candidateC,0.0495282126875739,0.04734404046061447,True,True
96,candidateC_168,168,candidateC,0.05465856881714082,0.05508520668657746,True,True
97,candidateC_168,168,candidateC,0.05321925314884279,0.05487948163828338,True,True
98,candidateC_168,168,candidateC,0.04796627541765863,0.04993186498558955,True,True
99,candidateC_168,168,candidateC,0.0526677478035702,0.04745135958525193,True,True
100,candidateC_168,168,candidateC,0.04934089498932592,0.05005064880532928,True,True
101,candidateC_168,168,candidateC,0.04914392030302073,0.05309033865995316,True,True
102,candidateC_168,168,candidateC,0.04927707495715383,0.0518920290321756,True,True
103,candidateC_168,168,candidateC,0.048352987081134,0.05532943260142675,True,True
104,candidateC_168,168,candidateC,0.048190164442219574,0.05629112647771295,True,True
105,candidateC_168,168,candidateC,0.04469806758076256,0.04821914193241661,True,True
106,candidateC_168,168,candidateC,0.042654867977195976,0.043230578754073434,True,True
107,candidateC_168,168,candidateC,0.042557060469433416,0.04970397973111573,True,True
108,candidateC_168,168,candidateC,0.04228318021969779,0.047211915052674414,True,True
109,candidateC_168,168,candidateC,0.041038054196892326,0.04605764577361682,True,True
110,candidateC_168,168,candidateC,0.0396957066144088,0.04171378499866629,True,True
111,candidateC_168,168,candidateC,0.040560323649185936,0.04108209467846857,True,True
112,candidateC_168,168,candidateC,0.04233869890658071,0.044265786288471665,True,True
113,candidateC_168,168,candidateC,0.042739741954525345,0.04360758603462522,True,True
114,candidateC_168,168,candidateC,0.04566563747763419,0.047711087082981996,True,True
115,candidateC_168,168,candidateC,0.037621059565762005,0.04398030365483174,True,True
116,candidateC_168,168,candidateC,0.044784811179963024,0.05040883033147081,True,True
117,candidateC_168,168,candidateC,0.04400157706816332,0.05524495267692142,True,True
118,candidateC_168,168,candidateC,0.0401345809381507,0.05585263452908962,True,True
119,candidateC_168,168,candidateC,0.03941798659301998,0.05360170510189377,True,True
120,candidateC_168,168,candidateC,0.04655536037977448,0.05751949397134115,True,True
121,candidateC_168,168,candidateC,0.04499039786664005,0.05323924022601345,True,True
122,candidateC_168,168,candidateC,0.04745013878118376,0.05510434423497268,True,True
123,candidateC_168,168,candidateC,0.046894159938249635,0.053345485887735467,True,True
124,candidateC_168,168,candidateC,0.04992200182807327,0.049690220004648955,True,True
125,candidateC_168,168,candidateC,0.04367737186907006,0.050185352936716554,True,True
126,candidateC_168,168,candidateC,0.047991406684972704,0.0485947589990523,True,True
127,candidateC_168,168,candidateC,0.0510394719299202,0.04403083994943613,True,True
128,candidateC_168,168,candidateC,0.046498722876574194,0.04588001621195126,True,True
129,candidateC_168,168,candidateC,0.04914557160192545,0.04629976990437745,True,True
130,candidateC_168,168,candidateC,0.05073945742118979,0.04334513671864337,True,True
131,candidateC_168,168,candidateC,0.05140052595829969,0.042562013552695066,True,True
132,candidateC_168,168,candidateC,0.05632523900605546,0.04677540045855633,True,True
133,candidateC_168,168,candidateC,0.05617369566750818,0.04413198296931031,True,True
134,candidateC_168,168,candidateC,0.042768000017409546,0.03979910732929759,True,True
135,candidateC_168,168,candidateC,0.042410944505562154,0.04095919501894518,True,True
136,candidateC_168,168,candidateC,0.05346956965422911,0.04501062197904626,True,True
137,candidateC_168,168,candidateC,0.0524333499606654,0.045712023058783524,True,True
138,candidateC_168,168,candidateC,0.048322830595060484,0.047229714295685676,True,True
139,candidateC_168,168,candidateC,0.05259142965524255,0.049804673609123995,True,True
140,candidateC_168,168,candidateC,0.047938950936263325,0.04586929885243696,True,True
141,candidateC_168,168,candidateC,0.046068353664573514,0.04838477073445502,True,True
142,candidateC_168,168,candidateC,0.047060124258325176,0.052380707706832896,True,True
143,candidateC_168,168,candidateC,0.04503586265096804,0.051418425477654295,True,True
144,candidateC_168,168,candidateC,0.04335416492713107,0.04821773670003826,True,True
145,candidateC_168,168,candidateC,0.04876613300158994,0.04435823749238921,True,True
146,candidateC_168,168,candidateC,0.0529920827170306,0.05021262560971429,True,True
147,candidateC_168,168,candidateC,0.050982245303220486,0.05019841604827313,True,True
148,candidateC_168,168,candidateC,0.05062270179448192,0.04687568898323491,True,True
149,candidateC_168,168,candidateC,0.04816038379335519,0.0478812187792087,True,True
150,candidateC_168,168,candidateC,0.039840320014605246,0.039926930550031714,True,True
151,candidateC_168,168,candidateC,0.04459449752198874,0.04244536253982234,True,True
152,candidateC_168,168,candidateC,0.030692752210456864,0.04069542556228445,True,True
153,candidateC_168,168,candidateC,0.0276266959169863,0.036724648471650356,True,True
154,candidateC_168,168,candidateC,0.01903595849437123,0.022961561788488072,True,True
155,candidateC_168,168,candidateC,0.0316690382811643,0.029638124003358857,True,True
156,candidateC_168,168,candidateC,0.022382532042921066,0.024213271691726934,True,True
157,candidateC_168,168,candidateC,0.02766986223126966,0.02388093564974547,True,True
158,candidateC_168,168,candidateC,0.022420722490254508,0.02443712386064001,True,True
159,candidateC_168,168,candidateC,0.02509105245826715,0.026674091168405356,True,True
160,candidateC_168,168,candidateC,0.02530275920864633,0.022905392130292856,True,True
161,candidateC_168,168,candidateC,0.019862346311645962,0.03049546502505307,True,True
162,candidateC_168,168,candidateC,0.019714543405424778,0.033366521806278526,True,True
163,candidateC_168,168,candidateC,0.01217622179484501,0.02411832735964703,True,True
164,candidateC_168,168,candidateC,0.02756800165554152,0.026011240076299513,True,True
165,candidateC_168,168,candidateC,0.014703901484013904,0.023709279383782866,True,True
166,candidateC_168,168,candidateC,-0.0038816326210884267,0.01375235091038185,False,True
167,candidateC_168,168,candidateC,0.010027486384297513,0.015137222775942094,True,True
0,candidateC_2688,2688,candidateC,0.042602469382788,0.0630793667739531,True,True
1,candidateC_2688,2688,candidateC,0.05836502487169004,0.06543984222734422,True,True
2,candidateC_2688,2688,candidateC,0.056454359011621325,0.0620489524158907,True,True
3,candidateC_2688,2688,candidateC,0.06802398480954297,0.0674060522020633,True,True
4,candidateC_2688,2688,candidateC,0.05955697714221908,0.05717315087857788,True,True
5,candidateC_2688,2688,candidateC,0.06482351795919017,0.06714522787263477,True,True
6,candidateC_2688,2688,candidateC,0.07085202849917294,0.07692541709461698,True,True
7,candidateC_2688,2688,candidateC,0.06481361983846579,0.06980195792747557,True,True
8,candidateC_2688,2688,candidateC,0.06843031402102862,0.07366680331786313,True,True
9,candidateC_2688,2688,candidateC,0.06543939180709113,0.07177432565658037,True,True
10,candidateC_2688,2688,candidateC,0.06487510214053416,0.07359170714110363,True,True
11,candidateC_2688,2688,candidateC,0.07377523371694772,0.08177349739962714,True,True
12,candidateC_2688,2688,candidateC,0.07439572162076435,0.07578162661239651,True,True
13,candidateC_2688,2688,candidateC,0.06905655885148332,0.08211636973352832,True,True
14,candidateC_2688,2688,candidateC,0.07648671603405754,0.08554614593747178,True,True
15,candidateC_2688,2688,candidateC,0.07403528695613537,0.08698231574129744,True,True
16,candidateC_2688,2688,candidateC,0.07041440031030943,0.08258411329327131,True,True
17,candidateC_2688,2688,candidateC,0.06963885991817309,0.07895475787406459,True,True
18,candidateC_2688,2688,candidateC,0.07998958175995641,0.08398999143846808,True,True
19,candidateC_2688,2688,candidateC,0.094560907740873,0.09260205468919147,True,True
20,candidateC_2688,2688,candidateC,0.08544049827658351,0.0865931091955694,True,True
21,candidateC_2688,2688,candidateC,0.09038611696468679,0.09179715139551159,True,True
22,candidateC_2688,2688,candidateC,0.09102398705223536,0.09609050489120241,True,True
23,candidateC_2688,2688,candidateC,0.08104015851407875,0.08312436419129177,True,True
24,candidateC_2688,2688,candidateC,0.05745336642396137,0.07964869437076949,True,True
25,candidateC_2688,2688,candidateC,0.03886717991590127,0.06688005581082113,True,True
26,candidateC_2688,2688,candidateC,0.07140964653178439,0.07784847434273368,True,True
27,candidateC_2688,2688,candidateC,0.07997201856651048,0.08283636905847824,True,True
28,candidateC_2688,2688,candidateC,0.08053686707329277,0.07634427659391019,True,True
29,candidateC_2688,2688,candidateC,0.0701210425510369,0.06768852455518282,True,True
30,candidateC_2688,2688,candidateC,0.05099682498677449,0.060860107919983975,True,True
31,candidateC_2688,2688,candidateC,0.06374437644169684,0.0621844753221924,True,True
32,candidateC_2688,2688,candidateC,0.049268670544444726,0.0552457779550557,True,True
33,candidateC_2688,2688,candidateC,0.04855956107330606,0.048267994727459795,True,True
34,candidateC_2688,2688,candidateC,0.05130284280884878,0.05238368714115915,True,True
35,candidateC_2688,2688,candidateC,0.0614869652033565,0.055104170077126646,True,True
36,candidateC_2688,2688,candidateC,0.05260355230494762,0.05339251371821063,True,True
37,candidateC_2688,2688,candidateC,0.054288295577007206,0.0599357172799847,True,True
38,candidateC_2688,2688,candidateC,0.05903033057758422,0.05575085285869019,True,True
39,candidateC_2688,2688,candidateC,0.05509997914410958,0.05492016796556709,True,True
40,candidateC_2688,2688,candidateC,0.04971898717176315,0.05002095629282555,True,True
41,candidateC_2688,2688,candidateC,0.049534102593697615,0.05070257617221108,True,True
42,candidateC_2688,2688,candidateC,0.04663230103213023,0.052818757516464365,True,True
43,candidateC_2688,2688,candidateC,0.047569819286297554,0.05327099469517038,True,True
44,candidateC_2688,2688,candidateC,0.04970286531717327,0.0545381252355428,True,True
45,candidateC_2688,2688,candidateC,0.04958925786938251,0.061558340758455676,True,True
46,candidateC_2688,2688,candidateC,0.05583373056062346,0.07063923099090053,True,True
47,candidateC_2688,2688,candidateC,0.06125280291627633,0.07172281019879623,True,True
48,candidateC_2688,2688,candidateC,0.05788459001984814,0.06540503084697291,True,True
49,candidateC_2688,2688,candidateC,0.05233096462687681,0.06469404388209987,True,True
50,candidateC_2688,2688,candidateC,0.05925571417748099,0.06624099387723947,True,True
51,candidateC_2688,2688,candidateC,0.05845197185909756,0.06372628313206707,True,True
52,candidateC_2688,2688,candidateC,0.054077553578276594,0.062006503519525635,True,True
53,candidateC_2688,2688,candidateC,0.05190446217914635,0.060941322596163694,True,True
54,candidateC_2688,2688,candidateC,0.0515773601381716,0.06160154387974448,True,True
55,candidateC_2688,2688,candidateC,0.05141969324034934,0.06262971348263124,True,True
56,candidateC_2688,2688,candidateC,0.05415421417561039,0.0640631765615961,True,True
57,candidateC_2688,2688,candidateC,0.05603370670620189,0.066879719761196,True,True
58,candidateC_2688,2688,candidateC,0.056528424058368554,0.06474500965168062,True,True
59,candidateC_2688,2688,candidateC,0.055753928926173923,0.06368790586879947,True,True
60,candidateC_2688,2688,candidateC,0.057086075314580764,0.060128374968073994,True,True
61,candidateC_2688,2688,candidateC,0.0602153878942393,0.05750242783192627,True,True
62,candidateC_2688,2688,candidateC,0.05687109250369271,0.06170487039532624,True,True
63,candidateC_2688,2688,candidateC,0.059435992111107394,0.06033463084986923,True,True
64,candidateC_2688,2688,candidateC,0.05670724252416437,0.05722538152604739,True,True
65,candidateC_2688,2688,candidateC,0.058046874717672,0.062354612757489214,True,True
66,candidateC_2688,2688,candidateC,0.05892573277927626,0.0670996911378463,True,True
67,candidateC_2688,2688,candidateC,0.058144705933036445,0.06682535811596091,True,True
68,candidateC_2688,2688,candidateC,0.06268560952085744,0.06202227201830457,True,True
69,candidateC_2688,2688,candidateC,0.06812395259777793,0.0737682907628413,True,True
70,candidateC_2688,2688,candidateC,0.07578377482958387,0.07583364346574739,True,True
71,candidateC_2688,2688,candidateC,0.06914024229214843,0.0711847123904461,True,True
72,candidateC_2688,2688,candidateC,0.0679636772386415,0.07005106975941233,True,True
73,candidateC_2688,2688,candidateC,0.07018212482810493,0.07103923769446263,True,True
74,candidateC_2688,2688,candidateC,0.06873196433530349,0.06702533856256854,True,True
