sample_idx,psnr_winner,ssim_winner,pd_winner,mt_winner,direct_error_group_winner,distributional_group_winner,tail_group_winner,configured_physics_group_winner,cnn_metric_wins,gan_metric_wins,ties,overall_metric_majority,distributional_gan_wins_out_of_5,tail_gan_wins_out_of_6,mt_gan_case,pd_cnn_case,gan_metric_majority,gan_metric_majority_but_mt_not_gan,mt_gan_tier,groups,recommendation_group,gan_winning_measures,cnn_winning_measures,tie_measures,wpd_bias_cnn,wpd_bias_gan,wpd_bias_winner,wpd_mae_cnn,wpd_mae_gan,wpd_mae_winner,wpd_rmse_cnn,wpd_rmse_gan,wpd_rmse_winner,wpd_w1_cnn,wpd_w1_gan,wpd_w1_winner,psd_log_l2_cnn,psd_log_l2_gan,psd_log_l2_winner,psd_slope_abs_delta_cnn,psd_slope_abs_delta_gan,psd_slope_abs_delta_winner,grad_mae_cnn,grad_mae_gan,grad_mae_winner,grad_w1_cnn,grad_w1_gan,grad_w1_winner,grad_kurtosis_abs_delta_cnn,grad_kurtosis_abs_delta_gan,grad_kurtosis_abs_delta_winner,exceed_frac_abs_delta_t5_cnn,exceed_frac_abs_delta_t5_gan,exceed_frac_abs_delta_t5_winner,exceed_frac_abs_delta_t10_cnn,exceed_frac_abs_delta_t10_gan,exceed_frac_abs_delta_t10_winner,exceed_frac_abs_delta_t15_cnn,exceed_frac_abs_delta_t15_gan,exceed_frac_abs_delta_t15_winner,exceed_frac_abs_delta_p90_cnn,exceed_frac_abs_delta_p90_gan,exceed_frac_abs_delta_p90_winner,exceed_frac_abs_delta_p95_cnn,exceed_frac_abs_delta_p95_gan,exceed_frac_abs_delta_p95_winner,exceed_frac_abs_delta_p99_cnn,exceed_frac_abs_delta_p99_gan,exceed_frac_abs_delta_p99_winner
93,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,3,12,0,GAN,5,6,False,False,True,True,,candidate_structural_hallucination_signature;cnn_consensus_core;gan_distributional_cases;pd_mt_disagreement,,"WPD Bias |·| · WPD Wasserstein-1 · PSD log-L2 · PSD slope |Δ| · Gradient Wasserstein-1 · Gradient kurtosis |Δ| · Exceedance |Δ|, s>5 · Exceedance |Δ|, s>10 · Exceedance |Δ|, s>15 · Exceedance |Δ|, p90 · Exceedance |Δ|, p95 · Exceedance |Δ|, p99",WPD MAE · WPD RMSE · Gradient MAE,,-43.239029213703674,27.524225799857504,GAN,163.5304449855864,221.5383841923986,CNN,288.73965640072527,396.13348272536916,CNN,45.93572940326813,27.93411036307122,GAN,0.9138022304007428,0.45735169898999745,GAN,1.024317050953112,0.9819039293354308,GAN,0.34020406367899453,0.3717712022734091,CNN,0.23402462931334256,0.04304778752248488,GAN,4.267304288235781,1.7926259514273042,GAN,0.005912000000000028,0.0027719999999999967,GAN,0.01541600000000004,0.008863999999999983,GAN,0.00698,0.005992000000000001,GAN,0.017072000000000004,0.0036239999999999883,GAN,0.012024,0.0025439999999999977,GAN,0.0058920000000000005,0.004932000000000001,GAN
14,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,6,9,0,GAN,3,5,False,False,True,True,,candidate_structural_hallucination_signature;cnn_consensus_core;gan_distributional_cases;pd_mt_disagreement,,"WPD Bias |·| · WPD Wasserstein-1 · PSD log-L2 · Gradient Wasserstein-1 · Exceedance |Δ|, s>10 · Exceedance |Δ|, s>15 · Exceedance |Δ|, p90 · Exceedance |Δ|, p95 · Exceedance |Δ|, p99","WPD MAE · WPD RMSE · PSD slope |Δ| · Gradient MAE · Gradient kurtosis |Δ| · Exceedance |Δ|, s>5",,-52.92315375912609,-11.407172332393078,GAN,245.9792581293314,328.82917456197185,CNN,410.4816441061438,532.7675931971912,CNN,53.95170315300297,41.5881124956572,GAN,1.059358536154577,0.7344550112840007,GAN,0.9257986063946588,1.4208717535296356,CNN,0.35026225920743626,0.3844604159070821,CNN,0.24674524774793408,0.0408457193705617,GAN,0.11751591237360337,0.639706522869707,CNN,0.0029400000000000537,0.00990000000000002,CNN,0.013591999999999937,0.007688000000000028,GAN,0.005612000000000006,0.004640000000000005,GAN,0.006964000000000012,0.0037800000000000056,GAN,0.0051199999999999996,0.0029600000000000043,GAN,0.007220000000000001,0.004584,GAN
97,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,6,9,0,GAN,3,5,False,False,True,True,,candidate_structural_hallucination_signature;cnn_consensus_core;gan_distributional_cases;pd_mt_disagreement,,"WPD Bias |·| · WPD Wasserstein-1 · PSD log-L2 · Gradient Wasserstein-1 · Exceedance |Δ|, s>5 · Exceedance |Δ|, s>15 · Exceedance |Δ|, p90 · Exceedance |Δ|, p95 · Exceedance |Δ|, p99","WPD MAE · WPD RMSE · PSD slope |Δ| · Gradient MAE · Gradient kurtosis |Δ| · Exceedance |Δ|, s>10",,-58.48440761666127,35.07530840048347,GAN,268.38237929928437,342.45189354914083,CNN,456.74937609164516,587.9450967220831,CNN,71.74487325020785,35.22999628140219,GAN,1.1627471233799993,0.630274311419653,GAN,1.3709429915523923,1.5528519160691214,CNN,0.43470492089576007,0.4482823194262144,CNN,0.31389256159483186,0.07647279923906344,GAN,0.7476036981535668,3.146499515214229,CNN,0.006343999999999905,0.0007199999999999429,GAN,0.00966800000000001,0.011835999999999958,CNN,0.013787999999999998,0.005208000000000004,GAN,0.020184000000000007,0.00444399999999999,GAN,0.016248000000000005,0.00614,GAN,0.007228,0.004036,GAN
99,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,6,9,0,GAN,4,4,False,False,True,True,,candidate_structural_hallucination_signature;cnn_consensus_core;gan_distributional_cases;pd_mt_disagreement,,"WPD Bias |·| · WPD Wasserstein-1 · PSD log-L2 · Gradient Wasserstein-1 · Gradient kurtosis |Δ| · Exceedance |Δ|, s>5 · Exceedance |Δ|, s>15 · Exceedance |Δ|, p90 · Exceedance |Δ|, p95","WPD MAE · WPD RMSE · PSD slope |Δ| · Gradient MAE · Exceedance |Δ|, s>10 · Exceedance |Δ|, p99",,-52.610900885197594,42.16081996641628,GAN,275.61250704812034,357.8583377673987,CNN,471.06222163035306,621.4712994524764,CNN,69.06082943698075,42.21305774667824,GAN,1.1256545898981594,0.719484723775731,GAN,1.332332026223837,1.7314256660468739,CNN,0.434592594652461,0.4597843903422663,CNN,0.30155075611640914,0.07228288082912677,GAN,1.5976892425128426,1.1270572978044502,GAN,0.007187999999999972,0.0024880000000000457,GAN,0.005859999999999976,0.010759999999999992,CNN,0.012448,0.005588000000000003,GAN,0.028628,0.002339999999999995,GAN,0.019104000000000003,0.0036239999999999953,GAN,0.005388,0.005520000000000001,CNN
101,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,6,9,0,GAN,3,5,False,False,True,True,,candidate_structural_hallucination_signature;cnn_consensus_core;gan_distributional_cases;pd_mt_disagreement,,"WPD Bias |·| · WPD Wasserstein-1 · PSD log-L2 · Gradient Wasserstein-1 · Exceedance |Δ|, s>5 · Exceedance |Δ|, s>15 · Exceedance |Δ|, p90 · Exceedance |Δ|, p95 · Exceedance |Δ|, p99","WPD MAE · WPD RMSE · PSD slope |Δ| · Gradient MAE · Gradient kurtosis |Δ| · Exceedance |Δ|, s>10",,-53.88796143865715,36.289780396427986,GAN,264.27264522013803,347.0261719860927,CNN,455.43778924842735,599.608881596627,CNN,69.6707499936721,36.32641168955977,GAN,1.1892820515181903,0.7824149653864441,GAN,1.3723615593585607,1.7988419169673289,CNN,0.4209141149171818,0.44924914092520607,CNN,0.2885718179179823,0.07218883450034898,GAN,1.4341192933772948,1.9254676361232637,CNN,0.0044560000000000155,0.0031560000000000477,GAN,0.0030599999999999516,0.011896000000000018,CNN,0.01092,0.005592,GAN,0.030712000000000003,0.0033879999999999882,GAN,0.018696000000000004,0.004336,GAN,0.0067,0.00404,GAN
102,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,6,9,0,GAN,3,5,False,False,True,True,,candidate_structural_hallucination_signature;cnn_consensus_core;gan_distributional_cases;pd_mt_disagreement,,"WPD Bias |·| · WPD Wasserstein-1 · PSD log-L2 · Gradient Wasserstein-1 · Exceedance |Δ|, s>5 · Exceedance |Δ|, s>15 · Exceedance |Δ|, p90 · Exceedance |Δ|, p95 · Exceedance |Δ|, p99","WPD MAE · WPD RMSE · PSD slope |Δ| · Gradient MAE · Gradient kurtosis |Δ| · Exceedance |Δ|, s>10",,-49.58583642936383,33.342780738165246,GAN,257.36515949641654,339.88236779372755,CNN,443.71833183137807,589.3184558292292,CNN,64.38084146386412,33.380651248622215,GAN,1.154798688108608,0.7571065425975891,GAN,1.3803883665717993,1.7204287242731136,CNN,0.41378189525574693,0.4384960767027062,CNN,0.2889680755749696,0.06126901313905758,GAN,1.8178724754828064,2.430529305693419,CNN,0.0045000000000000595,0.0033920000000000616,GAN,0.0019239999999999258,0.007647999999999988,CNN,0.008200000000000002,0.0035639999999999977,GAN,0.03372,0.00133599999999999,GAN,0.021816000000000002,0.0030919999999999975,GAN,0.0052320000000000005,0.003936,GAN
103,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,6,9,0,GAN,3,5,False,False,True,True,,candidate_structural_hallucination_signature;cnn_consensus_core;gan_distributional_cases;pd_mt_disagreement,,"WPD Bias |·| · WPD Wasserstein-1 · PSD log-L2 · Gradient Wasserstein-1 · Exceedance |Δ|, s>5 · Exceedance |Δ|, s>15 · Exceedance |Δ|, p90 · Exceedance |Δ|, p95 · Exceedance |Δ|, p99","WPD MAE · WPD RMSE · PSD slope |Δ| · Gradient MAE · Gradient kurtosis |Δ| · Exceedance |Δ|, s>10",,-54.35105759438392,28.14564187540796,GAN,255.23449859127234,341.0693757552766,CNN,439.93534248339296,577.6516767461429,CNN,65.83933435015582,28.286978579422012,GAN,1.1877742958997082,0.8055412628379494,GAN,1.3992499260095983,1.7943931053698985,CNN,0.4073665082605704,0.43785142965411317,CNN,0.289648755859236,0.06630870705847902,GAN,0.22786971473521866,1.7553190873387212,CNN,0.0047280000000000655,0.0034480000000000066,GAN,0.0023320000000000007,0.010660000000000003,CNN,0.008844000000000001,0.004451999999999998,GAN,0.033056,0.0003399999999999931,GAN,0.023604000000000003,0.002679999999999995,GAN,0.005816,0.003944,GAN
104,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,6,9,0,GAN,3,5,False,False,True,True,,candidate_structural_hallucination_signature;cnn_consensus_core;gan_distributional_cases;pd_mt_disagreement,,"WPD Bias |·| · WPD Wasserstein-1 · PSD log-L2 · Gradient Wasserstein-1 · Exceedance |Δ|, s>5 · Exceedance |Δ|, s>15 · Exceedance |Δ|, p90 · Exceedance |Δ|, p95 · Exceedance |Δ|, p99","WPD MAE · WPD RMSE · PSD slope |Δ| · Gradient MAE · Gradient kurtosis |Δ| · Exceedance |Δ|, s>10",,-51.74195350505683,28.440157171835526,GAN,260.7016073786642,345.7073077083316,CNN,442.0319749275902,576.3983996893091,CNN,67.50126390547062,30.777756848043257,GAN,1.2023515569174883,0.8244909068242506,GAN,1.4615761364360833,1.844777218597796,CNN,0.40278462056680714,0.4285596247079644,CNN,0.2823780056835857,0.0642827331734832,GAN,0.797056611941704,1.898602009375308,CNN,0.0050040000000000084,0.0030959999999999877,GAN,0.003936000000000051,0.012368000000000046,CNN,0.01036,0.0027079999999999986,GAN,0.028876,0.0016720000000000068,GAN,0.022040000000000004,0.0015480000000000008,GAN,0.005256,0.0032440000000000004,GAN
105,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,6,9,0,GAN,3,5,False,False,True,True,,candidate_structural_hallucination_signature;cnn_consensus_core;gan_distributional_cases;pd_mt_disagreement,,"WPD Bias |·| · WPD Wasserstein-1 · PSD log-L2 · Gradient Wasserstein-1 · Exceedance |Δ|, s>5 · Exceedance |Δ|, s>15 · Exceedance |Δ|, p90 · Exceedance |Δ|, p95 · Exceedance |Δ|, p99","WPD MAE · WPD RMSE · PSD slope |Δ| · Gradient MAE · Gradient kurtosis |Δ| · Exceedance |Δ|, s>10",,-54.546158256784835,29.804644156812028,GAN,260.9549154657379,345.222807416766,CNN,455.18860888088574,591.9683005766184,CNN,69.01256827635814,31.044052982410783,GAN,1.215626655690922,0.7644499239407465,GAN,1.3116141372063548,1.6231152309641215,CNN,0.39666686289653963,0.42046203574747143,CNN,0.28620291053121966,0.059785046992021765,GAN,0.8304948177690274,2.242330639451426,CNN,0.005027999999999921,0.0032879999999999576,GAN,0.0013880000000000559,0.017311999999999994,CNN,0.013328,0.0009119999999999996,GAN,0.024492,0.0006080000000000113,GAN,0.019504000000000004,0.0002400000000000041,GAN,0.0059,0.0019679999999999993,GAN
106,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,6,9,0,GAN,3,5,False,False,True,True,,candidate_structural_hallucination_signature;cnn_consensus_core;gan_distributional_cases;pd_mt_disagreement,,"WPD Bias |·| · WPD Wasserstein-1 · PSD log-L2 · Gradient Wasserstein-1 · Exceedance |Δ|, s>5 · Exceedance |Δ|, s>15 · Exceedance |Δ|, p90 · Exceedance |Δ|, p95 · Exceedance |Δ|, p99","WPD MAE · WPD RMSE · PSD slope |Δ| · Gradient MAE · Gradient kurtosis |Δ| · Exceedance |Δ|, s>10",,-55.640756101729,22.584856994972196,GAN,260.25746261223657,339.9595462980588,CNN,460.90760003831133,580.475597982008,CNN,69.33684383617609,31.96591027710767,GAN,1.146132744022456,0.7375425957457696,GAN,1.2361071703157362,1.5571329798513176,CNN,0.3908866796956757,0.4077048516663229,CNN,0.2889766766960363,0.06844310685602355,GAN,0.6961675934700438,3.392091843077692,CNN,0.006951999999999958,0.0044319999999999915,GAN,0.0005159999999999609,0.02078000000000002,CNN,0.013012,0.0019920000000000007,GAN,0.026288000000000006,0.004348000000000005,GAN,0.021164000000000002,0.0012919999999999945,GAN,0.006880000000000001,0.0005800000000000007,GAN
107,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,6,9,0,GAN,3,5,False,False,True,True,,candidate_structural_hallucination_signature;cnn_consensus_core;gan_distributional_cases;pd_mt_disagreement,,"WPD Bias |·| · WPD Wasserstein-1 · PSD log-L2 · Gradient Wasserstein-1 · Exceedance |Δ|, s>5 · Exceedance |Δ|, s>15 · Exceedance |Δ|, p90 · Exceedance |Δ|, p95 · Exceedance |Δ|, p99","WPD MAE · WPD RMSE · PSD slope |Δ| · Gradient MAE · Gradient kurtosis |Δ| · Exceedance |Δ|, s>10",,-58.811593103726125,25.265199074051388,GAN,266.6080511833093,350.5869579171892,CNN,482.22610725589556,620.3975589408283,CNN,73.64596908558012,31.715611603073203,GAN,1.0775175662436838,0.7561666734603679,GAN,1.20666062472415,1.5328285621066633,CNN,0.38687975317811596,0.4049237802990554,CNN,0.28277735475093574,0.057917542834701234,GAN,0.27272319096112874,4.04630626894976,CNN,0.005755999999999983,0.0031400000000000317,GAN,0.0015759999999999108,0.015923999999999938,CNN,0.015936,0.0010999999999999968,GAN,0.0266,0.002828000000000011,GAN,0.020268,0.0009840000000000057,GAN,0.006104,0.0025640000000000003,GAN
108,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,6,9,0,GAN,3,5,False,False,True,True,,candidate_structural_hallucination_signature;cnn_consensus_core;gan_distributional_cases;pd_mt_disagreement,,"WPD Bias |·| · WPD Wasserstein-1 · PSD log-L2 · Gradient Wasserstein-1 · Exceedance |Δ|, s>5 · Exceedance |Δ|, s>15 · Exceedance |Δ|, p90 · Exceedance |Δ|, p95 · Exceedance |Δ|, p99","WPD MAE · WPD RMSE · PSD slope |Δ| · Gradient MAE · Gradient kurtosis |Δ| · Exceedance |Δ|, s>10",,-62.576165416787404,28.98369250736181,GAN,266.16930985905356,356.8102131276016,CNN,474.3026099408461,642.1408312803574,CNN,78.29810888955477,31.376227628499375,GAN,1.0160542287517005,0.7751422619741811,GAN,1.2879723402623782,1.5326528907252674,CNN,0.3789482342287064,0.3979236611912447,CNN,0.28516287729811285,0.05065947080254976,GAN,1.6345563713057825,4.976282782363052,CNN,0.006643999999999983,0.0025359999999999827,GAN,0.0021639999999999437,0.017919999999999936,CNN,0.020716,0.0002960000000000046,GAN,0.022292000000000006,0.001119999999999996,GAN,0.020136,0.00038799999999999946,GAN,0.007328,0.0024480000000000005,GAN
109,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,6,9,0,GAN,3,5,False,False,True,True,,candidate_structural_hallucination_signature;cnn_consensus_core;gan_distributional_cases;pd_mt_disagreement,,"WPD Bias |·| · WPD Wasserstein-1 · PSD log-L2 · Gradient Wasserstein-1 · Exceedance |Δ|, s>5 · Exceedance |Δ|, s>15 · Exceedance |Δ|, p90 · Exceedance |Δ|, p95 · Exceedance |Δ|, p99","WPD MAE · WPD RMSE · PSD slope |Δ| · Gradient MAE · Gradient kurtosis |Δ| · Exceedance |Δ|, s>10",,-61.405260838974684,29.246306729036128,GAN,266.805100194961,359.2725483563821,CNN,469.06576017921947,642.369258019805,CNN,75.62803143058306,34.68314570498772,GAN,0.9522088531938063,0.7982097674048801,GAN,1.3564026855499662,1.656653857841973,CNN,0.37481862648779113,0.39636005154768894,CNN,0.27713308380572876,0.04622087331996528,GAN,1.2650964349644784,6.828928936640461,CNN,0.005144000000000037,0.0032200000000000006,GAN,0.0020760000000000778,0.016403999999999974,CNN,0.020496,0.0038839999999999986,GAN,0.023764000000000007,0.0024320000000000036,GAN,0.017124,0.0026639999999999997,GAN,0.007208,0.003332,GAN
110,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,6,9,0,GAN,3,5,False,False,True,True,,candidate_structural_hallucination_signature;cnn_consensus_core;gan_distributional_cases;pd_mt_disagreement,,"WPD Bias |·| · WPD Wasserstein-1 · PSD log-L2 · Gradient Wasserstein-1 · Exceedance |Δ|, s>5 · Exceedance |Δ|, s>15 · Exceedance |Δ|, p90 · Exceedance |Δ|, p95 · Exceedance |Δ|, p99","WPD MAE · WPD RMSE · PSD slope |Δ| · Gradient MAE · Gradient kurtosis |Δ| · Exceedance |Δ|, s>10",,-59.889592499987266,36.32374896142388,GAN,263.19554384798516,356.38581062271754,CNN,459.4886921720648,640.7231025787356,CNN,73.32835540535368,38.99188078132552,GAN,0.915698968336149,0.8023133869467777,GAN,1.4018750482898443,1.6740660816720974,CNN,0.37181219855601905,0.3900329553275293,CNN,0.2806747703194539,0.0490902226546841,GAN,3.2905607521545477,7.952958066952636,CNN,0.0040080000000000116,0.0021999999999999797,GAN,0.0020759999999999668,0.019592000000000054,CNN,0.01976,0.003355999999999998,GAN,0.02013200000000001,0.0034600000000000047,GAN,0.016212000000000004,0.00040799999999999864,GAN,0.006236,0.0014920000000000003,GAN
111,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,6,9,0,GAN,3,5,False,False,True,True,,candidate_structural_hallucination_signature;cnn_consensus_core;gan_distributional_cases;pd_mt_disagreement,,"WPD Bias |·| · WPD Wasserstein-1 · PSD log-L2 · Gradient Wasserstein-1 · Exceedance |Δ|, s>5 · Exceedance |Δ|, s>15 · Exceedance |Δ|, p90 · Exceedance |Δ|, p95 · Exceedance |Δ|, p99","WPD MAE · WPD RMSE · PSD slope |Δ| · Gradient MAE · Gradient kurtosis |Δ| · Exceedance |Δ|, s>10",,-58.46092590008041,37.4424379646375,GAN,251.96134177549283,344.39001352455523,CNN,439.18165409969083,613.8389543880994,CNN,71.95933389574849,40.848448862753756,GAN,0.8417086885841848,0.8154414373541461,GAN,1.396993244029764,1.7380096379822865,CNN,0.35867880022726695,0.3789077163667827,CNN,0.26751389398625963,0.0495978686393624,GAN,2.8139075685452504,9.277647274220648,CNN,0.005364000000000035,0.0030440000000000467,GAN,0.007435999999999998,0.019755999999999996,CNN,0.016236000000000014,0.0026520000000000155,GAN,0.015892000000000003,0.002584000000000003,GAN,0.011964000000000002,4.799999999999943e-05,GAN,0.006124,0.000959999999999999,GAN
118,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,6,9,0,GAN,3,5,False,False,True,True,,candidate_structural_hallucination_signature;cnn_consensus_core;gan_distributional_cases;pd_mt_disagreement,,"WPD Bias |·| · WPD Wasserstein-1 · Gradient Wasserstein-1 · Gradient kurtosis |Δ| · Exceedance |Δ|, s>10 · Exceedance |Δ|, s>15 · Exceedance |Δ|, p90 · Exceedance |Δ|, p95 · Exceedance |Δ|, p99","WPD MAE · WPD RMSE · PSD log-L2 · PSD slope |Δ| · Gradient MAE · Exceedance |Δ|, s>5",,-48.24691254601315,19.872490720982775,GAN,229.32859705785154,296.55199530266344,CNN,383.2124578152259,483.0505967065199,CNN,56.467112516845894,24.26401848954278,GAN,0.6233160165956393,0.8064705343241441,CNN,1.204519434247071,1.700061021924434,CNN,0.33446042034755985,0.36480661665089376,CNN,0.2342932031501283,0.06845863521867789,GAN,2.3227801912099117,0.688196922156159,GAN,0.008000000000000007,0.009871999999999992,CNN,0.021659999999999957,0.006871999999999989,GAN,0.009244000000000002,0.005727999999999983,GAN,0.007172000000000012,0.0008599999999999997,GAN,0.010140000000000003,0.0017759999999999998,GAN,0.003868,5.6000000000000494e-05,GAN
119,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,6,9,0,GAN,2,6,False,False,True,True,,candidate_structural_hallucination_signature;cnn_consensus_core;gan_distributional_cases;pd_mt_disagreement,,"WPD Bias |·| · WPD Wasserstein-1 · Gradient Wasserstein-1 · Exceedance |Δ|, s>5 · Exceedance |Δ|, s>10 · Exceedance |Δ|, s>15 · Exceedance |Δ|, p90 · Exceedance |Δ|, p95 · Exceedance |Δ|, p99",WPD MAE · WPD RMSE · PSD log-L2 · PSD slope |Δ| · Gradient MAE · Gradient kurtosis |Δ|,,-52.367575661143505,16.12848448841139,GAN,232.98110328323406,299.58532429477646,CNN,390.97282903315624,477.8904833391336,CNN,59.38184518276629,28.494180003941736,GAN,0.5709677569458942,0.7401698403244761,CNN,1.1272270533875424,1.4694800269779758,CNN,0.33571499471811567,0.36235774053472064,CNN,0.2355764020031901,0.07260206039163997,GAN,0.31424369937137975,0.6629916497401922,CNN,0.008500000000000063,0.007672000000000012,GAN,0.022108000000000017,0.007127999999999912,GAN,0.006975999999999982,0.0042280000000000095,GAN,0.008407999999999999,0.0017320000000000113,GAN,0.008236,0.0006639999999999979,GAN,0.005204,0.002196,GAN
123,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,6,9,0,GAN,3,5,False,False,True,True,,candidate_structural_hallucination_signature;cnn_consensus_core;gan_distributional_cases;pd_mt_disagreement,,"WPD Bias |·| · WPD Wasserstein-1 · PSD slope |Δ| · Gradient Wasserstein-1 · Exceedance |Δ|, s>5 · Exceedance |Δ|, s>15 · Exceedance |Δ|, p90 · Exceedance |Δ|, p95 · Exceedance |Δ|, p99","WPD MAE · WPD RMSE · PSD log-L2 · Gradient MAE · Gradient kurtosis |Δ| · Exceedance |Δ|, s>10",,-55.67666723515506,39.75336415634892,GAN,252.9270353754735,332.16689209876336,CNN,402.02838970700736,524.4354980143601,CNN,63.6555248466244,45.128398156158916,GAN,0.46991760478408334,0.5370265974915097,CNN,0.8814537162271712,0.877405749850694,GAN,0.331067616353236,0.36488476094391226,CNN,0.23169533932179864,0.06389237374946853,GAN,0.8859135829141955,1.281355398520665,CNN,0.005035999999999929,0.0049639999999999684,GAN,0.005051999999999945,0.015191999999999983,CNN,0.010207999999999995,0.008379999999999999,GAN,0.009300000000000003,0.0018239999999999923,GAN,0.011840000000000003,0.003028000000000003,GAN,0.006768,0.000256000000000001,GAN
13,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,7,8,0,GAN,3,4,False,False,True,True,,candidate_structural_hallucination_signature;cnn_consensus_core;gan_distributional_cases;pd_mt_disagreement,,"WPD Bias |·| · WPD Wasserstein-1 · PSD log-L2 · Gradient Wasserstein-1 · Exceedance |Δ|, s>15 · Exceedance |Δ|, p90 · Exceedance |Δ|, p95 · Exceedance |Δ|, p99","WPD MAE · WPD RMSE · PSD slope |Δ| · Gradient MAE · Gradient kurtosis |Δ| · Exceedance |Δ|, s>5 · Exceedance |Δ|, s>10",,-47.12697045536749,-1.6425917520417157,GAN,259.1313827539367,341.7775550574463,CNN,441.0120585542027,568.9208296263631,CNN,49.121724804084465,35.50590166924508,GAN,1.0259421321154742,0.6905564062046129,GAN,0.789732091083513,1.4344880712804031,CNN,0.36418067431277734,0.39845126043163803,CNN,0.24152600358516008,0.03769103503194276,GAN,0.03331147454380101,0.9410818919821473,CNN,0.0043799999999999395,0.007607999999999948,CNN,0.007859999999999978,0.008543999999999996,CNN,0.005071999999999993,0.003928000000000015,GAN,0.008435999999999999,0.0037840000000000096,GAN,0.007156000000000003,0.004572,GAN,0.007896,0.0006519999999999998,GAN
15,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,7,8,0,GAN,3,4,False,False,True,True,,candidate_structural_hallucination_signature;cnn_consensus_core;gan_distributional_cases;pd_mt_disagreement,,"WPD Bias |·| · WPD Wasserstein-1 · PSD log-L2 · Gradient Wasserstein-1 · Exceedance |Δ|, s>10 · Exceedance |Δ|, p90 · Exceedance |Δ|, p95 · Exceedance |Δ|, p99","WPD MAE · WPD RMSE · PSD slope |Δ| · Gradient MAE · Gradient kurtosis |Δ| · Exceedance |Δ|, s>5 · Exceedance |Δ|, s>15",,-43.810313174525035,-1.9455299544149462,GAN,231.89344738041146,304.65506580452814,CNN,396.1983328656295,507.78216570188715,CNN,47.463822803787515,31.728672924292766,GAN,0.9760292555517581,0.7300285838759425,GAN,0.9849790915898318,1.3870777830379788,CNN,0.32342770894399825,0.3563680676205963,CNN,0.23189684925954068,0.03752681677885519,GAN,1.0730204679361268,2.065449973569299,CNN,0.0024920000000000497,0.01174799999999998,CNN,0.006859999999999977,0.005584000000000033,GAN,0.0004720000000000002,0.0010000000000000009,CNN,0.004364000000000007,0.0005440000000000028,GAN,0.004800000000000006,0.0011120000000000019,GAN,0.006412,0.004176,GAN
74,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,7,8,0,GAN,4,4,False,False,True,True,,candidate_structural_hallucination_signature;cnn_consensus_core;gan_distributional_cases;pd_mt_disagreement,,"PSD log-L2 · PSD slope |Δ| · Gradient Wasserstein-1 · Gradient kurtosis |Δ| · Exceedance |Δ|, s>5 · Exceedance |Δ|, s>15 · Exceedance |Δ|, p95 · Exceedance |Δ|, p99","WPD Bias |·| · WPD MAE · WPD RMSE · WPD Wasserstein-1 · Gradient MAE · Exceedance |Δ|, s>10 · Exceedance |Δ|, p90",,-62.66917468110797,113.64423705771162,CNN,240.3681434801473,336.78370073355006,CNN,477.1244720328788,668.7799585587358,CNN,76.64760000690082,113.91130250486647,CNN,0.8812629727914688,0.3963249505526173,GAN,1.041612831731562,0.8371776642623324,GAN,0.4300600707925885,0.4420245390768761,CNN,0.32708398680510065,0.08475768213944168,GAN,1.6034580797596067,1.3779813429461267,GAN,0.005983999999999989,0.0048119999999999274,GAN,0.0005720000000000169,0.03276000000000001,CNN,0.018024000000000002,0.013328,GAN,0.02171200000000001,0.021851999999999996,CNN,0.019200000000000002,0.013787999999999995,GAN,0.007344,0.005063999999999999,GAN
