sample_idx,pos_idx,pd_distance_cnn,pd_distance_gan,pd_distance_candidateE2_tf_lowlambda_expanded1344,mt_distance_cnn,mt_distance_gan,mt_distance_candidateE2_tf_lowlambda_expanded1344,pd_winner_before,pd_winner_after_candidateE2_tf_lowlambda_expanded1344,mt_winner_before,mt_winner_after_candidateE2_tf_lowlambda_expanded1344,was_mt_gan_win_before
14,14,28.13047371417262,21.511818920550414,24.488996566595567,5.448930263519287,5.877835750579834,5.4141716957092285,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
15,15,26.322356943691645,19.148010639364745,22.66805531242178,5.097294807434082,5.86716890335083,5.448978900909424,gan,gan,cnn,cnn,0
16,16,23.755960973590362,17.324485324726012,20.780707541498725,5.464188098907471,5.255205154418945,4.753934860229492,gan,gan,gan,candidateE2_tf_lowlambda_expanded1344,1
17,17,20.900376556174706,17.11808749868573,18.699680506737636,5.2896833419799805,4.8487091064453125,4.1164774894714355,gan,gan,gan,candidateE2_tf_lowlambda_expanded1344,1
18,18,20.394905033940507,18.610240875886223,18.09332352578547,6.258571624755859,5.554356575012207,4.5332818031311035,gan,candidateE2_tf_lowlambda_expanded1344,gan,candidateE2_tf_lowlambda_expanded1344,1
19,19,21.064082150885508,19.086676411603058,17.68688465173307,6.927988529205322,5.44291353225708,4.87545919418335,gan,candidateE2_tf_lowlambda_expanded1344,gan,candidateE2_tf_lowlambda_expanded1344,1
20,20,21.97923655969375,18.266315468004898,18.931434870800523,6.254051208496094,5.689126491546631,5.69405460357666,gan,gan,gan,gan,1
21,21,27.30086406645334,21.732522780594586,23.19347218378734,8.127616882324219,10.817054748535156,7.472489356994629,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
22,22,32.693467082501115,26.801086541907566,28.232126799521737,8.081520080566406,8.346701622009277,6.454339027404785,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
23,23,34.476953302920876,29.144574221491347,30.27587675495149,6.907674789428711,8.497876167297363,6.263078212738037,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
24,24,35.75728371567695,29.65320138308241,31.049938747745866,7.21915864944458,12.067601203918457,5.898676872253418,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
25,25,36.58411526021696,30.123491475362258,31.853170932130897,11.371563911437988,10.501462936401367,8.222898483276367,gan,gan,gan,candidateE2_tf_lowlambda_expanded1344,1
26,26,35.02599363200026,30.779316467464,30.31655724041297,7.043282985687256,11.28821849822998,9.132536888122559,gan,candidateE2_tf_lowlambda_expanded1344,cnn,cnn,0
27,27,36.89696946573002,30.945378681968467,31.880225625945243,6.4783101081848145,19.968429565429688,6.73840856552124,gan,gan,cnn,cnn,0
28,28,38.33189346230645,30.74946233279523,33.33238536486838,7.210402011871338,14.947399139404297,8.951194763183594,gan,gan,cnn,cnn,0
29,29,38.84347398326436,31.752977463202388,34.77484128172379,6.963974952697754,12.864243507385254,8.609787940979004,gan,gan,cnn,cnn,0
30,30,39.94080457344863,30.82310921065586,34.85931511311771,8.127463340759277,14.847400665283203,7.399411678314209,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
31,31,39.104318483733294,31.3053599336416,35.081016470191436,6.818642616271973,16.23410415649414,7.003345012664795,gan,gan,cnn,cnn,0
32,32,38.55925876668554,30.547158977309156,33.60974531550167,7.461033821105957,19.229158401489258,6.506162643432617,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
33,33,38.39305861348763,30.400139282712473,33.65410897464393,6.76971960067749,20.00556755065918,6.860665321350098,gan,gan,cnn,cnn,0
34,34,37.356416104450325,28.907547601520903,33.18619678803027,6.323113918304443,19.445999145507812,7.059648036956787,gan,gan,cnn,cnn,0
35,35,35.95264003005777,28.746843597068697,32.216326354924355,6.2719197273254395,14.435929298400879,6.351956367492676,gan,gan,cnn,cnn,0
36,36,35.61901723291445,27.743736665197815,32.7004978618543,6.097905158996582,9.26945686340332,6.301636219024658,gan,gan,cnn,cnn,0
37,37,33.456602216246914,27.16364872656993,30.778058251336276,6.489102840423584,9.59257698059082,6.876511096954346,gan,gan,cnn,cnn,0
38,38,29.159912858159764,23.780350003542182,26.496579794591906,6.054014682769775,7.416414260864258,6.749601364135742,gan,gan,cnn,cnn,0
39,39,25.24426875811477,21.358097631209198,22.49952274543465,5.873856067657471,8.546488761901855,6.092470645904541,gan,gan,cnn,cnn,0
40,40,24.281572165890662,20.447367624488226,21.425025008831756,5.6310811042785645,8.988521575927734,6.153264045715332,gan,gan,cnn,cnn,0
41,41,23.457166445963043,17.452695580897316,20.163134931628022,5.389686584472656,8.901470184326172,5.5675435066223145,gan,gan,cnn,cnn,0
42,42,21.63035540369367,14.632793364821667,18.43416492023386,5.757840156555176,7.383090972900391,5.62849760055542,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
43,43,20.76816702008209,13.784137402758168,16.88066047290647,5.7682366371154785,7.053122520446777,5.9474592208862305,gan,gan,cnn,cnn,0
44,44,19.781150575177055,13.855413188888303,15.75830368639849,6.20600700378418,7.041088581085205,7.4457106590271,gan,gan,cnn,cnn,0
45,45,20.528037851461004,13.609391097429418,16.587398480508504,6.566225528717041,6.773196697235107,6.008040904998779,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
46,46,20.678325640697178,16.27228595124608,16.600730778628577,6.243154048919678,6.650214672088623,5.789468765258789,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
47,47,22.201753073772625,13.108895112859523,17.332326557844286,6.789880752563477,7.498397350311279,6.348252773284912,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
48,48,22.832495463547907,13.107025960847848,18.098313334787534,7.081502437591553,6.682991981506348,6.341512203216553,gan,gan,gan,candidateE2_tf_lowlambda_expanded1344,1
49,49,22.105793975200847,13.662675111493924,17.74237538420246,6.3195295333862305,7.889017105102539,7.315046787261963,gan,gan,cnn,cnn,0
50,50,21.30877833114525,14.865452226211227,17.184320896069206,6.3856120109558105,6.713321685791016,6.53667688369751,gan,gan,cnn,cnn,0
51,51,21.75849079768097,16.03686368056312,18.032069172172005,5.902731418609619,7.996896266937256,5.830142974853516,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
52,52,21.81632996072092,16.98731478928289,18.52082775373561,5.69123649597168,7.0050048828125,6.021739482879639,gan,gan,cnn,cnn,0
53,53,21.92458068590406,18.078201501754,18.630793691201532,5.261850833892822,7.919146537780762,5.451135635375977,gan,gan,cnn,cnn,0
54,54,22.97915159360149,18.305326668249773,19.503685657076513,5.500187397003174,9.581897735595703,5.703917026519775,gan,gan,cnn,cnn,0
55,55,23.57536347476084,17.428151978200873,20.072504906752293,5.2683796882629395,7.846588134765625,5.301668643951416,gan,gan,cnn,cnn,0
56,56,24.24948793523431,17.584091876726443,20.87132426803896,5.488292217254639,7.826909065246582,6.186054706573486,gan,gan,cnn,cnn,0
57,57,24.937493176964292,18.354637384973643,21.13420783459384,5.463809013366699,6.805661201477051,5.6680908203125,gan,gan,cnn,cnn,0
58,58,25.56121844001433,18.762904108038654,21.943161457206195,6.08959436416626,8.349846839904785,5.711614608764648,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
59,59,25.864386079507888,18.65101850934172,22.11437930431268,5.546851634979248,7.89148473739624,5.727540969848633,gan,gan,cnn,cnn,0
60,60,25.964725332360167,18.604905025455473,22.19937513342511,5.321651458740234,8.357301712036133,6.344699859619141,gan,gan,cnn,cnn,0
61,61,25.73100039673249,19.516031588862035,22.71310550054699,5.346891403198242,8.12722110748291,5.478691577911377,gan,gan,cnn,cnn,0
62,62,27.46350343812835,17.993686869301147,24.100890004268454,6.720277786254883,6.650205135345459,6.029002666473389,gan,gan,gan,candidateE2_tf_lowlambda_expanded1344,1
63,63,28.524583670890912,18.199751597271156,24.44761536532385,7.660599708557129,7.5776286125183105,6.886639595031738,gan,gan,gan,candidateE2_tf_lowlambda_expanded1344,1
64,64,24.7100597287657,16.701032359601633,21.08938461223433,5.944510459899902,7.137726306915283,5.445923328399658,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
65,65,22.148883751156426,16.23947552161985,19.286841919479627,5.820770263671875,5.576780319213867,6.07456636428833,gan,gan,gan,gan,1
66,66,20.981857591368968,15.979342195015368,17.914267170874602,5.701828956604004,6.4086198806762695,5.195892810821533,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
67,67,20.679919922717943,14.773695042869097,17.602301802570228,5.030301094055176,6.6433844566345215,4.468338966369629,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
68,68,21.77134223692748,15.500930745161975,18.31856650766413,6.074338436126709,5.670867919921875,5.043262004852295,gan,gan,gan,candidateE2_tf_lowlambda_expanded1344,1
69,69,24.168055816700438,16.112222498232782,20.97949635616394,5.17050838470459,6.406604290008545,4.5046000480651855,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
70,70,24.673819113934496,19.882401938586153,21.66680930274158,5.396136283874512,5.861793041229248,4.659450054168701,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
71,71,25.505047306429027,18.465741214218955,22.069443454307,5.1588335037231445,7.186563014984131,5.327313423156738,gan,gan,cnn,cnn,0
72,72,26.514111621573456,19.679320844931677,23.045609917701135,4.796044826507568,5.719583988189697,4.547350883483887,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
73,73,27.001473804134946,19.399004976672177,24.444890903310924,4.9851861000061035,5.75114631652832,4.909128665924072,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
74,74,28.28963162272453,20.10959212403172,25.348997462845002,4.782100200653076,5.644299030303955,4.767839431762695,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
75,75,29.367383683723347,19.74885298310355,25.648465630541573,5.201173305511475,5.680557727813721,5.727168083190918,gan,gan,cnn,cnn,0
76,76,30.056769521251926,20.225713244111034,26.237948987782094,5.207019329071045,6.450347900390625,5.206614971160889,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
77,77,29.944664675564518,20.353338072506904,25.91175972691505,6.132026672363281,6.000014781951904,4.970257759094238,gan,gan,gan,candidateE2_tf_lowlambda_expanded1344,1
78,78,30.300511724579902,19.95492094933438,26.22621342710802,5.8028388023376465,7.092807292938232,5.587972164154053,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
79,79,30.148051358309164,20.321240211337894,26.706008648608687,6.856454849243164,6.467032432556152,6.384820461273193,gan,gan,gan,candidateE2_tf_lowlambda_expanded1344,1
80,80,30.086252753371088,20.744918439924255,26.3193740366251,6.982686519622803,6.176682472229004,5.511158466339111,gan,gan,gan,candidateE2_tf_lowlambda_expanded1344,1
81,81,29.68907403762892,20.982889067881906,25.858553271822302,6.426537990570068,7.567525863647461,5.429166793823242,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
82,82,28.90089773637945,20.81634708740007,25.222985201150347,7.1840739250183105,6.303605079650879,5.718176364898682,gan,gan,gan,candidateE2_tf_lowlambda_expanded1344,1
83,83,28.194313716720707,21.794751727168247,25.096516058731854,6.560110569000244,6.599743366241455,5.170193195343018,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
84,84,29.14514380262554,21.106373639070085,25.58860684935081,5.271510124206543,8.559276580810547,4.881192684173584,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
85,85,28.72250736297703,20.7490839418831,25.277742850619635,5.609640121459961,7.718591690063477,5.631704330444336,gan,gan,cnn,cnn,0
86,86,29.195361276159034,18.84606490909817,25.83192229946638,5.25334358215332,9.43416690826416,5.349515438079834,gan,gan,cnn,cnn,0
87,87,29.611902358359767,19.024115372275585,25.923060566614954,6.509652614593506,7.174471855163574,6.711282253265381,gan,gan,cnn,cnn,0
88,88,26.37509421416108,18.396084436387564,22.584765312905105,6.411813259124756,6.487721920013428,5.542118072509766,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
89,89,24.29846982632471,17.197907308437554,21.57845083211183,6.017302513122559,6.256072521209717,5.140536308288574,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
90,90,22.206834090995343,17.32676746960286,19.83825244851736,5.257880687713623,5.663510322570801,5.0543060302734375,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
91,91,22.30942508877806,16.266054339767617,19.59895199078512,5.508337497711182,5.519831657409668,5.437423229217529,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
92,92,22.07932597419188,16.807703363287136,19.87918554918927,5.735818386077881,5.677903175354004,5.0655083656311035,gan,gan,gan,candidateE2_tf_lowlambda_expanded1344,1
93,93,24.402894658345392,18.13548367922437,22.254657857457136,6.506997585296631,6.816009521484375,6.159472465515137,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
94,94,24.570031527820365,20.006869187749356,24.095027955408316,5.102908611297607,6.517361164093018,5.4315619468688965,gan,gan,cnn,cnn,0
95,95,26.879696075655563,20.637912890931716,24.926900095497054,5.015480041503906,6.677723407745361,5.37867546081543,gan,gan,cnn,cnn,0
96,96,28.904715116511554,22.25070627382419,26.646308707341436,5.121858596801758,7.258078575134277,5.735269069671631,gan,gan,cnn,cnn,0
97,97,30.15308546680866,22.202351461270364,27.747509050513546,5.011539936065674,7.223494529724121,4.637296676635742,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
98,98,31.264551411001506,23.055714774434993,28.12272851697422,4.942448139190674,8.764951705932617,5.189388275146484,gan,gan,cnn,cnn,0
99,99,30.940933752807226,20.998202000997363,28.09809400432191,5.342334747314453,7.760592460632324,5.252238750457764,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
100,100,31.181555022619012,20.891681214618057,28.112861875915183,5.912055015563965,7.617006778717041,5.01480770111084,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
101,101,30.40796712150836,20.937383941054357,27.50414552925002,5.357294082641602,7.0666680335998535,4.933181285858154,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
102,102,29.254680859214627,20.257793175726828,26.451996347480762,5.164434909820557,8.231893539428711,4.685677528381348,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
103,103,29.507549938987374,20.69051451494371,27.04357381495355,5.102769374847412,6.314839839935303,5.230026721954346,gan,gan,cnn,cnn,0
104,104,29.173745320955113,20.12992358587829,26.665890358053808,4.829194068908691,7.393864154815674,4.78495454788208,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
105,105,29.338582011466166,19.283104237304943,26.928041289549434,5.33697509765625,6.823482513427734,5.217592239379883,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
106,106,30.092821360744658,20.00547041151677,27.149619642345346,5.767349720001221,6.75129508972168,5.771512985229492,gan,gan,cnn,cnn,0
107,107,29.64376642955138,20.682183399063746,26.340828289078168,5.574344635009766,7.6041154861450195,5.907230854034424,gan,gan,cnn,cnn,0
108,108,28.940126674621943,21.1993064034262,26.716630555370674,5.6898322105407715,7.595790386199951,5.837322235107422,gan,gan,cnn,cnn,0
109,109,28.97319829057234,20.853111383838083,26.17105480080099,5.088190078735352,7.198193550109863,5.01985502243042,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
110,110,29.504241915198808,19.600364202728887,26.33717950788427,5.806641101837158,6.568319320678711,5.764824390411377,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
111,111,28.17742348677506,18.815230764049467,25.55122440000046,5.513612270355225,8.167459487915039,5.7513346672058105,gan,gan,cnn,cnn,0
112,112,27.49742127818127,19.372446559915602,25.16806094318509,5.637857913970947,6.682409286499023,5.395313262939453,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
113,113,26.010710160777133,18.415536047943895,24.417556213301054,5.502909183502197,6.949485778808594,5.853489398956299,gan,gan,cnn,cnn,0
114,114,24.541486090961616,16.84887862793787,22.76865928166057,5.123978614807129,5.899235248565674,5.037693023681641,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
115,115,25.270960377659716,17.25298248796687,23.386525699601233,4.689971923828125,7.232174873352051,5.001389503479004,gan,gan,cnn,cnn,0
116,116,25.095451409249726,17.129081493158413,23.998551493960946,5.35050630569458,7.636551856994629,6.166605472564697,gan,gan,cnn,cnn,0
117,117,27.14897424086504,18.592743212240446,25.21185029328645,5.260716915130615,8.683184623718262,6.511053085327148,gan,gan,cnn,cnn,0
118,118,27.925806328570985,19.893975298384717,26.42294572154268,6.84329080581665,9.465571403503418,6.733762264251709,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
119,119,27.187847892928154,20.557132674744736,26.49299705603428,5.218785285949707,6.129123687744141,4.854668140411377,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
120,120,28.146732976702577,21.528863701574615,26.036253334229833,4.889072418212891,7.93386173248291,5.637542247772217,gan,gan,cnn,cnn,0
121,121,29.135888828595842,21.37188887795256,26.606559296687358,5.373913288116455,7.535200595855713,4.839534759521484,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
122,122,28.017758663142306,22.491589595860475,25.82056928672985,5.264456272125244,7.450175762176514,5.075296878814697,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
123,123,29.152924001075785,22.17220391892049,25.65569025263606,6.196282386779785,8.431406021118164,5.112768650054932,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
124,124,28.184626374879375,22.119830159019614,25.914838333946502,6.166434288024902,6.818744659423828,5.25380277633667,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
125,125,28.43981263564626,21.313574573250694,25.001592271519463,5.748098373413086,10.086677551269531,4.947521686553955,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
126,126,28.023492407781937,22.88972837862729,25.1513222506474,4.992148399353027,8.052214622497559,4.785978317260742,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
127,127,30.000730217921266,24.85609607980766,26.588932204186232,5.114649772644043,13.074076652526855,4.831264019012451,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
128,128,28.391923421353447,23.315252316365218,25.44797761750187,5.476268768310547,7.28298807144165,4.663752555847168,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
129,129,29.465245102227872,24.209883048645104,26.23410260814913,5.373117923736572,9.33877944946289,5.449950218200684,gan,gan,cnn,cnn,0
130,130,30.27324308013254,23.783031491875988,26.521076264546345,5.609683513641357,11.313863754272461,5.761458873748779,gan,gan,cnn,cnn,0
131,131,33.0539968727652,25.23355611194131,28.68721048191945,6.2030792236328125,12.011610984802246,6.759781837463379,gan,gan,cnn,cnn,0
132,132,33.926806040190684,25.90821112354989,29.676358692350888,6.331444263458252,12.388164520263672,7.101646900177002,gan,gan,cnn,cnn,0
133,133,34.52507377701583,25.596877045000497,29.47452003067202,6.299666404724121,7.647167682647705,7.007870674133301,gan,gan,cnn,cnn,0
134,134,32.518921837890055,23.04058254540847,27.573010775863658,7.141453742980957,13.276667594909668,5.5349578857421875,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
135,135,29.944179549584543,20.502693507156053,25.25546234337952,6.298990726470947,11.993122100830078,4.532827377319336,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
136,136,27.83279512215704,19.71188765946126,23.739132067681265,6.232182025909424,6.450465202331543,5.072113513946533,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
137,137,26.69652879915387,18.35521341147029,23.02839901335994,5.208233833312988,9.66958236694336,6.4293599128723145,gan,gan,cnn,cnn,0
138,138,26.265900126493325,18.5898403985513,22.482180935834247,5.562473773956299,8.217479705810547,4.53947114944458,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
139,139,25.72843674372112,17.55339321269266,22.086092383816798,5.6482439041137695,9.790724754333496,6.590454578399658,gan,gan,cnn,cnn,0
140,140,26.928885115678263,17.632487734588345,23.638587961107177,5.719569206237793,11.421890258789062,6.35790491104126,gan,gan,cnn,cnn,0
141,141,30.122683212798776,22.35126448334632,27.064828853177183,6.186624050140381,8.889102935791016,6.719261646270752,gan,gan,cnn,cnn,0
142,142,31.864668972443802,25.40867751345393,29.09120249733591,7.186554908752441,8.55953311920166,6.791261672973633,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
143,143,31.729557469133276,25.608920781987035,27.986697759787386,5.864097595214844,9.649337768554688,6.3311285972595215,gan,gan,cnn,cnn,0
144,144,31.838603860361527,24.790495069985838,27.17368047388502,5.560759544372559,9.771649360656738,6.798923015594482,gan,gan,cnn,cnn,0
145,145,30.39245353837724,25.26410594488553,25.720876023664804,5.902344226837158,8.558032035827637,6.22977352142334,gan,gan,cnn,cnn,0
146,146,29.28670842660694,23.86618294113101,25.066596967523846,5.959416389465332,7.056334018707275,5.992386341094971,gan,gan,cnn,cnn,0
147,147,26.585106339400784,22.003227031713678,23.465729418246877,5.6108717918396,6.8347039222717285,5.5150146484375,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
148,148,26.258461074996504,21.1331690923618,23.02560517454504,5.0148024559021,8.882506370544434,5.512182712554932,gan,gan,cnn,cnn,0
149,149,25.194205211404583,21.36081867901896,21.801901714818115,5.752551078796387,8.038224220275879,6.001962184906006,gan,gan,cnn,cnn,0
150,150,24.128591365700505,20.19277068635915,20.836870708925773,5.291886329650879,7.924254417419434,4.92852783203125,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
151,151,24.240085612250784,19.596870056685123,21.006355340176274,5.580901145935059,7.460690975189209,5.935359954833984,gan,gan,cnn,cnn,0
152,152,24.594151699851988,17.338820427078797,20.95030990302064,5.931854248046875,8.478921890258789,5.7811198234558105,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
153,153,25.168802860244767,16.23765159094386,21.480148316799287,6.290019989013672,6.548172950744629,6.663741588592529,gan,gan,cnn,cnn,0
154,154,25.31020070022765,16.834477000311573,21.060670904356346,5.889771461486816,5.736759185791016,5.452381610870361,gan,gan,gan,candidateE2_tf_lowlambda_expanded1344,1
155,155,26.088776073112513,17.444078563809867,21.91052308721789,6.413660526275635,6.612644195556641,5.593955039978027,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
156,156,25.16401321091786,17.879759557761357,22.80885823702838,5.162914276123047,9.264598846435547,4.869163990020752,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
157,157,25.57399551509901,18.686237526393793,23.90946702749295,4.567626476287842,8.282842636108398,4.6237592697143555,gan,gan,cnn,cnn,0
158,158,27.076784963721764,22.72289165286213,25.693610326099584,5.708489894866943,8.312358856201172,5.640602111816406,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
159,159,24.310343375521082,19.84507792462866,23.068639869334596,5.012121677398682,10.700226783752441,5.762945175170898,gan,gan,cnn,cnn,0
160,160,21.188537318324133,20.14027527603938,20.95744958796325,5.1832075119018555,13.9108247756958,5.34567403793335,gan,gan,cnn,cnn,0
161,161,19.540402210515502,19.232825594053608,19.735650329917007,5.7158894538879395,11.7100830078125,6.066479682922363,gan,gan,cnn,cnn,0
162,162,18.27105324592802,19.457879947992573,19.2107344283041,4.5405659675598145,9.695740699768066,4.579163551330566,cnn,cnn,cnn,cnn,0
163,163,19.37037318892002,20.44637029980189,20.18772373200555,5.698920726776123,6.788956165313721,4.89237642288208,cnn,cnn,cnn,candidateE2_tf_lowlambda_expanded1344,0
164,164,21.46365087746109,18.82963529736202,21.278902494942567,5.2430009841918945,10.968896865844727,4.783740997314453,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
165,165,22.937888715207535,20.548745956267595,22.723226332765208,5.059387683868408,11.26945972442627,5.644620418548584,gan,gan,cnn,cnn,0
166,166,23.890736675966988,20.79692555045691,23.834770391952244,6.106489181518555,10.583955764770508,6.171648979187012,gan,gan,cnn,cnn,0
167,167,23.479887971191566,21.661112948338108,24.022292199917278,5.800627708435059,7.244186878204346,4.953195095062256,gan,gan,cnn,candidateE2_tf_lowlambda_expanded1344,0
