method,key,pd_distance,mt_distance,error,source_dir
cnn,cnn_s69_speed_p160_x0_y0,24.168055816700438,5.17050838470459,,/home/adadhwal/PhIRE/ttk_runs_fixed/cnn/phase_c_final
cnn,cnn_s6_speed_p160_x0_y0,28.068979766562435,6.144000053405762,,/home/adadhwal/PhIRE/ttk_runs_fixed/cnn/phase_c_final
cnn,cnn_s70_speed_p160_x0_y0,24.673819113934496,5.396136283874512,,/home/adadhwal/PhIRE/ttk_runs_fixed/cnn/phase_c_final
cnn,cnn_s71_speed_p160_x0_y0,25.505047306429027,5.1588335037231445,,/home/adadhwal/PhIRE/ttk_runs_fixed/cnn/phase_c_final
cnn,cnn_s72_speed_p160_x0_y0,26.514111621573456,4.796044826507568,,/home/adadhwal/PhIRE/ttk_runs_fixed/cnn/phase_c_final
cnn,cnn_s73_speed_p160_x0_y0,27.001473804134946,4.9851861000061035,,/home/adadhwal/PhIRE/ttk_runs_fixed/cnn/phase_c_final
cnn,cnn_s74_speed_p160_x0_y0,28.28963162272453,4.782100200653076,,/home/adadhwal/PhIRE/ttk_runs_fixed/cnn/phase_c_final
cnn,cnn_s75_speed_p160_x0_y0,29.367383683723347,5.201173305511475,,/home/adadhwal/PhIRE/ttk_runs_fixed/cnn/phase_c_final
cnn,cnn_s76_speed_p160_x0_y0,30.056769521251926,5.207019329071045,,/home/adadhwal/PhIRE/ttk_runs_fixed/cnn/phase_c_final
cnn,cnn_s77_speed_p160_x0_y0,29.944664675564518,6.132026672363281,,/home/adadhwal/PhIRE/ttk_runs_fixed/cnn/phase_c_final
cnn,cnn_s78_speed_p160_x0_y0,30.300511724579902,5.8028388023376465,,/home/adadhwal/PhIRE/ttk_runs_fixed/cnn/phase_c_final
cnn,cnn_s79_speed_p160_x0_y0,30.148051358309164,6.856454849243164,,/home/adadhwal/PhIRE/ttk_runs_fixed/cnn/phase_c_final
cnn,cnn_s7_speed_p160_x0_y0,29.26973016135952,5.672351837158203,,/home/adadhwal/PhIRE/ttk_runs_fixed/cnn/phase_c_final
cnn,cnn_s80_speed_p160_x0_y0,30.086252753371088,6.982686519622803,,/home/adadhwal/PhIRE/ttk_runs_fixed/cnn/phase_c_final
cnn,cnn_s81_speed_p160_x0_y0,29.68907403762892,6.426537990570068,,/home/adadhwal/PhIRE/ttk_runs_fixed/cnn/phase_c_final
cnn,cnn_s82_speed_p160_x0_y0,28.90089773637945,7.1840739250183105,,/home/adadhwal/PhIRE/ttk_runs_fixed/cnn/phase_c_final
cnn,cnn_s83_speed_p160_x0_y0,28.194313716720707,6.560110569000244,,/home/adadhwal/PhIRE/ttk_runs_fixed/cnn/phase_c_final
cnn,cnn_s84_speed_p160_x0_y0,29.14514380262554,5.271510124206543,,/home/adadhwal/PhIRE/ttk_runs_fixed/cnn/phase_c_final
cnn,cnn_s85_speed_p160_x0_y0,28.72250736297703,5.609640121459961,,/home/adadhwal/PhIRE/ttk_runs_fixed/cnn/phase_c_final
cnn,cnn_s86_speed_p160_x0_y0,29.195361276159034,5.25334358215332,,/home/adadhwal/PhIRE/ttk_runs_fixed/cnn/phase_c_final
cnn,cnn_s87_speed_p160_x0_y0,29.611902358359767,6.509652614593506,,/home/adadhwal/PhIRE/ttk_runs_fixed/cnn/phase_c_final
cnn,cnn_s88_speed_p160_x0_y0,26.37509421416108,6.411813259124756,,/home/adadhwal/PhIRE/ttk_runs_fixed/cnn/phase_c_final
cnn,cnn_s89_speed_p160_x0_y0,24.29846982632471,6.017302513122559,,/home/adadhwal/PhIRE/ttk_runs_fixed/cnn/phase_c_final
cnn,cnn_s8_speed_p160_x0_y0,29.63505050414828,7.50956392288208,,/home/adadhwal/PhIRE/ttk_runs_fixed/cnn/phase_c_final
cnn,cnn_s90_speed_p160_x0_y0,22.206834090995343,5.257880687713623,,/home/adadhwal/PhIRE/ttk_runs_fixed/cnn/phase_c_final
cnn,cnn_s91_speed_p160_x0_y0,22.30942508877806,5.508337497711182,,/home/adadhwal/PhIRE/ttk_runs_fixed/cnn/phase_c_final
cnn,cnn_s92_speed_p160_x0_y0,22.07932597419188,5.735818386077881,,/home/adadhwal/PhIRE/ttk_runs_fixed/cnn/phase_c_final
cnn,cnn_s93_speed_p160_x0_y0,24.402894658345392,6.506997585296631,,/home/adadhwal/PhIRE/ttk_runs_fixed/cnn/phase_c_final
cnn,cnn_s94_speed_p160_x0_y0,24.570031527820365,5.102908611297607,,/home/adadhwal/PhIRE/ttk_runs_fixed/cnn/phase_c_final
cnn,cnn_s95_speed_p160_x0_y0,26.879696075655563,5.015480041503906,,/home/adadhwal/PhIRE/ttk_runs_fixed/cnn/phase_c_final
cnn,cnn_s96_speed_p160_x0_y0,28.904715116511554,5.121858596801758,,/home/adadhwal/PhIRE/ttk_runs_fixed/cnn/phase_c_final
cnn,cnn_s97_speed_p160_x0_y0,30.15308546680866,5.011539936065674,,/home/adadhwal/PhIRE/ttk_runs_fixed/cnn/phase_c_final
cnn,cnn_s98_speed_p160_x0_y0,31.264551411001506,4.942448139190674,,/home/adadhwal/PhIRE/ttk_runs_fixed/cnn/phase_c_final
cnn,cnn_s99_speed_p160_x0_y0,30.940933752807226,5.342334747314453,,/home/adadhwal/PhIRE/ttk_runs_fixed/cnn/phase_c_final
cnn,cnn_s9_speed_p160_x0_y0,28.65602837253281,5.768454551696777,,/home/adadhwal/PhIRE/ttk_runs_fixed/cnn/phase_c_final
gan,gan_s0_speed_p160_x0_y0,22.540541801445254,9.748218536376953,,/home/adadhwal/PhIRE/ttk_runs_fixed/gan/phase_c_final
gan,gan_s100_speed_p160_x0_y0,20.891681214618057,7.617006778717041,,/home/adadhwal/PhIRE/ttk_runs_fixed/gan/phase_c_final
gan,gan_s101_speed_p160_x0_y0,20.937383941054357,7.0666680335998535,,/home/adadhwal/PhIRE/ttk_runs_fixed/gan/phase_c_final
gan,gan_s102_speed_p160_x0_y0,20.257793175726828,8.231893539428711,,/home/adadhwal/PhIRE/ttk_runs_fixed/gan/phase_c_final
gan,gan_s103_speed_p160_x0_y0,20.69051451494371,6.314839839935303,,/home/adadhwal/PhIRE/ttk_runs_fixed/gan/phase_c_final
gan,gan_s104_speed_p160_x0_y0,20.12992358587829,7.393864154815674,,/home/adadhwal/PhIRE/ttk_runs_fixed/gan/phase_c_final
gan,gan_s105_speed_p160_x0_y0,19.283104237304943,6.823482513427734,,/home/adadhwal/PhIRE/ttk_runs_fixed/gan/phase_c_final
gan,gan_s106_speed_p160_x0_y0,20.00547041151677,6.75129508972168,,/home/adadhwal/PhIRE/ttk_runs_fixed/gan/phase_c_final
gan,gan_s107_speed_p160_x0_y0,20.682183399063746,7.6041154861450195,,/home/adadhwal/PhIRE/ttk_runs_fixed/gan/phase_c_final
gan,gan_s108_speed_p160_x0_y0,21.1993064034262,7.595790386199951,,/home/adadhwal/PhIRE/ttk_runs_fixed/gan/phase_c_final
gan,gan_s109_speed_p160_x0_y0,20.853111383838083,7.198193550109863,,/home/adadhwal/PhIRE/ttk_runs_fixed/gan/phase_c_final
gan,gan_s10_speed_p160_x0_y0,24.710016041893063,7.423793315887451,,/home/adadhwal/PhIRE/ttk_runs_fixed/gan/phase_c_final
