method,key,sample_idx,ssim,pd_distance,mt_distance
gan,gan_s115_speed_p160_x0_y0,115,0.5068055946637543,17.25298248796687,7.232174873352051
gan,gan_s116_speed_p160_x0_y0,116,0.5072475749404373,17.129081493158413,7.636551856994629
gan,gan_s117_speed_p160_x0_y0,117,0.5130151014790715,18.592743212240446,8.683184623718262
gan,gan_s118_speed_p160_x0_y0,118,0.48005437598097356,19.893975298384717,9.465571403503418
gan,gan_s119_speed_p160_x0_y0,119,0.47007327830598333,20.557132674744736,6.129123687744141
gan,gan_s120_speed_p160_x0_y0,120,0.44522944478335996,21.528863701574615,7.93386173248291
gan,gan_s121_speed_p160_x0_y0,121,0.43548105809582743,21.37188887795256,7.535200595855713
gan,gan_s122_speed_p160_x0_y0,122,0.44019118985330985,22.491589595860475,7.450175762176514
gan,gan_s123_speed_p160_x0_y0,123,0.4327999866104032,22.17220391892049,8.431406021118164
gan,gan_s124_speed_p160_x0_y0,124,0.4141976123281667,22.119830159019614,6.818744659423828
gan,gan_s125_speed_p160_x0_y0,125,0.42166056631989424,21.313574573250694,10.086677551269531
gan,gan_s126_speed_p160_x0_y0,126,0.439279977020164,22.88972837862729,8.052214622497559
gan,gan_s127_speed_p160_x0_y0,127,0.4280666334304443,24.85609607980766,13.074076652526855
gan,gan_s128_speed_p160_x0_y0,128,0.4483527536282987,23.315252316365218,7.28298807144165
gan,gan_s129_speed_p160_x0_y0,129,0.4721134048148697,24.209883048645104,9.33877944946289
gan,gan_s130_speed_p160_x0_y0,130,0.5019719660646405,23.783031491875988,11.313863754272461
gan,gan_s131_speed_p160_x0_y0,131,0.5220472603960068,25.23355611194131,12.011610984802246
gan,gan_s132_speed_p160_x0_y0,132,0.507323688810697,25.90821112354989,12.388164520263672
gan,gan_s133_speed_p160_x0_y0,133,0.5157508563784019,25.596877045000497,7.647167682647705
gan,gan_s134_speed_p160_x0_y0,134,0.5342250149751496,23.04058254540847,13.276667594909668
gan,gan_s135_speed_p160_x0_y0,135,0.5414408149438579,20.502693507156053,11.993122100830078
gan,gan_s136_speed_p160_x0_y0,136,0.5366988380924294,19.71188765946126,6.450465202331543
gan,gan_s137_speed_p160_x0_y0,137,0.5077423311640489,18.35521341147029,9.66958236694336
gan,gan_s138_speed_p160_x0_y0,138,0.5456850929416477,18.5898403985513,8.217479705810547
gan,gan_s139_speed_p160_x0_y0,139,0.5134597766245074,17.55339321269266,9.790724754333496
gan,gan_s140_speed_p160_x0_y0,140,0.514961137395843,17.632487734588345,11.421890258789062
gan,gan_s141_speed_p160_x0_y0,141,0.4714025673220518,22.35126448334632,8.889102935791016
gan,gan_s142_speed_p160_x0_y0,142,0.4488248277532636,25.40867751345393,8.55953311920166
gan,gan_s143_speed_p160_x0_y0,143,0.48371385051330085,25.608920781987035,9.649337768554688
gan,gan_s144_speed_p160_x0_y0,144,0.4726846113622051,24.790495069985838,9.771649360656738
gan,gan_s145_speed_p160_x0_y0,145,0.4696664618132524,25.26410594488553,8.558032035827637
gan,gan_s146_speed_p160_x0_y0,146,0.5038482397646202,23.86618294113101,7.056334018707275
gan,gan_s147_speed_p160_x0_y0,147,0.47380608958397735,22.003227031713678,6.8347039222717285
gan,gan_s148_speed_p160_x0_y0,148,0.48470823605934676,21.1331690923618,8.882506370544434
gan,gan_s149_speed_p160_x0_y0,149,0.5002501072820889,21.36081867901896,8.038224220275879
gan,gan_s150_speed_p160_x0_y0,150,0.5131711083398754,20.19277068635915,7.924254417419434
gan,gan_s151_speed_p160_x0_y0,151,0.4635901674911973,19.596870056685123,7.460690975189209
gan,gan_s152_speed_p160_x0_y0,152,0.46206718190774443,17.338820427078797,8.478921890258789
gan,gan_s153_speed_p160_x0_y0,153,0.4216136438136234,16.23765159094386,6.548172950744629
gan,gan_s154_speed_p160_x0_y0,154,0.42888224852477325,16.834477000311573,5.736759185791016
gan,gan_s155_speed_p160_x0_y0,155,0.4142508047352769,17.444078563809867,6.612644195556641
gan,gan_s156_speed_p160_x0_y0,156,0.47793289417761153,17.879759557761357,9.264598846435547
gan,gan_s157_speed_p160_x0_y0,157,0.484282670568747,18.686237526393793,8.282842636108398
gan,gan_s158_speed_p160_x0_y0,158,0.49535974020549517,22.72289165286213,8.312358856201172
gan,gan_s159_speed_p160_x0_y0,159,0.5834857077182944,19.84507792462866,10.700226783752441
gan,gan_s160_speed_p160_x0_y0,160,0.6204719841972792,20.14027527603938,13.9108247756958
gan,gan_s161_speed_p160_x0_y0,161,0.6217681894780157,19.232825594053608,11.7100830078125
gan,gan_s162_speed_p160_x0_y0,162,0.6200876871141603,19.457879947992573,9.695740699768066
gan,gan_s163_speed_p160_x0_y0,163,0.5838629536235947,20.44637029980189,6.788956165313721
gan,gan_s164_speed_p160_x0_y0,164,0.5862488931244949,18.82963529736202,10.968896865844727
gan,gan_s165_speed_p160_x0_y0,165,0.5700947773982814,20.548745956267595,11.26945972442627
gan,gan_s166_speed_p160_x0_y0,166,0.5453404295069678,20.79692555045691,10.583955764770508
gan,gan_s167_speed_p160_x0_y0,167,0.5571305474264625,21.661112948338108,7.244186878204346
