sample_idx,pos_idx,pd_distance_cnn,pd_distance_gan,pd_distance_candidateE,mt_distance_cnn,mt_distance_gan,mt_distance_candidateE,pd_winner_before,pd_winner_after_candidateE,mt_winner_before,mt_winner_after_candidateE,was_mt_gan_win_before
47,47,22.201753073772625,13.108895112859523,22.341455918815125,6.789880752563477,7.498397350311279,6.6907057762146,gan,gan,cnn,candidateE,0
48,48,22.832495463547907,13.107025960847848,23.079065545880177,7.081502437591553,6.682991981506348,6.881311416625977,gan,gan,gan,gan,1
49,49,22.105793975200847,13.662675111493924,22.352927005949105,6.3195295333862305,7.889017105102539,6.466715335845947,gan,gan,cnn,cnn,0
50,50,21.30877833114525,14.865452226211227,21.416336166456738,6.3856120109558105,6.713321685791016,6.203985214233398,gan,gan,cnn,candidateE,0
51,51,21.75849079768097,16.03686368056312,21.957654720004797,5.902731418609619,7.996896266937256,6.002140522003174,gan,gan,cnn,cnn,0
52,52,21.81632996072092,16.98731478928289,22.090088756976833,5.69123649597168,7.0050048828125,5.809666633605957,gan,gan,cnn,cnn,0
53,53,21.92458068590406,18.078201501754,22.122211431922768,5.261850833892822,7.919146537780762,5.402857303619385,gan,gan,cnn,cnn,0
54,54,22.97915159360149,18.305326668249773,23.155235710717882,5.500187397003174,9.581897735595703,5.411036968231201,gan,gan,cnn,candidateE,0
55,55,23.57536347476084,17.428151978200873,23.804144924197875,5.2683796882629395,7.846588134765625,5.315900802612305,gan,gan,cnn,cnn,0
56,56,24.24948793523431,17.584091876726443,24.461646589363475,5.488292217254639,7.826909065246582,5.524405002593994,gan,gan,cnn,cnn,0
57,57,24.937493176964292,18.354637384973643,25.21919162785344,5.463809013366699,6.805661201477051,5.761338710784912,gan,gan,cnn,cnn,0
58,58,25.56121844001433,18.762904108038654,25.822364642940684,6.08959436416626,8.349846839904785,6.172441005706787,gan,gan,cnn,cnn,0
59,59,25.864386079507888,18.65101850934172,26.11059987734545,5.546851634979248,7.89148473739624,5.797678470611572,gan,gan,cnn,cnn,0
60,60,25.964725332360167,18.604905025455473,26.191831321151806,5.321651458740234,8.357301712036133,5.993409156799316,gan,gan,cnn,cnn,0
61,61,25.73100039673249,19.516031588862035,26.07547278266061,5.346891403198242,8.12722110748291,5.665506362915039,gan,gan,cnn,cnn,0
62,62,27.46350343812835,17.993686869301147,27.91719498598414,6.720277786254883,6.650205135345459,7.388197898864746,gan,gan,gan,gan,1
63,63,28.524583670890912,18.199751597271156,28.906179835015717,7.660599708557129,7.5776286125183105,7.728395462036133,gan,gan,gan,gan,1
64,64,24.7100597287657,16.701032359601633,24.99750493782639,5.944510459899902,7.137726306915283,6.406424045562744,gan,gan,cnn,cnn,0
65,65,22.148883751156426,16.23947552161985,22.43855992316365,5.820770263671875,5.576780319213867,6.114577770233154,gan,gan,gan,gan,1
66,66,20.981857591368968,15.979342195015368,21.297129429970006,5.701828956604004,6.4086198806762695,6.089215278625488,gan,gan,cnn,cnn,0
67,67,20.679919922717943,14.773695042869097,20.950745243771898,5.030301094055176,6.6433844566345215,5.2793426513671875,gan,gan,cnn,cnn,0
68,68,21.77134223692748,15.500930745161975,21.97055512906923,6.074338436126709,5.670867919921875,6.457854747772217,gan,gan,gan,gan,1
69,69,24.168055816700438,16.112222498232782,24.52010789395202,5.17050838470459,6.406604290008545,5.415374755859375,gan,gan,cnn,cnn,0
70,70,24.673819113934496,19.882401938586153,24.964866120025988,5.396136283874512,5.861793041229248,5.5107011795043945,gan,gan,cnn,cnn,0
71,71,25.505047306429027,18.465741214218955,25.887579038537567,5.1588335037231445,7.186563014984131,5.091677188873291,gan,gan,cnn,candidateE,0
72,72,26.514111621573456,19.679320844931677,26.863410058086043,4.796044826507568,5.719583988189697,4.850249767303467,gan,gan,cnn,cnn,0
73,73,27.001473804134946,19.399004976672177,27.461741211373862,4.9851861000061035,5.75114631652832,5.019894123077393,gan,gan,cnn,cnn,0
74,74,28.28963162272453,20.10959212403172,28.753645349432155,4.782100200653076,5.644299030303955,4.785558223724365,gan,gan,cnn,cnn,0
75,75,29.367383683723347,19.74885298310355,29.836433325921647,5.201173305511475,5.680557727813721,5.405853271484375,gan,gan,cnn,cnn,0
76,76,30.056769521251926,20.225713244111034,30.431808395922502,5.207019329071045,6.450347900390625,5.175729751586914,gan,gan,cnn,candidateE,0
77,77,29.944664675564518,20.353338072506904,30.270470018185872,6.132026672363281,6.000014781951904,6.399120330810547,gan,gan,gan,gan,1
78,78,30.300511724579902,19.95492094933438,30.688489474820486,5.8028388023376465,7.092807292938232,6.27396297454834,gan,gan,cnn,cnn,0
79,79,30.148051358309164,20.321240211337894,30.615740101519165,6.856454849243164,6.467032432556152,7.358827590942383,gan,gan,gan,gan,1
80,80,30.086252753371088,20.744918439924255,30.507097098776285,6.982686519622803,6.176682472229004,6.897997856140137,gan,gan,gan,gan,1
81,81,29.68907403762892,20.982889067881906,30.242963967306586,6.426537990570068,7.567525863647461,6.75277042388916,gan,gan,cnn,cnn,0
82,82,28.90089773637945,20.81634708740007,29.622625257980925,7.1840739250183105,6.303605079650879,8.024840354919434,gan,gan,gan,gan,1
83,83,28.194313716720707,21.794751727168247,28.816709689427082,6.560110569000244,6.599743366241455,6.728456020355225,gan,gan,cnn,cnn,0
84,84,29.14514380262554,21.106373639070085,29.53259742899103,5.271510124206543,8.559276580810547,6.230975151062012,gan,gan,cnn,cnn,0
85,85,28.72250736297703,20.7490839418831,29.288560540176277,5.609640121459961,7.718591690063477,5.8030009269714355,gan,gan,cnn,cnn,0
86,86,29.195361276159034,18.84606490909817,29.72542045037458,5.25334358215332,9.43416690826416,5.418169021606445,gan,gan,cnn,cnn,0
87,87,29.611902358359767,19.024115372275585,30.112294951469277,6.509652614593506,7.174471855163574,6.647256374359131,gan,gan,cnn,cnn,0
88,88,26.37509421416108,18.396084436387564,26.84856232789155,6.411813259124756,6.487721920013428,6.341480731964111,gan,gan,cnn,candidateE,0
89,89,24.29846982632471,17.197907308437554,24.611293111617528,6.017302513122559,6.256072521209717,5.9837870597839355,gan,gan,cnn,candidateE,0
90,90,22.206834090995343,17.32676746960286,22.54174543263396,5.257880687713623,5.663510322570801,5.4134931564331055,gan,gan,cnn,cnn,0
91,91,22.30942508877806,16.266054339767617,22.67122676921602,5.508337497711182,5.519831657409668,5.535025596618652,gan,gan,cnn,cnn,0
92,92,22.07932597419188,16.807703363287136,22.39025071793263,5.735818386077881,5.677903175354004,5.763052463531494,gan,gan,gan,gan,1
93,93,24.402894658345392,18.13548367922437,24.893477421922185,6.506997585296631,6.816009521484375,6.6135454177856445,gan,gan,cnn,cnn,0
94,94,24.570031527820365,20.006869187749356,25.102966776321093,5.102908611297607,6.517361164093018,5.48681116104126,gan,gan,cnn,cnn,0
95,95,26.879696075655563,20.637912890931716,27.313522759972138,5.015480041503906,6.677723407745361,4.973311424255371,gan,gan,cnn,candidateE,0
96,96,28.904715116511554,22.25070627382419,29.504355428692836,5.121858596801758,7.258078575134277,5.19368314743042,gan,gan,cnn,cnn,0
97,97,30.15308546680866,22.202351461270364,30.680102578308045,5.011539936065674,7.223494529724121,4.8436970710754395,gan,gan,cnn,candidateE,0
98,98,31.264551411001506,23.055714774434993,31.76256178373411,4.942448139190674,8.764951705932617,5.044044494628906,gan,gan,cnn,cnn,0
99,99,30.940933752807226,20.998202000997363,31.38294020972328,5.342334747314453,7.760592460632324,5.5741047859191895,gan,gan,cnn,cnn,0
100,100,31.181555022619012,20.891681214618057,31.615574574254612,5.912055015563965,7.617006778717041,5.935715675354004,gan,gan,cnn,cnn,0
101,101,30.40796712150836,20.937383941054357,30.865271817536293,5.357294082641602,7.0666680335998535,5.481266021728516,gan,gan,cnn,cnn,0
102,102,29.254680859214627,20.257793175726828,29.699097725393077,5.164434909820557,8.231893539428711,5.215785980224609,gan,gan,cnn,cnn,0
103,103,29.507549938987374,20.69051451494371,29.96522062859828,5.102769374847412,6.314839839935303,5.243117332458496,gan,gan,cnn,cnn,0
104,104,29.173745320955113,20.12992358587829,29.56022840458439,4.829194068908691,7.393864154815674,4.949816703796387,gan,gan,cnn,cnn,0
105,105,29.338582011466166,19.283104237304943,29.710498535445065,5.33697509765625,6.823482513427734,5.320329189300537,gan,gan,cnn,candidateE,0
106,106,30.092821360744658,20.00547041151677,30.377873103312325,5.767349720001221,6.75129508972168,5.992868423461914,gan,gan,cnn,cnn,0
107,107,29.64376642955138,20.682183399063746,29.900122036827295,5.574344635009766,7.6041154861450195,5.627717018127441,gan,gan,cnn,cnn,0
108,108,28.940126674621943,21.1993064034262,29.267391764760777,5.6898322105407715,7.595790386199951,5.8895134925842285,gan,gan,cnn,cnn,0
109,109,28.97319829057234,20.853111383838083,29.31292314211899,5.088190078735352,7.198193550109863,5.157190799713135,gan,gan,cnn,cnn,0
110,110,29.504241915198808,19.600364202728887,29.799673102149054,5.806641101837158,6.568319320678711,6.009847640991211,gan,gan,cnn,cnn,0
111,111,28.17742348677506,18.815230764049467,28.4636363463833,5.513612270355225,8.167459487915039,5.5881028175354,gan,gan,cnn,cnn,0
112,112,27.49742127818127,19.372446559915602,27.898821865476766,5.637857913970947,6.682409286499023,5.577539920806885,gan,gan,cnn,candidateE,0
113,113,26.010710160777133,18.415536047943895,26.376373531734917,5.502909183502197,6.949485778808594,5.583770275115967,gan,gan,cnn,cnn,0
114,114,24.541486090961616,16.84887862793787,24.931464043161686,5.123978614807129,5.899235248565674,5.020483016967773,gan,gan,cnn,candidateE,0
115,115,25.270960377659716,17.25298248796687,25.715407436744517,4.689971923828125,7.232174873352051,4.688546657562256,gan,gan,cnn,candidateE,0
116,116,25.095451409249726,17.129081493158413,25.518256321930938,5.35050630569458,7.636551856994629,5.379502773284912,gan,gan,cnn,cnn,0
117,117,27.14897424086504,18.592743212240446,27.639887756955382,5.260716915130615,8.683184623718262,5.351727485656738,gan,gan,cnn,cnn,0
118,118,27.925806328570985,19.893975298384717,28.605445892165346,6.84329080581665,9.465571403503418,6.310422420501709,gan,gan,cnn,candidateE,0
119,119,27.187847892928154,20.557132674744736,27.791331499664363,5.218785285949707,6.129123687744141,5.14111328125,gan,gan,cnn,candidateE,0
120,120,28.146732976702577,21.528863701574615,28.654511579739854,4.889072418212891,7.93386173248291,5.022973537445068,gan,gan,cnn,cnn,0
121,121,29.135888828595842,21.37188887795256,29.52432277743462,5.373913288116455,7.535200595855713,5.392208099365234,gan,gan,cnn,cnn,0
122,122,28.017758663142306,22.491589595860475,28.426139299422776,5.264456272125244,7.450175762176514,5.637755393981934,gan,gan,cnn,cnn,0
123,123,29.152924001075785,22.17220391892049,29.526878629614433,6.196282386779785,8.431406021118164,6.302170276641846,gan,gan,cnn,cnn,0
124,124,28.184626374879375,22.119830159019614,28.739316538440583,6.166434288024902,6.818744659423828,6.173168659210205,gan,gan,cnn,cnn,0
125,125,28.43981263564626,21.313574573250694,29.104352980984583,5.748098373413086,10.086677551269531,5.903101921081543,gan,gan,cnn,cnn,0
126,126,28.023492407781937,22.88972837862729,28.736203593267824,4.992148399353027,8.052214622497559,5.1938395500183105,gan,gan,cnn,cnn,0
127,127,30.000730217921266,24.85609607980766,30.825010163960222,5.114649772644043,13.074076652526855,5.4031548500061035,gan,gan,cnn,cnn,0
128,128,28.391923421353447,23.315252316365218,29.54619069195504,5.476268768310547,7.28298807144165,5.981180667877197,gan,gan,cnn,cnn,0
129,129,29.465245102227872,24.209883048645104,30.980899906982593,5.373117923736572,9.33877944946289,5.941974639892578,gan,gan,cnn,cnn,0
130,130,30.27324308013254,23.783031491875988,31.573263741411505,5.609683513641357,11.313863754272461,6.835890769958496,gan,gan,cnn,cnn,0
131,131,33.0539968727652,25.23355611194131,34.37053425098988,6.2030792236328125,12.011610984802246,7.657726764678955,gan,gan,cnn,cnn,0
132,132,33.926806040190684,25.90821112354989,35.45419917682519,6.331444263458252,12.388164520263672,8.170061111450195,gan,gan,cnn,cnn,0
133,133,34.52507377701583,25.596877045000497,36.087870379394055,6.299666404724121,7.647167682647705,8.396394729614258,gan,gan,cnn,cnn,0
134,134,32.518921837890055,23.04058254540847,33.95152967176833,7.141453742980957,13.276667594909668,7.661800384521484,gan,gan,cnn,cnn,0
135,135,29.944179549584543,20.502693507156053,31.48435795782526,6.298990726470947,11.993122100830078,7.709323883056641,gan,gan,cnn,cnn,0
136,136,27.83279512215704,19.71188765946126,29.179812964383895,6.232182025909424,6.450465202331543,7.327200889587402,gan,gan,cnn,cnn,0
137,137,26.69652879915387,18.35521341147029,28.091307992323628,5.208233833312988,9.66958236694336,5.546976089477539,gan,gan,cnn,cnn,0
138,138,26.265900126493325,18.5898403985513,27.435208383703596,5.562473773956299,8.217479705810547,5.999290943145752,gan,gan,cnn,cnn,0
139,139,25.72843674372112,17.55339321269266,26.66833091776126,5.6482439041137695,9.790724754333496,6.263876914978027,gan,gan,cnn,cnn,0
140,140,26.928885115678263,17.632487734588345,28.124916804852855,5.719569206237793,11.421890258789062,6.215997219085693,gan,gan,cnn,cnn,0
141,141,30.122683212798776,22.35126448334632,31.401736999760196,6.186624050140381,8.889102935791016,6.814029693603516,gan,gan,cnn,cnn,0
142,142,31.864668972443802,25.40867751345393,33.44494765343341,7.186554908752441,8.55953311920166,7.932051181793213,gan,gan,cnn,cnn,0
143,143,31.729557469133276,25.608920781987035,33.1234470683016,5.864097595214844,9.649337768554688,6.9297404289245605,gan,gan,cnn,cnn,0
144,144,31.838603860361527,24.790495069985838,33.67815551196805,5.560759544372559,9.771649360656738,6.002240180969238,gan,gan,cnn,cnn,0
145,145,30.39245353837724,25.26410594488553,32.232933802323295,5.902344226837158,8.558032035827637,6.17156457901001,gan,gan,cnn,cnn,0
146,146,29.28670842660694,23.86618294113101,31.361017503474898,5.959416389465332,7.056334018707275,6.6461873054504395,gan,gan,cnn,cnn,0
147,147,26.585106339400784,22.003227031713678,28.926254093193105,5.6108717918396,6.8347039222717285,6.255874156951904,gan,gan,cnn,cnn,0
148,148,26.258461074996504,21.1331690923618,28.31112680489943,5.0148024559021,8.882506370544434,5.547781467437744,gan,gan,cnn,cnn,0
149,149,25.194205211404583,21.36081867901896,27.086977121952078,5.752551078796387,8.038224220275879,6.552835464477539,gan,gan,cnn,cnn,0
150,150,24.128591365700505,20.19277068635915,25.724847783525757,5.291886329650879,7.924254417419434,5.957050800323486,gan,gan,cnn,cnn,0
151,151,24.240085612250784,19.596870056685123,25.517733212337017,5.580901145935059,7.460690975189209,6.094961166381836,gan,gan,cnn,cnn,0
152,152,24.594151699851988,17.338820427078797,25.630924214922196,5.931854248046875,8.478921890258789,5.821105480194092,gan,gan,cnn,candidateE,0
153,153,25.168802860244767,16.23765159094386,25.826973869308954,6.290019989013672,6.548172950744629,6.476612091064453,gan,gan,cnn,cnn,0
154,154,25.31020070022765,16.834477000311573,25.62373039348333,5.889771461486816,5.736759185791016,6.021100997924805,gan,gan,gan,gan,1
155,155,26.088776073112513,17.444078563809867,26.319944831316104,6.413660526275635,6.612644195556641,6.174447536468506,gan,gan,cnn,candidateE,0
156,156,25.16401321091786,17.879759557761357,25.395757789451523,5.162914276123047,9.264598846435547,5.892521858215332,gan,gan,cnn,cnn,0
157,157,25.57399551509901,18.686237526393793,26.118692703259,4.567626476287842,8.282842636108398,4.69542121887207,gan,gan,cnn,cnn,0
158,158,27.076784963721764,22.72289165286213,27.693592910595523,5.708489894866943,8.312358856201172,5.938840389251709,gan,gan,cnn,cnn,0
159,159,24.310343375521082,19.84507792462866,24.90068299159235,5.012121677398682,10.700226783752441,5.224833011627197,gan,gan,cnn,cnn,0
160,160,21.188537318324133,20.14027527603938,21.95680706656599,5.1832075119018555,13.9108247756958,5.003859519958496,gan,gan,cnn,candidateE,0
161,161,19.540402210515502,19.232825594053608,20.30346505288038,5.7158894538879395,11.7100830078125,5.064458847045898,gan,gan,cnn,candidateE,0
162,162,18.27105324592802,19.457879947992573,18.49346404808999,4.5405659675598145,9.695740699768066,4.649742126464844,cnn,cnn,cnn,cnn,0
163,163,19.37037318892002,20.44637029980189,19.586930685373428,5.698920726776123,6.788956165313721,5.225690841674805,cnn,cnn,cnn,candidateE,0
164,164,21.46365087746109,18.82963529736202,22.232152135262524,5.2430009841918945,10.968896865844727,5.619630813598633,gan,gan,cnn,cnn,0
165,165,22.937888715207535,20.548745956267595,23.778458582835253,5.059387683868408,11.26945972442627,5.80081033706665,gan,gan,cnn,cnn,0
166,166,23.890736675966988,20.79692555045691,24.693623872431548,6.106489181518555,10.583955764770508,5.627839088439941,gan,gan,cnn,candidateE,0
167,167,23.479887971191566,21.661112948338108,24.405777560993158,5.800627708435059,7.244186878204346,5.415036678314209,gan,gan,cnn,candidateE,0
