sample_idx,pos_idx,pd_distance_cnn,pd_distance_gan,pd_distance_candidateF_grad_E2_low_expanded2688,mt_distance_cnn,mt_distance_gan,mt_distance_candidateF_grad_E2_low_expanded2688,pd_winner_before,pd_winner_after_candidateF_grad_E2_low_expanded2688,mt_winner_before,mt_winner_after_candidateF_grad_E2_low_expanded2688,was_mt_gan_win_before
151,151,24.240085612250784,19.596870056685123,20.31051982269899,5.580901145935059,7.460690975189209,5.967870712280273,gan,gan,cnn,cnn,0
152,152,24.594151699851988,17.338820427078797,20.463753771207855,5.931854248046875,8.478921890258789,5.464221477508545,gan,gan,cnn,candidateF_grad_E2_low_expanded2688,0
153,153,25.168802860244767,16.23765159094386,20.784819335201863,6.290019989013672,6.548172950744629,6.031006813049316,gan,gan,cnn,candidateF_grad_E2_low_expanded2688,0
154,154,25.31020070022765,16.834477000311573,20.228317167134964,5.889771461486816,5.736759185791016,5.742619037628174,gan,gan,gan,gan,1
155,155,26.088776073112513,17.444078563809867,21.101748370977457,6.413660526275635,6.612644195556641,5.923501014709473,gan,gan,cnn,candidateF_grad_E2_low_expanded2688,0
156,156,25.16401321091786,17.879759557761357,21.956242174647496,5.162914276123047,9.264598846435547,6.061785697937012,gan,gan,cnn,cnn,0
157,157,25.57399551509901,18.686237526393793,22.883842264913557,4.567626476287842,8.282842636108398,5.010818958282471,gan,gan,cnn,cnn,0
158,158,27.076784963721764,22.72289165286213,24.786319521968224,5.708489894866943,8.312358856201172,5.920919418334961,gan,gan,cnn,cnn,0
159,159,24.310343375521082,19.84507792462866,22.621272309083214,5.012121677398682,10.700226783752441,5.663341045379639,gan,gan,cnn,cnn,0
160,160,21.188537318324133,20.14027527603938,20.143861678209593,5.1832075119018555,13.9108247756958,5.276538372039795,gan,gan,cnn,cnn,0
161,161,19.540402210515502,19.232825594053608,18.953561619396147,5.7158894538879395,11.7100830078125,6.276922702789307,gan,candidateF_grad_E2_low_expanded2688,cnn,cnn,0
162,162,18.27105324592802,19.457879947992573,18.795454661143236,4.5405659675598145,9.695740699768066,5.216483116149902,cnn,cnn,cnn,cnn,0
163,163,19.37037318892002,20.44637029980189,19.658815220308533,5.698920726776123,6.788956165313721,4.8245344161987305,cnn,cnn,cnn,candidateF_grad_E2_low_expanded2688,0
