sample_idx,metric,method_id,observed_value,reconstructed_value,absolute_difference,status
83,psnruv,speed_only,30.629293477179164,30.629293477179168,3.552713678800501e-15,PASS
84,psnruv,speed_only,30.772367828762516,30.772367828762516,0.0,PASS
85,psnruv,speed_only,30.83492153634819,30.834921536348194,3.552713678800501e-15,PASS
86,psnruv,speed_only,30.673989675146025,30.67398967514602,3.552713678800501e-15,PASS
87,psnruv,speed_only,31.334896067893865,31.334896067893865,0.0,PASS
88,psnruv,speed_only,31.54739440856292,31.547394408562923,3.552713678800501e-15,PASS
89,psnruv,speed_only,31.592356673277962,31.592356673277965,3.552713678800501e-15,PASS
90,psnruv,speed_only,32.31183475080205,32.31183475080205,0.0,PASS
91,psnruv,speed_only,33.19322349885131,33.19322349885131,0.0,PASS
92,psnruv,speed_only,33.45654016973572,33.45654016973571,7.105427357601002e-15,PASS
93,psnruv,speed_only,32.722130589155526,32.72213058915551,1.4210854715202004e-14,PASS
94,psnruv,speed_only,32.26526165476497,32.26526165476498,7.105427357601002e-15,PASS
95,psnruv,speed_only,31.442773852077888,31.442773852077888,0.0,PASS
96,psnruv,speed_only,31.100848616384383,31.100848616384386,3.552713678800501e-15,PASS
97,psnruv,speed_only,30.813083161280087,30.813083161280076,1.0658141036401503e-14,PASS
98,psnruv,speed_only,30.715772365568988,30.715772365568984,3.552713678800501e-15,PASS
99,psnruv,speed_only,30.824726873911942,30.82472687391194,3.552713678800501e-15,PASS
100,psnruv,speed_only,30.651517530540687,30.65151753054069,3.552713678800501e-15,PASS
101,psnruv,speed_only,30.136706959977673,30.13670695997767,3.552713678800501e-15,PASS
102,psnruv,speed_only,30.45624080590844,30.456240805908443,3.552713678800501e-15,PASS
103,psnruv,speed_only,30.39113041670856,30.391130416708563,3.552713678800501e-15,PASS
104,psnruv,speed_only,30.416337807868857,30.416337807868853,3.552713678800501e-15,PASS
105,psnruv,speed_only,30.809307304757564,30.809307304757564,0.0,PASS
106,psnruv,speed_only,31.358964286213737,31.358964286213734,3.552713678800501e-15,PASS
107,psnruv,speed_only,31.117428975368412,31.11742897536842,7.105427357601002e-15,PASS
108,psnruv,speed_only,32.210475001227174,32.21047500122717,7.105427357601002e-15,PASS
109,psnruv,speed_only,31.550617731485858,31.550617731485858,0.0,PASS
110,psnruv,speed_only,32.219077249521284,32.21907724952129,7.105427357601002e-15,PASS
111,psnruv,speed_only,33.17808879718168,33.17808879718169,7.105427357601002e-15,PASS
112,psnruv,speed_only,32.82397621805052,32.823976218050525,7.105427357601002e-15,PASS
113,psnruv,speed_only,32.58486423131632,32.58486423131631,7.105427357601002e-15,PASS
114,psnruv,speed_only,33.008582487331935,33.00858248733195,1.4210854715202004e-14,PASS
115,psnruv,speed_only,33.69004830036812,33.69004830036812,0.0,PASS
116,psnruv,speed_only,33.29073484359666,33.29073484359665,7.105427357601002e-15,PASS
117,psnruv,speed_only,33.21116037523441,33.2111603752344,7.105427357601002e-15,PASS
118,psnruv,speed_only,33.209196060122316,33.20919606012232,7.105427357601002e-15,PASS
119,psnruv,speed_only,33.22245612478737,33.22245612478737,0.0,PASS
120,psnruv,speed_only,32.614509620955296,32.6145096209553,7.105427357601002e-15,PASS
121,psnruv,speed_only,32.01039843467764,32.01039843467764,0.0,PASS
122,psnruv,speed_only,32.19700830562655,32.19700830562654,7.105427357601002e-15,PASS
123,psnruv,speed_only,32.55723999096999,32.55723999096999,0.0,PASS
124,psnruv,speed_only,33.06504873705577,33.065048737055776,7.105427357601002e-15,PASS
125,psnruv,speed_only,32.72569831127859,32.72569831127859,0.0,PASS
126,psnruv,speed_only,33.341588599627514,33.341588599627535,2.1316282072803006e-14,PASS
127,psnruv,speed_only,33.284775320014624,33.284775320014624,0.0,PASS
128,psnruv,speed_only,33.481944578379796,33.481944578379796,0.0,PASS
129,psnruv,speed_only,34.10668558999163,34.10668558999163,0.0,PASS
130,psnruv,speed_only,34.41749972250182,34.41749972250181,1.4210854715202004e-14,PASS
131,psnruv,speed_only,34.351859914447054,34.351859914447054,0.0,PASS
132,psnruv,speed_only,34.258299113598206,34.2582991135982,7.105427357601002e-15,PASS
133,psnruv,speed_only,33.95816570198129,33.95816570198128,7.105427357601002e-15,PASS
134,psnruv,speed_only,34.23511057713939,34.235110577139395,7.105427357601002e-15,PASS
135,psnruv,speed_only,34.94116803473086,34.941168034730865,7.105427357601002e-15,PASS
136,psnruv,speed_only,34.87505235802519,34.87505235802519,0.0,PASS
137,psnruv,speed_only,34.94589647033187,34.945896470331874,7.105427357601002e-15,PASS
138,psnruv,speed_only,34.60443410981894,34.60443410981893,7.105427357601002e-15,PASS
139,psnruv,speed_only,34.56787477797414,34.56787477797414,0.0,PASS
140,psnruv,speed_only,34.44365775977272,34.44365775977272,0.0,PASS
141,psnruv,speed_only,32.99107348488156,32.99107348488156,0.0,PASS
142,psnruv,speed_only,32.16323667403799,32.16323667403799,0.0,PASS
143,psnruv,speed_only,32.65793857729669,32.6579385772967,7.105427357601002e-15,PASS
144,psnruv,speed_only,32.61852246137932,32.61852246137933,7.105427357601002e-15,PASS
145,psnruv,speed_only,32.48525073099993,32.48525073099993,0.0,PASS
146,psnruv,speed_only,32.950006569108396,32.950006569108396,0.0,PASS
147,psnruv,speed_only,33.310273767553035,33.310273767553035,0.0,PASS
148,psnruv,speed_only,33.5679541174958,33.56795411749581,7.105427357601002e-15,PASS
149,psnruv,speed_only,33.5236133232455,33.5236133232455,0.0,PASS
150,psnruv,speed_only,33.66972052460778,33.6697205246078,1.4210854715202004e-14,PASS
151,psnruv,speed_only,34.07355962357612,34.07355962357613,1.4210854715202004e-14,PASS
152,psnruv,speed_only,34.40796516044479,34.40796516044479,0.0,PASS
153,psnruv,speed_only,35.21689570164902,35.21689570164902,0.0,PASS
154,psnruv,speed_only,35.23206977554294,35.232069775542946,7.105427357601002e-15,PASS
155,psnruv,speed_only,35.45052456415812,35.45052456415813,7.105427357601002e-15,PASS
156,psnruv,speed_only,35.70418042499949,35.7041804249995,7.105427357601002e-15,PASS
157,psnruv,speed_only,35.64743486877532,35.64743486877532,0.0,PASS
158,psnruv,speed_only,36.52307835462172,36.52307835462172,0.0,PASS
159,psnruv,speed_only,38.361292863807506,38.361292863807506,0.0,PASS
160,psnruv,speed_only,39.37192628277293,39.37192628277293,0.0,PASS
161,psnruv,speed_only,39.21156263080513,39.211562630805126,7.105427357601002e-15,PASS
162,psnruv,speed_only,39.31166836308789,39.311668363087904,1.4210854715202004e-14,PASS
163,psnruv,speed_only,39.02866297522187,39.02866297522187,0.0,PASS
164,psnruv,speed_only,38.60290727384652,38.60290727384651,7.105427357601002e-15,PASS
165,psnruv,speed_only,37.7074368358037,37.7074368358037,0.0,PASS
166,psnruv,speed_only,36.445344176770355,36.445344176770355,0.0,PASS
167,psnruv,speed_only,36.37715062083719,36.37715062083719,0.0,PASS
0,psnruv,levelset_only,34.74433179237758,34.74433179237759,7.105427357601002e-15,PASS
1,psnruv,levelset_only,34.77191761162562,34.77191761162561,7.105427357601002e-15,PASS
2,psnruv,levelset_only,34.51534969621599,34.515349696216,7.105427357601002e-15,PASS
3,psnruv,levelset_only,34.45783302349015,34.457833023490146,7.105427357601002e-15,PASS
4,psnruv,levelset_only,33.9981597809237,33.9981597809237,0.0,PASS
5,psnruv,levelset_only,34.056145924557214,34.056145924557214,0.0,PASS
6,psnruv,levelset_only,34.2346167179366,34.23461671793661,7.105427357601002e-15,PASS
7,psnruv,levelset_only,33.86928730404001,33.86928730404,7.105427357601002e-15,PASS
8,psnruv,levelset_only,34.14831517579597,34.148315175795986,1.4210854715202004e-14,PASS
9,psnruv,levelset_only,34.18751161969371,34.1875116196937,7.105427357601002e-15,PASS
10,psnruv,levelset_only,34.59436313675685,34.59436313675685,0.0,PASS
11,psnruv,levelset_only,34.4178588578378,34.4178588578378,0.0,PASS
12,psnruv,levelset_only,34.03067348191177,34.03067348191177,0.0,PASS
13,psnruv,levelset_only,32.944759523992936,32.94475952399294,7.105427357601002e-15,PASS
14,psnruv,levelset_only,33.31156660231182,33.311566602311814,7.105427357601002e-15,PASS
