design_id,method_id,metric,metric_family,direction,n_valid,mean,median,standard_deviation,standard_error,iid_bootstrap_ci95_low,iid_bootstrap_ci95_high
B_FACTORIAL_2x3,candidate_b,comp_abs_t5,threshold_geometry,lower_is_better,168,58.714285714285715,45.5,55.042514092023204,4.246622157367416,50.559375,67.02425595238094
B_FACTORIAL_2x3,uv,comp_abs_t10,threshold_geometry,lower_is_better,168,228.8095238095238,231.0,75.7615193415862,5.845128116312285,217.4700892857143,240.125
B_FACTORIAL_2x3,speed_only,comp_abs_t10,threshold_geometry,lower_is_better,168,230.00595238095238,231.5,76.04556599874562,5.867042791684901,218.61264880952382,241.3453869047619
B_FACTORIAL_2x3,levelset_only,comp_abs_t10,threshold_geometry,lower_is_better,168,232.0654761904762,234.5,76.05648231129476,5.867885003482684,220.66607142857143,243.38095238095238
B_FACTORIAL_2x3,speed_levelset,comp_abs_t10,threshold_geometry,lower_is_better,168,230.2202380952381,233.5,75.77183095590364,5.845923674628634,218.88675595238095,241.49449404761904
B_FACTORIAL_2x3,grad_only,comp_abs_t10,threshold_geometry,lower_is_better,168,167.73214285714286,168.0,55.134074276066976,4.253686178927966,159.3449404761905,175.8811011904762
B_FACTORIAL_2x3,speed_grad,comp_abs_t10,threshold_geometry,lower_is_better,168,188.0,187.0,64.08891652662639,4.9445672577496635,178.20833333333334,197.50044642857142
B_FACTORIAL_2x3,grad_levelset,comp_abs_t10,threshold_geometry,lower_is_better,168,184.80357142857142,188.5,61.94978253416872,4.779529487222662,175.38035714285715,193.91086309523808
B_FACTORIAL_2x3,candidate_b,comp_abs_t10,threshold_geometry,lower_is_better,168,189.20833333333334,191.5,63.61663381384142,4.908129855393711,179.5296130952381,198.6848214285714
B_FACTORIAL_2x3,uv,comp_abs_t15,threshold_geometry,lower_is_better,168,143.5654761904762,145.5,88.63966211111752,6.838698401626672,130.27946428571428,157.01235119047618
B_FACTORIAL_2x3,speed_only,comp_abs_t15,threshold_geometry,lower_is_better,168,143.57142857142858,144.0,88.18744132543931,6.803808810550354,130.33318452380954,156.98244047619048
B_FACTORIAL_2x3,levelset_only,comp_abs_t15,threshold_geometry,lower_is_better,168,144.10714285714286,146.0,88.54364164422077,6.831290261773126,130.8029761904762,157.60714285714286
B_FACTORIAL_2x3,speed_levelset,comp_abs_t15,threshold_geometry,lower_is_better,168,142.07142857142858,146.0,87.2010940043286,6.727710462613595,128.95238095238096,155.3215773809524
B_FACTORIAL_2x3,grad_only,comp_abs_t15,threshold_geometry,lower_is_better,168,93.875,82.0,62.4298588453402,4.8165681787482635,84.66651785714286,103.42857142857143
B_FACTORIAL_2x3,speed_grad,comp_abs_t15,threshold_geometry,lower_is_better,168,109.125,106.0,68.89193025233229,5.315127811644828,98.85119047619048,119.66116071428571
B_FACTORIAL_2x3,grad_levelset,comp_abs_t15,threshold_geometry,lower_is_better,168,106.68452380952381,108.0,67.3833558475746,5.198738769484239,96.70818452380952,117.0358630952381
B_FACTORIAL_2x3,candidate_b,comp_abs_t15,threshold_geometry,lower_is_better,168,110.25,108.5,68.63456558334417,5.295271696351452,99.97574404761906,120.69672619047618
B_FACTORIAL_2x3,uv,pd_distance,topology_pd,lower_is_better,168,29.612120109960603,30.061164795833246,4.937432747205864,0.3809312065531996,28.881524358316966,30.371952598411784
B_FACTORIAL_2x3,speed_only,pd_distance,topology_pd,lower_is_better,168,29.578276619692105,30.041103755161917,4.956524225101182,0.38240414605068707,28.845492807253834,30.34118137486749
B_FACTORIAL_2x3,levelset_only,pd_distance,topology_pd,lower_is_better,168,29.59526828694034,30.117959948130718,4.927160778283847,0.38013870694551277,28.865517369119434,30.35272632459914
B_FACTORIAL_2x3,speed_levelset,pd_distance,topology_pd,lower_is_better,168,29.436290755840098,29.931087614065074,4.926700438326984,0.3801031909467801,28.705048773408866,30.194077755022946
B_FACTORIAL_2x3,grad_only,pd_distance,topology_pd,lower_is_better,168,22.9326269066382,22.235503218737176,4.916840027589891,0.37934244374241227,22.202405841454734,23.706119314717522
B_FACTORIAL_2x3,speed_grad,pd_distance,topology_pd,lower_is_better,168,22.970622717354576,22.745540402785874,4.445860470188373,0.3430055820070535,22.308946464100917,23.667025285883525
B_FACTORIAL_2x3,grad_levelset,pd_distance,topology_pd,lower_is_better,168,22.61935891216629,22.543991587818574,4.190988179883283,0.3233417579037604,21.99644525910684,23.270973549071783
B_FACTORIAL_2x3,candidate_b,pd_distance,topology_pd,lower_is_better,168,22.706997671157215,22.75599747123131,4.197628260373708,0.3238540512356057,22.08400233049559,23.356645985127052
B_FACTORIAL_2x3,uv,mt_distance,topology_mt,lower_is_better,168,6.011865703832536,5.971775531768799,0.6572519847762387,0.050708091510103734,5.91375325868527,6.110464059384096
B_FACTORIAL_2x3,speed_only,mt_distance,topology_mt,lower_is_better,168,5.999594864391145,5.991088628768921,0.6547036266192284,0.05051148140983878,5.901130538682143,6.097544896815505
B_FACTORIAL_2x3,levelset_only,mt_distance,topology_mt,lower_is_better,168,6.007606157234737,5.970466613769531,0.6506934977902871,0.05020209325379617,5.910829418471882,6.104561290712584
B_FACTORIAL_2x3,speed_levelset,mt_distance,topology_mt,lower_is_better,168,5.944104677154904,5.9133710861206055,0.642946235112905,0.04960437896171801,5.847877604053134,6.0401535558558646
B_FACTORIAL_2x3,grad_only,mt_distance,topology_mt,lower_is_better,168,6.055993423575447,5.91486930847168,0.7824483107558114,0.060367197760900805,5.941189650410697,6.177330053846041
B_FACTORIAL_2x3,speed_grad,mt_distance,topology_mt,lower_is_better,168,6.290474925722394,6.2032928466796875,0.6699040497038478,0.051684219511237715,6.192155200952575,6.392762305339177
B_FACTORIAL_2x3,grad_levelset,mt_distance,topology_mt,lower_is_better,168,6.19958542074476,6.057604074478149,0.713517397189042,0.055049062321250834,6.093123631037417,6.308639378419944
B_FACTORIAL_2x3,candidate_b,mt_distance,topology_mt,lower_is_better,168,6.161181682632083,6.04062032699585,0.6972057048061646,0.05379058793213628,6.05787749709118,6.268886320931571
