sample_idx,metric,metric_family,direction,effect_id,effect_order,factors,raw_regression_coefficient,raw_factorial_effect,oriented_regression_coefficient,oriented_factorial_effect
140,wpd_mae,wind_power_distribution,lower_is_better,crit:e2,2,"crit,e2",-0.4774631468011279,-0.9549262936022558,0.4774631468011279,0.9549262936022558
141,wpd_mae,wind_power_distribution,lower_is_better,crit:e2,2,"crit,e2",-0.4942594026426832,-0.9885188052853664,0.4942594026426832,0.9885188052853664
142,wpd_mae,wind_power_distribution,lower_is_better,crit:e2,2,"crit,e2",-0.5463221334089923,-1.0926442668179845,0.5463221334089923,1.0926442668179845
143,wpd_mae,wind_power_distribution,lower_is_better,crit:e2,2,"crit,e2",-0.2390966402464585,-0.478193280492917,0.2390966402464585,0.478193280492917
144,wpd_mae,wind_power_distribution,lower_is_better,crit:e2,2,"crit,e2",-0.07800170131586981,-0.15600340263173962,0.07800170131586981,0.15600340263173962
145,wpd_mae,wind_power_distribution,lower_is_better,crit:e2,2,"crit,e2",-0.04793578941689702,-0.09587157883379405,0.04793578941689702,0.09587157883379405
146,wpd_mae,wind_power_distribution,lower_is_better,crit:e2,2,"crit,e2",-0.00554331244599382,-0.01108662489198764,0.00554331244599382,0.01108662489198764
147,wpd_mae,wind_power_distribution,lower_is_better,crit:e2,2,"crit,e2",0.0437842283357881,0.0875684566715762,-0.0437842283357881,-0.0875684566715762
148,wpd_mae,wind_power_distribution,lower_is_better,crit:e2,2,"crit,e2",-0.0050612466274770895,-0.010122493254954179,0.0050612466274770895,0.010122493254954179
149,wpd_mae,wind_power_distribution,lower_is_better,crit:e2,2,"crit,e2",-0.06376680719817074,-0.12753361439634148,0.06376680719817074,0.12753361439634148
150,wpd_mae,wind_power_distribution,lower_is_better,crit:e2,2,"crit,e2",-0.023159077464065092,-0.046318154928130184,0.023159077464065092,0.046318154928130184
151,wpd_mae,wind_power_distribution,lower_is_better,crit:e2,2,"crit,e2",-0.01881700823987842,-0.03763401647975684,0.01881700823987842,0.03763401647975684
152,wpd_mae,wind_power_distribution,lower_is_better,crit:e2,2,"crit,e2",0.017619790600029717,0.03523958120005943,-0.017619790600029717,-0.03523958120005943
153,wpd_mae,wind_power_distribution,lower_is_better,crit:e2,2,"crit,e2",0.015583852481327654,0.031167704962655307,-0.015583852481327654,-0.031167704962655307
154,wpd_mae,wind_power_distribution,lower_is_better,crit:e2,2,"crit,e2",-0.057159302416515345,-0.11431860483303069,0.057159302416515345,0.11431860483303069
