sample_idx,metric,metric_family,direction,effect_id,effect_order,factors,raw_regression_coefficient,raw_factorial_effect,oriented_regression_coefficient,oriented_factorial_effect
121,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.0575199649184146,0.1150399298368292,0.0575199649184146,0.1150399298368292
122,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.06122446646226809,0.12244893292453618,0.06122446646226809,0.12244893292453618
123,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.0643366914373189,0.1286733828746378,0.0643366914373189,0.1286733828746378
124,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.06771974742230036,0.13543949484460072,0.06771974742230036,0.13543949484460072
125,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.06923131748383504,0.13846263496767008,0.06923131748383504,0.13846263496767008
126,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.07203776003640971,0.14407552007281943,0.07203776003640971,0.14407552007281943
127,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.07172550951480172,0.14345101902960344,0.07172550951480172,0.14345101902960344
128,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.06976017803181911,0.13952035606363822,0.06976017803181911,0.13952035606363822
129,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.06815176813305257,0.13630353626610514,0.06815176813305257,0.13630353626610514
130,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.06988809819333142,0.13977619638666283,0.06988809819333142,0.13977619638666283
131,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.0645475581988304,0.1290951163976608,0.0645475581988304,0.1290951163976608
132,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.059406985014243574,0.11881397002848715,0.059406985014243574,0.11881397002848715
133,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.05904504461505411,0.11809008923010822,0.05904504461505411,0.11809008923010822
134,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.051926349631745694,0.10385269926349139,0.051926349631745694,0.10385269926349139
135,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.05030680214798444,0.10061360429596888,0.05030680214798444,0.10061360429596888
136,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.05422305888751744,0.10844611777503488,0.05422305888751744,0.10844611777503488
137,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.053890384666528846,0.10778076933305769,0.053890384666528846,0.10778076933305769
138,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.05477101715783661,0.10954203431567322,0.05477101715783661,0.10954203431567322
139,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.0545029219076838,0.1090058438153676,0.0545029219076838,0.1090058438153676
140,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.045303728346928196,0.09060745669385639,0.045303728346928196,0.09060745669385639
141,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.03682177105687767,0.07364354211375534,0.03682177105687767,0.07364354211375534
142,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.03593471391705627,0.07186942783411254,0.03593471391705627,0.07186942783411254
143,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.034366500691168866,0.06873300138233773,0.034366500691168866,0.06873300138233773
144,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.03346042894385892,0.06692085788771784,0.03346042894385892,0.06692085788771784
145,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.034336054731956445,0.06867210946391289,0.034336054731956445,0.06867210946391289
146,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.03620718769459419,0.07241437538918838,0.03620718769459419,0.07241437538918838
147,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.04290245684859073,0.08580491369718146,0.04290245684859073,0.08580491369718146
148,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.03808927657855854,0.07617855315711708,0.03808927657855854,0.07617855315711708
149,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.04221621068903936,0.08443242137807871,0.04221621068903936,0.08443242137807871
150,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.04977561172136191,0.09955122344272382,0.04977561172136191,0.09955122344272382
151,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.04492582586980376,0.08985165173960752,0.04492582586980376,0.08985165173960752
152,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.03703963409534872,0.07407926819069743,0.03703963409534872,0.07407926819069743
153,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.039890487421690324,0.07978097484338065,0.039890487421690324,0.07978097484338065
154,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.042508925126155006,0.08501785025231001,0.042508925126155006,0.08501785025231001
155,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.04542582200712708,0.09085164401425416,0.04542582200712708,0.09085164401425416
156,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.040962954539606855,0.08192590907921371,0.040962954539606855,0.08192590907921371
157,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.044352781366326255,0.08870556273265251,0.044352781366326255,0.08870556273265251
158,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.03310626728446309,0.06621253456892617,0.03310626728446309,0.06621253456892617
159,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.03587264348506736,0.07174528697013471,0.03587264348506736,0.07174528697013471
160,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.035791897674942064,0.07158379534988413,0.035791897674942064,0.07158379534988413
161,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.036457041358483266,0.07291408271696653,0.036457041358483266,0.07291408271696653
162,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.03913214024323075,0.0782642804864615,0.03913214024323075,0.0782642804864615
163,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.041818843966289876,0.08363768793257975,0.041818843966289876,0.08363768793257975
164,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.02692203502816959,0.05384407005633918,0.02692203502816959,0.05384407005633918
165,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.026041784368239007,0.052083568736478014,0.026041784368239007,0.052083568736478014
166,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.023413289344683008,0.046826578689366016,0.023413289344683008,0.046826578689366016
167,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.027180484452310694,0.05436096890462139,0.027180484452310694,0.05436096890462139
0,psnruv,vector_uv,higher_is_better,e2,1,e2,-0.5251602636982753,-1.0503205273965506,-0.5251602636982753,-1.0503205273965506
1,psnruv,vector_uv,higher_is_better,e2,1,e2,-0.5141387607531893,-1.0282775215063786,-0.5141387607531893,-1.0282775215063786
2,psnruv,vector_uv,higher_is_better,e2,1,e2,-0.48389858548205744,-0.9677971709641149,-0.48389858548205744,-0.9677971709641149
3,psnruv,vector_uv,higher_is_better,e2,1,e2,-0.4652014980184802,-0.9304029960369604,-0.4652014980184802,-0.9304029960369604
4,psnruv,vector_uv,higher_is_better,e2,1,e2,-0.49354867178703365,-0.9870973435740673,-0.49354867178703365,-0.9870973435740673
5,psnruv,vector_uv,higher_is_better,e2,1,e2,-0.47897473821108605,-0.9579494764221721,-0.47897473821108605,-0.9579494764221721
6,psnruv,vector_uv,higher_is_better,e2,1,e2,-0.45441069839655945,-0.9088213967931189,-0.45441069839655945,-0.9088213967931189
7,psnruv,vector_uv,higher_is_better,e2,1,e2,-0.4364313841514633,-0.8728627683029266,-0.4364313841514633,-0.8728627683029266
8,psnruv,vector_uv,higher_is_better,e2,1,e2,-0.43694622380684933,-0.8738924476136987,-0.43694622380684933,-0.8738924476136987
9,psnruv,vector_uv,higher_is_better,e2,1,e2,-0.4315599895340245,-0.863119979068049,-0.4315599895340245,-0.863119979068049
10,psnruv,vector_uv,higher_is_better,e2,1,e2,-0.42160989531592463,-0.8432197906318493,-0.42160989531592463,-0.8432197906318493
11,psnruv,vector_uv,higher_is_better,e2,1,e2,-0.4153299784710658,-0.8306599569421316,-0.4153299784710658,-0.8306599569421316
12,psnruv,vector_uv,higher_is_better,e2,1,e2,-0.41213774226453026,-0.8242754845290605,-0.41213774226453026,-0.8242754845290605
13,psnruv,vector_uv,higher_is_better,e2,1,e2,-0.42935439293674893,-0.8587087858734979,-0.42935439293674893,-0.8587087858734979
