sample_idx,psnr_winner,ssim_winner,pd_winner,mt_winner,direct_error_group_winner,distributional_group_winner,tail_group_winner,configured_physics_group_winner,cnn_gan_cnn_metric_wins,cnn_gan_gan_metric_wins,cnn_gan_ties,baseline_bicubic_metric_wins,baseline_cnn_metric_wins,baseline_gan_metric_wins,baseline_metric_ties,crop_mae_bicubic,crop_mae_cnn,crop_mae_gan,crop_rmse_bicubic,crop_rmse_cnn,crop_rmse_gan,question,groups,crop_panel,full_panel,forced_reason,gt_branch_count,cnn_branch_count,gan_branch_count,bicubic_branch_count,cnn_branch_ratio,gan_branch_ratio,bicubic_branch_ratio,case_group,curated_group
105,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,6,9,0,2,3,10,0,0.9744611094065476,1.0069838998562772,1.2753471922100288,1.4160619706060835,1.44379311255248,1.79070836605968,GAN wins many domain metrics but MT favors CNN: is GAN distributionally plausible but hierarchically misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;gan_majority_mt_rejects_gan;gan_metric_majority;gan_three_method_metric_majority;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_105_crop.png,panels_full/sample_105_full.png,,3838.0,2046.0,7452.0,779.0,0.5330901511203752,1.9416362688900468,0.20297029702970298,MT-CNN,
106,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,6,9,0,2,3,10,0,0.966320204847143,0.9782598016038536,1.264962595870893,1.411994675931018,1.399816017545139,1.7893361727652413,GAN wins many domain metrics but MT favors CNN: is GAN distributionally plausible but hierarchically misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;gan_majority_mt_rejects_gan;gan_metric_majority;gan_three_method_metric_majority;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_106_crop.png,panels_full/sample_106_full.png,,3779.0,1939.0,7663.0,768.0,0.5130987033606774,2.027785128340831,0.20322836729293464,MT-CNN,
107,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,6,9,0,2,3,10,0,0.9634649094421184,0.986886158453126,1.311552469114249,1.4268643759993318,1.432340923355983,1.8452266611908563,GAN wins many domain metrics but MT favors CNN: is GAN distributionally plausible but hierarchically misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;gan_majority_mt_rejects_gan;gan_metric_majority;gan_three_method_metric_majority;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_107_crop.png,panels_full/sample_107_full.png,,3772.0,2029.0,7843.0,757.0,0.5379109225874867,2.0792682926829267,0.20068928950159068,MT-CNN,
108,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,6,9,0,2,3,10,0,0.9544649172056232,1.0002193525028995,1.2754665486290468,1.4120914511139964,1.4495164577707098,1.8078735922651143,GAN wins many domain metrics but MT favors CNN: is GAN distributionally plausible but hierarchically misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;gan_majority_mt_rejects_gan;gan_metric_majority;gan_three_method_metric_majority;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_108_crop.png,panels_full/sample_108_full.png,,3747.0,1888.0,7552.0,735.0,0.5038697624766479,2.0154790499065918,0.19615692554043235,MT-CNN,
109,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,6,9,0,2,3,10,0,0.94020333684457,0.9776127674515008,1.277664576431198,1.3865887969047086,1.4147319227154522,1.8033687449472424,GAN wins many domain metrics but MT favors CNN: is GAN distributionally plausible but hierarchically misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;gan_majority_mt_rejects_gan;gan_metric_majority;gan_three_method_metric_majority;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_109_crop.png,panels_full/sample_109_full.png,,3732.0,1977.0,7541.0,776.0,0.5297427652733119,2.0206323687031085,0.20793140407288319,MT-CNN,
110,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,6,9,0,4,1,10,0,0.9126999643567252,0.9476282053464092,1.2426630445025513,1.342959946358946,1.355390676779659,1.7415461208361371,GAN wins many domain metrics but MT favors CNN: is GAN distributionally plausible but hierarchically misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;gan_majority_mt_rejects_gan;gan_metric_majority;gan_three_method_metric_majority;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_110_crop.png,panels_full/sample_110_full.png,,3701.0,1914.0,7238.0,735.0,0.5171575249932451,1.9556876519859498,0.19859497433126183,MT-CNN,
111,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,6,9,0,3,2,10,0,0.8413080406592053,0.88748877031132,1.1370427616430607,1.2482534055053207,1.280867041859834,1.6170989300721303,GAN wins many domain metrics but MT favors CNN: is GAN distributionally plausible but hierarchically misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;gan_majority_mt_rejects_gan;gan_metric_majority;gan_three_method_metric_majority;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_111_crop.png,panels_full/sample_111_full.png,,3712.0,1913.0,7859.0,724.0,0.5153556034482759,2.1171875,0.19504310344827586,MT-CNN,
112,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,7,8,0,4,2,9,0,0.8140681212417258,0.853537216580953,1.1365354932316405,1.1971040621140288,1.2379521335036268,1.5925580952965053,GAN wins many domain metrics but MT favors CNN: is GAN distributionally plausible but hierarchically misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;gan_majority_mt_rejects_gan;gan_metric_majority;gan_three_method_metric_majority;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_112_crop.png,panels_full/sample_112_full.png,,3776.0,1858.0,7884.0,679.0,0.4920550847457627,2.0879237288135593,0.1798199152542373,MT-CNN,
113,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,7,8,0,4,2,9,0,0.7528120217184187,0.8298528033870389,1.086795692712185,1.1109869539745292,1.201509876537996,1.5288274321885558,GAN wins many domain metrics but MT favors CNN: is GAN distributionally plausible but hierarchically misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;gan_majority_mt_rejects_gan;gan_metric_majority;gan_three_method_metric_majority;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_113_crop.png,panels_full/sample_113_full.png,,3862.0,1948.0,7872.0,670.0,0.5044018643190057,2.038322112894873,0.17348524080787156,MT-CNN,
114,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,7,8,0,5,3,7,0,0.7255931249074637,0.7992129806813318,1.014576398503268,1.0779722024187568,1.1430498492594516,1.4264000349021064,GAN wins many domain metrics but MT favors CNN: is GAN distributionally plausible but hierarchically misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;gan_majority_mt_rejects_gan;gan_metric_majority;gan_three_method_metric_majority;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_114_crop.png,panels_full/sample_114_full.png,,3763.0,1833.0,8132.0,650.0,0.4871113473292586,2.161041722030295,0.17273452032952433,MT-CNN,
115,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,7,8,0,4,2,9,0,0.7393282440456096,0.7990137289921404,1.046158339272879,1.120154847324711,1.16034440484133,1.4751740383907708,GAN wins many domain metrics but MT favors CNN: is GAN distributionally plausible but hierarchically misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;gan_majority_mt_rejects_gan;gan_metric_majority;gan_three_method_metric_majority;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_115_crop.png,panels_full/sample_115_full.png,,3663.0,1829.0,8619.0,670.0,0.4993174993174993,2.352989352989353,0.1829101829101829,MT-CNN,
116,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,7,8,0,4,3,8,0,0.8173565889522433,0.890277295219712,1.101696623909811,1.246934810942148,1.3052589211755956,1.563504402212763,GAN wins many domain metrics but MT favors CNN: is GAN distributionally plausible but hierarchically misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;gan_majority_mt_rejects_gan;gan_metric_majority;gan_three_method_metric_majority;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_116_crop.png,panels_full/sample_116_full.png,,3814.0,1945.0,8598.0,680.0,0.5099632931305715,2.254326166754064,0.1782905086523335,MT-CNN,
117,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,7,8,0,4,3,8,0,0.9182206706074066,0.9735504150297491,1.213999548877473,1.3872605909509457,1.4234551136534448,1.727357329268752,GAN wins many domain metrics but MT favors CNN: is GAN distributionally plausible but hierarchically misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;gan_majority_mt_rejects_gan;gan_metric_majority;gan_three_method_metric_majority;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_117_crop.png,panels_full/sample_117_full.png,,3620.0,1903.0,8609.0,683.0,0.5256906077348066,2.3781767955801105,0.18867403314917128,MT-CNN,
118,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,6,9,0,3,3,9,0,1.0097529007541015,1.073343279166147,1.3115492718739552,1.4916016059660668,1.5375014635182087,1.851027142300414,GAN wins many domain metrics but MT favors CNN: is GAN distributionally plausible but hierarchically misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;gan_majority_mt_rejects_gan;gan_metric_majority;gan_three_method_metric_majority;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_118_crop.png,panels_full/sample_118_full.png,,3453.0,1991.0,8509.0,720.0,0.5766000579206487,2.4642339994207934,0.20851433536055602,MT-CNN,
119,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,6,9,0,4,3,8,0,1.032869353936985,1.1183016957528888,1.3168310116720383,1.4978646345895348,1.570699392605136,1.8123885249423983,GAN wins many domain metrics but MT favors CNN: is GAN distributionally plausible but hierarchically misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;gan_majority_mt_rejects_gan;gan_metric_majority;gan_three_method_metric_majority;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_119_crop.png,panels_full/sample_119_full.png,,3491.0,1958.0,9514.0,666.0,0.5608708106559726,2.725293612145517,0.19077628186765969,MT-CNN,
120,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,5,10,0,4,2,9,0,1.051430071493378,1.120418649724452,1.3851049123657868,1.5215033438638563,1.5451218700447706,1.9110340385071205,GAN wins many domain metrics but MT favors CNN: is GAN distributionally plausible but hierarchically misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;gan_majority_mt_rejects_gan;gan_metric_majority;gan_three_method_metric_majority;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_120_crop.png,panels_full/sample_120_full.png,,3550.0,1998.0,8921.0,728.0,0.5628169014084508,2.512957746478873,0.20507042253521127,MT-CNN,
121,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,7,8,0,3,4,8,0,1.040640796656371,1.106008486468927,1.356149739472312,1.475219995751231,1.5231410560552838,1.843963020098776,GAN wins many domain metrics but MT favors CNN: is GAN distributionally plausible but hierarchically misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;gan_majority_mt_rejects_gan;gan_metric_majority;gan_three_method_metric_majority;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_121_crop.png,panels_full/sample_121_full.png,,3535.0,1894.0,9265.0,690.0,0.5357850070721358,2.6209335219236207,0.19519094766619519,MT-CNN,
122,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,7,8,0,3,3,9,0,1.016923251558328,1.0899125161592382,1.3149191788875032,1.448270802796804,1.5152661305381956,1.7841810728603575,GAN wins many domain metrics but MT favors CNN: is GAN distributionally plausible but hierarchically misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;gan_majority_mt_rejects_gan;gan_metric_majority;gan_three_method_metric_majority;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_122_crop.png,panels_full/sample_122_full.png,,3474.0,1968.0,9134.0,708.0,0.5664939550949913,2.629245826137018,0.20379965457685664,MT-CNN,
123,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,6,9,0,5,2,8,0,0.9847271964978428,1.0343477458227426,1.2979573287873063,1.3883951270686,1.4237587046061175,1.7599187913414829,GAN wins many domain metrics but MT favors CNN: is GAN distributionally plausible but hierarchically misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;gan_majority_mt_rejects_gan;gan_metric_majority;gan_three_method_metric_majority;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_123_crop.png,panels_full/sample_123_full.png,,3461.0,1976.0,8985.0,686.0,0.5709332562843109,2.596070499855533,0.19820861022825773,MT-CNN,
124,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,7,8,0,5,3,7,0,0.9696612067287788,1.007835375214927,1.28167702781735,1.3537699214762653,1.377349488501636,1.7379035914092693,GAN wins many domain metrics but MT favors CNN: is GAN distributionally plausible but hierarchically misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;gan_majority_mt_rejects_gan;gan_metric_majority;gan_three_method_metric_majority;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_124_crop.png,panels_full/sample_124_full.png,,3433.0,2035.0,9015.0,709.0,0.5927759976696767,2.62598310515584,0.20652490533061463,MT-CNN,
125,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,10,5,0,6,4,5,0,0.9784031092596706,1.0075871675775852,1.3238685681007336,1.35003976554807,1.3658951989301342,1.8234765259006265,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,bicubic_metric_majority;candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_125_crop.png,panels_full/sample_125_full.png,,3211.0,2104.0,8733.0,750.0,0.6552475864216755,2.719713484895671,0.23357209592027406,MT-CNN,
126,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,7,8,0,6,3,6,0,0.9571226416679564,0.9859814098256174,1.319148550250102,1.35134968633658,1.3577052986603784,1.8355541982124717,GAN wins many domain metrics but MT favors CNN: is GAN distributionally plausible but hierarchically misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;gan_majority_mt_rejects_gan;gan_metric_majority;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_126_crop.png,panels_full/sample_126_full.png,,3277.0,2162.0,8596.0,741.0,0.6597497711321331,2.6231309124198963,0.22612145254806226,MT-CNN,
127,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,9,6,0,6,3,6,0,1.006265477295965,1.04213700982742,1.3860189118757262,1.4133075961568131,1.4151746507776508,1.950002076761994,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_127_crop.png,panels_full/sample_127_full.png,,3234.0,2177.0,8477.0,730.0,0.6731601731601732,2.621212121212121,0.22572665429808286,MT-CNN,
128,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,10,5,0,8,3,4,0,1.058648638112936,1.0923964752606117,1.3998205960681662,1.4731044937151463,1.492209917264454,1.942409204091415,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,bicubic_metric_majority;candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_128_crop.png,panels_full/sample_128_full.png,,2958.0,2207.0,8051.0,709.0,0.7461122379986478,2.7217714672075726,0.2396889790398918,MT-CNN,
129,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,11,4,0,8,2,4,1,1.0696612542960793,1.0874991542566568,1.4419012399355415,1.5459971814917493,1.522767911416311,2.0929074705588695,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,bicubic_metric_majority;candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_129_crop.png,panels_full/sample_129_full.png,,3119.0,2235.0,7894.0,737.0,0.7165758255851234,2.5309394036550175,0.23629368387303623,MT-CNN,
130,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,10,5,0,8,3,4,0,1.1028790983953514,1.1310604099719783,1.4666530248275376,1.6446320401068664,1.6084169115440323,2.2001516562495347,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,bicubic_metric_majority;candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_130_crop.png,panels_full/sample_130_full.png,,3121.0,2146.0,7836.0,738.0,0.68760012816405,2.510733739186158,0.23646267222044218,MT-CNN,
131,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,10,5,0,7,5,3,0,1.1650139787932858,1.2090423275297508,1.5612448531988776,1.756638922992234,1.7607934633449067,2.338393261121869,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,bicubic_metric_majority;candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_131_crop.png,panels_full/sample_131_full.png,,3065.0,2209.0,7584.0,750.0,0.7207177814029364,2.4743882544861338,0.24469820554649266,MT-CNN,
132,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,9,6,0,5,5,5,0,1.2223101783677703,1.2768453165650135,1.6441731317917585,1.8762331848445708,1.8980048816848587,2.4978332513570836,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_132_crop.png,panels_full/sample_132_full.png,,3114.0,2420.0,7378.0,781.0,0.7771355170199101,2.3692999357739244,0.2508028259473346,MT-CNN,
133,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,9,6,0,5,5,5,0,1.2969782424997538,1.320724841468036,1.704475473561324,2.0117947500677253,1.9833079997555731,2.578654095332372,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_133_crop.png,panels_full/sample_133_full.png,,3141.0,2444.0,7496.0,791.0,0.7780961477236549,2.3865011142948105,0.2518306271887934,MT-CNN,
134,CNN,CNN,GAN,CNN,CNN,GAN,CNN,CNN,11,4,0,5,5,5,0,1.2827326295792592,1.2760308798321056,1.708764427351125,2.00569558764727,1.9565732214052916,2.5977542264498914,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn,panels_crop/sample_134_crop.png,panels_full/sample_134_full.png,,3071.0,2169.0,7067.0,774.0,0.706284597850863,2.3012048192771086,0.2520351676978183,MT-CNN,
135,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,11,4,0,5,5,5,0,1.1292301354711527,1.1465771801955995,1.5748825317126467,1.803640476161056,1.763734098484565,2.423610962508539,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_135_crop.png,panels_full/sample_135_full.png,,2989.0,2065.0,6948.0,745.0,0.6908665105386417,2.3245232519237202,0.24924723987955838,MT-CNN,
136,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,11,4,0,7,4,4,0,1.0138015668396838,1.036659920916427,1.4048360852792394,1.6173903321293603,1.6082171175045563,2.1709952731658126,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,bicubic_metric_majority;candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_136_crop.png,panels_full/sample_136_full.png,,2968.0,2085.0,7478.0,723.0,0.7024932614555256,2.519541778975741,0.24359838274932616,MT-CNN,
137,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,10,5,0,6,4,5,0,0.920480720892665,0.9338417177967494,1.2431922264193418,1.4750770155147084,1.4562161171625718,1.868072137886824,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,bicubic_metric_majority;candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_137_crop.png,panels_full/sample_137_full.png,,2898.0,1938.0,7143.0,679.0,0.6687370600414079,2.4648033126293996,0.23429951690821257,MT-CNN,
138,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,10,5,0,6,4,5,0,0.8410999798210105,0.8350750526221237,1.0879977430944563,1.3413800611265252,1.3029416766870654,1.6422985466603688,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,bicubic_metric_majority;candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_138_crop.png,panels_full/sample_138_full.png,,2900.0,1971.0,7169.0,683.0,0.6796551724137931,2.4720689655172414,0.23551724137931035,MT-CNN,
139,CNN,CNN,GAN,CNN,CNN,GAN,CNN,CNN,10,5,0,7,3,5,0,0.7957473455416039,0.7841158984974027,1.0688352728891186,1.2712497593828531,1.2223058991100288,1.580224727746677,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,bicubic_metric_majority;candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn,panels_crop/sample_139_crop.png,panels_full/sample_139_full.png,,3021.0,2142.0,7116.0,679.0,0.7090367428003972,2.355511420059583,0.2247600132406488,MT-CNN,
