sample_idx,pos_idx,pd_distance_cnn,pd_distance_gan,pd_distance_candidateB_factorial_grad_levelset_expanded2688,mt_distance_cnn,mt_distance_gan,mt_distance_candidateB_factorial_grad_levelset_expanded2688,pd_winner_before,pd_winner_after_candidateB_factorial_grad_levelset_expanded2688,mt_winner_before,mt_winner_after_candidateB_factorial_grad_levelset_expanded2688,was_mt_gan_win_before
90,90,22.206834090995343,17.32676746960286,17.63693841695551,5.257880687713623,5.663510322570801,5.659523010253906,gan,gan,cnn,cnn,0
91,91,22.30942508877806,16.266054339767617,17.22434023589004,5.508337497711182,5.519831657409668,5.920627117156982,gan,gan,cnn,cnn,0
92,92,22.07932597419188,16.807703363287136,18.015872226874993,5.735818386077881,5.677903175354004,5.944617748260498,gan,gan,gan,gan,1
93,93,24.402894658345392,18.13548367922437,21.638223679899095,6.506997585296631,6.816009521484375,7.4990057945251465,gan,gan,cnn,cnn,0
94,94,24.570031527820365,20.006869187749356,23.621087325310064,5.102908611297607,6.517361164093018,6.261029243469238,gan,gan,cnn,cnn,0
95,95,26.879696075655563,20.637912890931716,24.07884037574577,5.015480041503906,6.677723407745361,7.150087356567383,gan,gan,cnn,cnn,0
96,96,28.904715116511554,22.25070627382419,24.20512823154027,5.121858596801758,7.258078575134277,6.350131988525391,gan,gan,cnn,cnn,0
97,97,30.15308546680866,22.202351461270364,24.94793892010966,5.011539936065674,7.223494529724121,5.7139997482299805,gan,gan,cnn,cnn,0
98,98,31.264551411001506,23.055714774434993,24.881188273579575,4.942448139190674,8.764951705932617,5.399528503417969,gan,gan,cnn,cnn,0
99,99,30.940933752807226,20.998202000997363,24.69527674187326,5.342334747314453,7.760592460632324,5.869194984436035,gan,gan,cnn,cnn,0
100,100,31.181555022619012,20.891681214618057,24.02662718935566,5.912055015563965,7.617006778717041,6.060978889465332,gan,gan,cnn,cnn,0
101,101,30.40796712150836,20.937383941054357,23.874259760823282,5.357294082641602,7.0666680335998535,5.816180229187012,gan,gan,cnn,cnn,0
102,102,29.254680859214627,20.257793175726828,22.901139556806505,5.164434909820557,8.231893539428711,5.818483829498291,gan,gan,cnn,cnn,0
103,103,29.507549938987374,20.69051451494371,22.995517452671173,5.102769374847412,6.314839839935303,5.349696159362793,gan,gan,cnn,cnn,0
104,104,29.173745320955113,20.12992358587829,22.34061600354904,4.829194068908691,7.393864154815674,5.378627300262451,gan,gan,cnn,cnn,0
