sample_idx,pos_idx,pd_distance_candidateE2_tf_lowlambda_expanded2688,mt_distance_candidateE2_tf_lowlambda_expanded2688
135,135,25.52469331256502,4.320580959320068
136,136,24.107374806504907,4.9673285484313965
137,137,23.398977716804833,4.230838775634766
138,138,22.89253246924823,4.41320276260376
139,139,22.330327619514158,4.479365825653076
140,140,23.78216121082391,4.479379177093506
141,141,27.39950940567014,6.615396499633789
142,142,29.969029942408348,6.7165045738220215
143,143,28.417146655099685,6.304601669311523
144,144,28.058999783007568,6.039855003356934
145,145,26.528217144232865,5.335859298706055
146,146,25.865446071886126,6.503920555114746
147,147,24.142587181870805,5.709685802459717
148,148,23.449591980604076,5.312353610992432
149,149,22.27477008938044,6.565526962280273
150,150,21.318215039080727,4.8263773918151855
151,151,21.23240418836862,5.449031829833984
152,152,20.898963092775475,6.00980806350708
153,153,21.282496172727093,6.434365272521973
154,154,20.316121527211827,5.641725540161133
155,155,21.438385442257935,6.074405670166016
156,156,21.969429620026748,4.6853814125061035
157,157,22.83807081034989,4.751040458679199
158,158,24.935487317130665,6.052093505859375
159,159,22.207179512173834,6.055694580078125
160,160,20.010424698401334,5.34213924407959
161,161,18.886502310355915,6.272617340087891
162,162,18.82900076134865,5.184299945831299
163,163,19.686249778225772,4.717671871185303
164,164,21.021608100477557,5.127380847930908
165,165,22.36795579505306,6.118968963623047
166,166,23.32407256815972,6.733499050140381
167,167,23.607220056616498,6.442253112792969
