sample_idx,pos_idx,pd_distance_cnn,pd_distance_gan,pd_distance_candidateE2_tf_lowlambda_expanded2688,mt_distance_cnn,mt_distance_gan,mt_distance_candidateE2_tf_lowlambda_expanded2688,pd_winner_before,pd_winner_after_candidateE2_tf_lowlambda_expanded2688,mt_winner_before,mt_winner_after_candidateE2_tf_lowlambda_expanded2688,was_mt_gan_win_before
129,129,29.465245102227872,24.209883048645104,26.22153818640008,5.373117923736572,9.33877944946289,5.301194667816162,gan,gan,cnn,candidateE2_tf_lowlambda_expanded2688,0
130,130,30.27324308013254,23.783031491875988,26.326290435720338,5.609683513641357,11.313863754272461,6.3068060874938965,gan,gan,cnn,cnn,0
131,131,33.0539968727652,25.23355611194131,28.92869903361115,6.2030792236328125,12.011610984802246,5.980436325073242,gan,gan,cnn,candidateE2_tf_lowlambda_expanded2688,0
132,132,33.926806040190684,25.90821112354989,30.081099827842447,6.331444263458252,12.388164520263672,5.602100849151611,gan,gan,cnn,candidateE2_tf_lowlambda_expanded2688,0
133,133,34.52507377701583,25.596877045000497,30.171378930817355,6.299666404724121,7.647167682647705,5.918185710906982,gan,gan,cnn,candidateE2_tf_lowlambda_expanded2688,0
134,134,32.518921837890055,23.04058254540847,27.829496674043924,7.141453742980957,13.276667594909668,6.967985153198242,gan,gan,cnn,candidateE2_tf_lowlambda_expanded2688,0
135,135,29.944179549584543,20.502693507156053,25.52469331256502,6.298990726470947,11.993122100830078,4.320580959320068,gan,gan,cnn,candidateE2_tf_lowlambda_expanded2688,0
136,136,27.83279512215704,19.71188765946126,24.107374806504907,6.232182025909424,6.450465202331543,4.9673285484313965,gan,gan,cnn,candidateE2_tf_lowlambda_expanded2688,0
137,137,26.69652879915387,18.35521341147029,23.398977716804833,5.208233833312988,9.66958236694336,4.230838775634766,gan,gan,cnn,candidateE2_tf_lowlambda_expanded2688,0
138,138,26.265900126493325,18.5898403985513,22.89253246924823,5.562473773956299,8.217479705810547,4.41320276260376,gan,gan,cnn,candidateE2_tf_lowlambda_expanded2688,0
139,139,25.72843674372112,17.55339321269266,22.330327619514158,5.6482439041137695,9.790724754333496,4.479365825653076,gan,gan,cnn,candidateE2_tf_lowlambda_expanded2688,0
140,140,26.928885115678263,17.632487734588345,23.78216121082391,5.719569206237793,11.421890258789062,4.479379177093506,gan,gan,cnn,candidateE2_tf_lowlambda_expanded2688,0
141,141,30.122683212798776,22.35126448334632,27.39950940567014,6.186624050140381,8.889102935791016,6.615396499633789,gan,gan,cnn,cnn,0
142,142,31.864668972443802,25.40867751345393,29.969029942408348,7.186554908752441,8.55953311920166,6.7165045738220215,gan,gan,cnn,candidateE2_tf_lowlambda_expanded2688,0
143,143,31.729557469133276,25.608920781987035,28.417146655099685,5.864097595214844,9.649337768554688,6.304601669311523,gan,gan,cnn,cnn,0
144,144,31.838603860361527,24.790495069985838,28.058999783007568,5.560759544372559,9.771649360656738,6.039855003356934,gan,gan,cnn,cnn,0
145,145,30.39245353837724,25.26410594488553,26.528217144232865,5.902344226837158,8.558032035827637,5.335859298706055,gan,gan,cnn,candidateE2_tf_lowlambda_expanded2688,0
146,146,29.28670842660694,23.86618294113101,25.865446071886126,5.959416389465332,7.056334018707275,6.503920555114746,gan,gan,cnn,cnn,0
147,147,26.585106339400784,22.003227031713678,24.142587181870805,5.6108717918396,6.8347039222717285,5.709685802459717,gan,gan,cnn,cnn,0
148,148,26.258461074996504,21.1331690923618,23.449591980604076,5.0148024559021,8.882506370544434,5.312353610992432,gan,gan,cnn,cnn,0
149,149,25.194205211404583,21.36081867901896,22.27477008938044,5.752551078796387,8.038224220275879,6.565526962280273,gan,gan,cnn,cnn,0
150,150,24.128591365700505,20.19277068635915,21.318215039080727,5.291886329650879,7.924254417419434,4.8263773918151855,gan,gan,cnn,candidateE2_tf_lowlambda_expanded2688,0
151,151,24.240085612250784,19.596870056685123,21.23240418836862,5.580901145935059,7.460690975189209,5.449031829833984,gan,gan,cnn,candidateE2_tf_lowlambda_expanded2688,0
152,152,24.594151699851988,17.338820427078797,20.898963092775475,5.931854248046875,8.478921890258789,6.00980806350708,gan,gan,cnn,cnn,0
153,153,25.168802860244767,16.23765159094386,21.282496172727093,6.290019989013672,6.548172950744629,6.434365272521973,gan,gan,cnn,cnn,0
154,154,25.31020070022765,16.834477000311573,20.316121527211827,5.889771461486816,5.736759185791016,5.641725540161133,gan,gan,gan,candidateE2_tf_lowlambda_expanded2688,1
155,155,26.088776073112513,17.444078563809867,21.438385442257935,6.413660526275635,6.612644195556641,6.074405670166016,gan,gan,cnn,candidateE2_tf_lowlambda_expanded2688,0
156,156,25.16401321091786,17.879759557761357,21.969429620026748,5.162914276123047,9.264598846435547,4.6853814125061035,gan,gan,cnn,candidateE2_tf_lowlambda_expanded2688,0
157,157,25.57399551509901,18.686237526393793,22.83807081034989,4.567626476287842,8.282842636108398,4.751040458679199,gan,gan,cnn,cnn,0
158,158,27.076784963721764,22.72289165286213,24.935487317130665,5.708489894866943,8.312358856201172,6.052093505859375,gan,gan,cnn,cnn,0
159,159,24.310343375521082,19.84507792462866,22.207179512173834,5.012121677398682,10.700226783752441,6.055694580078125,gan,gan,cnn,cnn,0
160,160,21.188537318324133,20.14027527603938,20.010424698401334,5.1832075119018555,13.9108247756958,5.34213924407959,gan,candidateE2_tf_lowlambda_expanded2688,cnn,cnn,0
