sample_idx,pos_idx,pd_distance_cnn,pd_distance_gan,pd_distance_candidateUV_expanded2688,mt_distance_cnn,mt_distance_gan,mt_distance_candidateUV_expanded2688,pd_winner_before,pd_winner_after_candidateUV_expanded2688,mt_winner_before,mt_winner_after_candidateUV_expanded2688,was_mt_gan_win_before
16,16,23.755960973590362,17.324485324726012,24.625589536569567,5.464188098907471,5.255205154418945,6.167606353759766,gan,gan,gan,gan,1
17,17,20.900376556174706,17.11808749868573,22.310695592658163,5.2896833419799805,4.8487091064453125,5.373041152954102,gan,gan,gan,gan,1
18,18,20.394905033940507,18.610240875886223,21.82120926012161,6.258571624755859,5.554356575012207,5.542795181274414,gan,gan,gan,candidateUV_expanded2688,1
19,19,21.064082150885508,19.086676411603058,21.540275070710393,6.927988529205322,5.44291353225708,5.7450079917907715,gan,gan,gan,gan,1
20,20,21.97923655969375,18.266315468004898,22.953094550113335,6.254051208496094,5.689126491546631,6.2874016761779785,gan,gan,gan,gan,1
21,21,27.30086406645334,21.732522780594586,28.17647920009247,8.127616882324219,10.817054748535156,8.02481460571289,gan,gan,cnn,candidateUV_expanded2688,0
22,22,32.693467082501115,26.801086541907566,35.51592447874041,8.081520080566406,8.346701622009277,7.488123893737793,gan,gan,cnn,candidateUV_expanded2688,0
23,23,34.476953302920876,29.144574221491347,36.95165229015224,6.907674789428711,8.497876167297363,6.928783416748047,gan,gan,cnn,cnn,0
24,24,35.75728371567695,29.65320138308241,37.75875184686733,7.21915864944458,12.067601203918457,7.089651584625244,gan,gan,cnn,candidateUV_expanded2688,0
25,25,36.58411526021696,30.123491475362258,38.81846541134428,11.371563911437988,10.501462936401367,7.010876178741455,gan,gan,gan,candidateUV_expanded2688,1
26,26,35.02599363200026,30.779316467464,39.23845567398967,7.043282985687256,11.28821849822998,6.588998317718506,gan,gan,cnn,candidateUV_expanded2688,0
27,27,36.89696946573002,30.945378681968467,40.609574338506825,6.4783101081848145,19.968429565429688,6.112987518310547,gan,gan,cnn,candidateUV_expanded2688,0
28,28,38.33189346230645,30.74946233279523,41.84884350024598,7.210402011871338,14.947399139404297,7.222402572631836,gan,gan,cnn,cnn,0
29,29,38.84347398326436,31.752977463202388,42.50218699382108,6.963974952697754,12.864243507385254,6.700382709503174,gan,gan,cnn,candidateUV_expanded2688,0
30,30,39.94080457344863,30.82310921065586,42.303892690014706,8.127463340759277,14.847400665283203,7.023979187011719,gan,gan,cnn,candidateUV_expanded2688,0
31,31,39.104318483733294,31.3053599336416,42.24442351108638,6.818642616271973,16.23410415649414,7.416270732879639,gan,gan,cnn,cnn,0
32,32,38.55925876668554,30.547158977309156,41.21408637759421,7.461033821105957,19.229158401489258,7.258625507354736,gan,gan,cnn,candidateUV_expanded2688,0
33,33,38.39305861348763,30.400139282712473,40.49341807699977,6.76971960067749,20.00556755065918,7.383487701416016,gan,gan,cnn,cnn,0
34,34,37.356416104450325,28.907547601520903,39.879789819574825,6.323113918304443,19.445999145507812,7.077236175537109,gan,gan,cnn,cnn,0
35,35,35.95264003005777,28.746843597068697,39.403369214558225,6.2719197273254395,14.435929298400879,6.8706769943237305,gan,gan,cnn,cnn,0
36,36,35.61901723291445,27.743736665197815,38.929761728495535,6.097905158996582,9.26945686340332,6.732899188995361,gan,gan,cnn,cnn,0
37,37,33.456602216246914,27.16364872656993,37.058145437139075,6.489102840423584,9.59257698059082,6.4659223556518555,gan,gan,cnn,candidateUV_expanded2688,0
38,38,29.159912858159764,23.780350003542182,33.51049022059903,6.054014682769775,7.416414260864258,7.289787769317627,gan,gan,cnn,cnn,0
39,39,25.24426875811477,21.358097631209198,28.650531000883085,5.873856067657471,8.546488761901855,6.36204195022583,gan,gan,cnn,cnn,0
40,40,24.281572165890662,20.447367624488226,26.285706705351323,5.6310811042785645,8.988521575927734,7.259775638580322,gan,gan,cnn,cnn,0
41,41,23.457166445963043,17.452695580897316,24.703637021562347,5.389686584472656,8.901470184326172,5.737178802490234,gan,gan,cnn,cnn,0
42,42,21.63035540369367,14.632793364821667,22.540313762914607,5.757840156555176,7.383090972900391,6.0532355308532715,gan,gan,cnn,cnn,0
43,43,20.76816702008209,13.784137402758168,21.004074051192877,5.7682366371154785,7.053122520446777,6.518232345581055,gan,gan,cnn,cnn,0
44,44,19.781150575177055,13.855413188888303,19.769824990674408,6.20600700378418,7.041088581085205,7.1261162757873535,gan,gan,cnn,cnn,0
45,45,20.528037851461004,13.609391097429418,20.507678415517674,6.566225528717041,6.773196697235107,6.5354204177856445,gan,gan,cnn,candidateUV_expanded2688,0
46,46,20.678325640697178,16.27228595124608,19.871260171393118,6.243154048919678,6.650214672088623,5.8468451499938965,gan,gan,cnn,candidateUV_expanded2688,0
47,47,22.201753073772625,13.108895112859523,20.847214610307418,6.789880752563477,7.498397350311279,6.488148212432861,gan,gan,cnn,candidateUV_expanded2688,0
48,48,22.832495463547907,13.107025960847848,21.87074218959251,7.081502437591553,6.682991981506348,7.112225532531738,gan,gan,gan,gan,1
49,49,22.105793975200847,13.662675111493924,21.87694982922981,6.3195295333862305,7.889017105102539,6.7298736572265625,gan,gan,cnn,cnn,0
50,50,21.30877833114525,14.865452226211227,21.345367296652697,6.3856120109558105,6.713321685791016,6.307365894317627,gan,gan,cnn,candidateUV_expanded2688,0
51,51,21.75849079768097,16.03686368056312,21.750879566767995,5.902731418609619,7.996896266937256,5.766280651092529,gan,gan,cnn,candidateUV_expanded2688,0
52,52,21.81632996072092,16.98731478928289,22.644648882028733,5.69123649597168,7.0050048828125,5.66525936126709,gan,gan,cnn,candidateUV_expanded2688,0
53,53,21.92458068590406,18.078201501754,23.12238905010747,5.261850833892822,7.919146537780762,5.632317543029785,gan,gan,cnn,cnn,0
54,54,22.97915159360149,18.305326668249773,24.17485309919985,5.500187397003174,9.581897735595703,5.8946685791015625,gan,gan,cnn,cnn,0
55,55,23.57536347476084,17.428151978200873,25.050758710862375,5.2683796882629395,7.846588134765625,5.520095348358154,gan,gan,cnn,cnn,0
56,56,24.24948793523431,17.584091876726443,25.775259613184947,5.488292217254639,7.826909065246582,5.655523777008057,gan,gan,cnn,cnn,0
57,57,24.937493176964292,18.354637384973643,25.930248450257693,5.463809013366699,6.805661201477051,6.043688774108887,gan,gan,cnn,cnn,0
58,58,25.56121844001433,18.762904108038654,26.76281415086477,6.08959436416626,8.349846839904785,6.414705276489258,gan,gan,cnn,cnn,0
59,59,25.864386079507888,18.65101850934172,27.0522219994693,5.546851634979248,7.89148473739624,5.743753433227539,gan,gan,cnn,cnn,0
60,60,25.964725332360167,18.604905025455473,27.538870831299004,5.321651458740234,8.357301712036133,6.150018692016602,gan,gan,cnn,cnn,0
61,61,25.73100039673249,19.516031588862035,27.595755500863632,5.346891403198242,8.12722110748291,6.072845935821533,gan,gan,cnn,cnn,0
62,62,27.46350343812835,17.993686869301147,29.099657239254874,6.720277786254883,6.650205135345459,7.186594009399414,gan,gan,gan,gan,1
63,63,28.524583670890912,18.199751597271156,29.80264483492646,7.660599708557129,7.5776286125183105,7.497879981994629,gan,gan,gan,candidateUV_expanded2688,1
64,64,24.7100597287657,16.701032359601633,25.265629768718043,5.944510459899902,7.137726306915283,6.203301429748535,gan,gan,cnn,cnn,0
65,65,22.148883751156426,16.23947552161985,23.250547586503682,5.820770263671875,5.576780319213867,5.8541669845581055,gan,gan,gan,gan,1
66,66,20.981857591368968,15.979342195015368,21.9084887602075,5.701828956604004,6.4086198806762695,5.500645637512207,gan,gan,cnn,candidateUV_expanded2688,0
67,67,20.679919922717943,14.773695042869097,21.400585710075273,5.030301094055176,6.6433844566345215,5.172873020172119,gan,gan,cnn,cnn,0
68,68,21.77134223692748,15.500930745161975,22.263538952799582,6.074338436126709,5.670867919921875,5.509732723236084,gan,gan,gan,candidateUV_expanded2688,1
69,69,24.168055816700438,16.112222498232782,25.482241852575285,5.17050838470459,6.406604290008545,5.388279914855957,gan,gan,cnn,cnn,0
70,70,24.673819113934496,19.882401938586153,26.228902461778226,5.396136283874512,5.861793041229248,5.705570697784424,gan,gan,cnn,cnn,0
71,71,25.505047306429027,18.465741214218955,27.242147400282096,5.1588335037231445,7.186563014984131,6.025395393371582,gan,gan,cnn,cnn,0
72,72,26.514111621573456,19.679320844931677,28.560071759164373,4.796044826507568,5.719583988189697,6.021625995635986,gan,gan,cnn,cnn,0
73,73,27.001473804134946,19.399004976672177,29.88851868438093,4.9851861000061035,5.75114631652832,6.116578102111816,gan,gan,cnn,cnn,0
74,74,28.28963162272453,20.10959212403172,30.943249457436668,4.782100200653076,5.644299030303955,6.3625311851501465,gan,gan,cnn,cnn,0
75,75,29.367383683723347,19.74885298310355,31.457747852948966,5.201173305511475,5.680557727813721,6.337109088897705,gan,gan,cnn,cnn,0
76,76,30.056769521251926,20.225713244111034,32.20042852712014,5.207019329071045,6.450347900390625,6.165976047515869,gan,gan,cnn,cnn,0
77,77,29.944664675564518,20.353338072506904,31.95011338158006,6.132026672363281,6.000014781951904,6.06123685836792,gan,gan,gan,gan,1
78,78,30.300511724579902,19.95492094933438,31.68339917421107,5.8028388023376465,7.092807292938232,6.273426055908203,gan,gan,cnn,cnn,0
79,79,30.148051358309164,20.321240211337894,31.610735475354943,6.856454849243164,6.467032432556152,6.679145336151123,gan,gan,gan,gan,1
80,80,30.086252753371088,20.744918439924255,31.536104993220707,6.982686519622803,6.176682472229004,6.61635684967041,gan,gan,gan,gan,1
81,81,29.68907403762892,20.982889067881906,31.59373412538901,6.426537990570068,7.567525863647461,5.963679313659668,gan,gan,cnn,candidateUV_expanded2688,0
82,82,28.90089773637945,20.81634708740007,31.283604458410238,7.1840739250183105,6.303605079650879,6.320897102355957,gan,gan,gan,gan,1
83,83,28.194313716720707,21.794751727168247,30.74162768694095,6.560110569000244,6.599743366241455,5.697900772094727,gan,gan,cnn,candidateUV_expanded2688,0
84,84,29.14514380262554,21.106373639070085,31.126487965124856,5.271510124206543,8.559276580810547,5.926912784576416,gan,gan,cnn,cnn,0
85,85,28.72250736297703,20.7490839418831,30.75319776003252,5.609640121459961,7.718591690063477,5.880040168762207,gan,gan,cnn,cnn,0
86,86,29.195361276159034,18.84606490909817,30.99938723408924,5.25334358215332,9.43416690826416,5.769565105438232,gan,gan,cnn,cnn,0
87,87,29.611902358359767,19.024115372275585,31.691609585264747,6.509652614593506,7.174471855163574,6.7466278076171875,gan,gan,cnn,cnn,0
88,88,26.37509421416108,18.396084436387564,28.152566971414043,6.411813259124756,6.487721920013428,5.905210018157959,gan,gan,cnn,candidateUV_expanded2688,0
89,89,24.29846982632471,17.197907308437554,25.777152153587416,6.017302513122559,6.256072521209717,6.010974884033203,gan,gan,cnn,candidateUV_expanded2688,0
90,90,22.206834090995343,17.32676746960286,24.183299699463987,5.257880687713623,5.663510322570801,5.526731967926025,gan,gan,cnn,cnn,0
91,91,22.30942508877806,16.266054339767617,24.440364385223607,5.508337497711182,5.519831657409668,5.840218544006348,gan,gan,cnn,cnn,0
92,92,22.07932597419188,16.807703363287136,25.124995097761705,5.735818386077881,5.677903175354004,5.635796070098877,gan,gan,gan,candidateUV_expanded2688,1
93,93,24.402894658345392,18.13548367922437,28.58790653807809,6.506997585296631,6.816009521484375,6.011898040771484,gan,gan,cnn,candidateUV_expanded2688,0
94,94,24.570031527820365,20.006869187749356,30.093083421380598,5.102908611297607,6.517361164093018,5.807224273681641,gan,gan,cnn,cnn,0
95,95,26.879696075655563,20.637912890931716,31.59863828460545,5.015480041503906,6.677723407745361,6.2178826332092285,gan,gan,cnn,cnn,0
96,96,28.904715116511554,22.25070627382419,33.26442404420487,5.121858596801758,7.258078575134277,5.688232898712158,gan,gan,cnn,cnn,0
97,97,30.15308546680866,22.202351461270364,33.92258712721707,5.011539936065674,7.223494529724121,5.404809951782227,gan,gan,cnn,cnn,0
98,98,31.264551411001506,23.055714774434993,34.329119836836284,4.942448139190674,8.764951705932617,5.543159484863281,gan,gan,cnn,cnn,0
99,99,30.940933752807226,20.998202000997363,34.390808103523796,5.342334747314453,7.760592460632324,6.102060794830322,gan,gan,cnn,cnn,0
100,100,31.181555022619012,20.891681214618057,33.903941869089856,5.912055015563965,7.617006778717041,6.0189595222473145,gan,gan,cnn,cnn,0
101,101,30.40796712150836,20.937383941054357,33.09391922956121,5.357294082641602,7.0666680335998535,6.45574426651001,gan,gan,cnn,cnn,0
102,102,29.254680859214627,20.257793175726828,32.000242279594254,5.164434909820557,8.231893539428711,6.527769088745117,gan,gan,cnn,cnn,0
103,103,29.507549938987374,20.69051451494371,32.72655569163169,5.102769374847412,6.314839839935303,5.839171886444092,gan,gan,cnn,cnn,0
104,104,29.173745320955113,20.12992358587829,31.917408346638805,4.829194068908691,7.393864154815674,5.303654193878174,gan,gan,cnn,cnn,0
105,105,29.338582011466166,19.283104237304943,31.913916273819154,5.33697509765625,6.823482513427734,6.125770568847656,gan,gan,cnn,cnn,0
106,106,30.092821360744658,20.00547041151677,31.85616123938521,5.767349720001221,6.75129508972168,6.536849021911621,gan,gan,cnn,cnn,0
107,107,29.64376642955138,20.682183399063746,31.512941740994147,5.574344635009766,7.6041154861450195,5.87354850769043,gan,gan,cnn,cnn,0
108,108,28.940126674621943,21.1993064034262,31.564529209316813,5.6898322105407715,7.595790386199951,6.35133695602417,gan,gan,cnn,cnn,0
109,109,28.97319829057234,20.853111383838083,31.349283580788303,5.088190078735352,7.198193550109863,5.891806125640869,gan,gan,cnn,cnn,0
110,110,29.504241915198808,19.600364202728887,31.800666803939926,5.806641101837158,6.568319320678711,6.368530750274658,gan,gan,cnn,cnn,0
111,111,28.17742348677506,18.815230764049467,30.569089026826923,5.513612270355225,8.167459487915039,6.309345245361328,gan,gan,cnn,cnn,0
112,112,27.49742127818127,19.372446559915602,30.029246170285894,5.637857913970947,6.682409286499023,6.346978187561035,gan,gan,cnn,cnn,0
113,113,26.010710160777133,18.415536047943895,28.675340524875892,5.502909183502197,6.949485778808594,5.984975337982178,gan,gan,cnn,cnn,0
114,114,24.541486090961616,16.84887862793787,27.557992037288795,5.123978614807129,5.899235248565674,5.746827125549316,gan,gan,cnn,cnn,0
115,115,25.270960377659716,17.25298248796687,27.791209167691058,4.689971923828125,7.232174873352051,5.499209880828857,gan,gan,cnn,cnn,0
116,116,25.095451409249726,17.129081493158413,28.878617180287577,5.35050630569458,7.636551856994629,5.493505001068115,gan,gan,cnn,cnn,0
117,117,27.14897424086504,18.592743212240446,30.278211089323545,5.260716915130615,8.683184623718262,5.822768688201904,gan,gan,cnn,cnn,0
118,118,27.925806328570985,19.893975298384717,32.050928392540655,6.84329080581665,9.465571403503418,6.560670852661133,gan,gan,cnn,candidateUV_expanded2688,0
119,119,27.187847892928154,20.557132674744736,31.890406643474986,5.218785285949707,6.129123687744141,5.97987174987793,gan,gan,cnn,cnn,0
120,120,28.146732976702577,21.528863701574615,31.269148089516325,4.889072418212891,7.93386173248291,5.232301712036133,gan,gan,cnn,cnn,0
121,121,29.135888828595842,21.37188887795256,31.957245495847584,5.373913288116455,7.535200595855713,5.5408244132995605,gan,gan,cnn,cnn,0
122,122,28.017758663142306,22.491589595860475,31.356890028934796,5.264456272125244,7.450175762176514,5.774214267730713,gan,gan,cnn,cnn,0
123,123,29.152924001075785,22.17220391892049,31.074744471605122,6.196282386779785,8.431406021118164,5.6735758781433105,gan,gan,cnn,candidateUV_expanded2688,0
124,124,28.184626374879375,22.119830159019614,30.877929640226863,6.166434288024902,6.818744659423828,5.871585369110107,gan,gan,cnn,candidateUV_expanded2688,0
125,125,28.43981263564626,21.313574573250694,30.314576614514937,5.748098373413086,10.086677551269531,5.332789897918701,gan,gan,cnn,candidateUV_expanded2688,0
126,126,28.023492407781937,22.88972837862729,29.83623507327015,4.992148399353027,8.052214622497559,5.06464147567749,gan,gan,cnn,cnn,0
127,127,30.000730217921266,24.85609607980766,31.520233819393837,5.114649772644043,13.074076652526855,5.47939920425415,gan,gan,cnn,cnn,0
128,128,28.391923421353447,23.315252316365218,30.717115340736665,5.476268768310547,7.28298807144165,5.0624284744262695,gan,gan,cnn,candidateUV_expanded2688,0
129,129,29.465245102227872,24.209883048645104,31.732300892460696,5.373117923736572,9.33877944946289,5.92523193359375,gan,gan,cnn,cnn,0
130,130,30.27324308013254,23.783031491875988,31.70504671640266,5.609683513641357,11.313863754272461,5.190176963806152,gan,gan,cnn,candidateUV_expanded2688,0
131,131,33.0539968727652,25.23355611194131,34.12542593426458,6.2030792236328125,12.011610984802246,7.034946441650391,gan,gan,cnn,cnn,0
132,132,33.926806040190684,25.90821112354989,35.683494026331054,6.331444263458252,12.388164520263672,6.760186195373535,gan,gan,cnn,cnn,0
133,133,34.52507377701583,25.596877045000497,36.04384632988289,6.299666404724121,7.647167682647705,6.229255676269531,gan,gan,cnn,candidateUV_expanded2688,0
134,134,32.518921837890055,23.04058254540847,33.32249770656592,7.141453742980957,13.276667594909668,5.6694440841674805,gan,gan,cnn,candidateUV_expanded2688,0
135,135,29.944179549584543,20.502693507156053,30.757528370230332,6.298990726470947,11.993122100830078,5.533787727355957,gan,gan,cnn,candidateUV_expanded2688,0
136,136,27.83279512215704,19.71188765946126,28.71769771298771,6.232182025909424,6.450465202331543,6.0223517417907715,gan,gan,cnn,candidateUV_expanded2688,0
137,137,26.69652879915387,18.35521341147029,27.457697430254505,5.208233833312988,9.66958236694336,4.711380958557129,gan,gan,cnn,candidateUV_expanded2688,0
138,138,26.265900126493325,18.5898403985513,26.61665703505377,5.562473773956299,8.217479705810547,4.643051624298096,gan,gan,cnn,candidateUV_expanded2688,0
139,139,25.72843674372112,17.55339321269266,25.77589348880076,5.6482439041137695,9.790724754333496,4.844005584716797,gan,gan,cnn,candidateUV_expanded2688,0
140,140,26.928885115678263,17.632487734588345,27.556483136664408,5.719569206237793,11.421890258789062,5.137699604034424,gan,gan,cnn,candidateUV_expanded2688,0
141,141,30.122683212798776,22.35126448334632,31.810214543719876,6.186624050140381,8.889102935791016,6.394747257232666,gan,gan,cnn,cnn,0
142,142,31.864668972443802,25.40867751345393,35.589133607832004,7.186554908752441,8.55953311920166,6.201271057128906,gan,gan,cnn,candidateUV_expanded2688,0
143,143,31.729557469133276,25.608920781987035,34.036534940187586,5.864097595214844,9.649337768554688,5.692663192749023,gan,gan,cnn,candidateUV_expanded2688,0
144,144,31.838603860361527,24.790495069985838,33.82227976821294,5.560759544372559,9.771649360656738,5.728662014007568,gan,gan,cnn,cnn,0
145,145,30.39245353837724,25.26410594488553,33.371496380211966,5.902344226837158,8.558032035827637,5.587229251861572,gan,gan,cnn,candidateUV_expanded2688,0
146,146,29.28670842660694,23.86618294113101,32.52601354390242,5.959416389465332,7.056334018707275,6.755067825317383,gan,gan,cnn,cnn,0
147,147,26.585106339400784,22.003227031713678,30.588932093035194,5.6108717918396,6.8347039222717285,6.680473327636719,gan,gan,cnn,cnn,0
148,148,26.258461074996504,21.1331690923618,29.33678129918594,5.0148024559021,8.882506370544434,5.485689163208008,gan,gan,cnn,cnn,0
149,149,25.194205211404583,21.36081867901896,28.560302634434617,5.752551078796387,8.038224220275879,6.106928825378418,gan,gan,cnn,cnn,0
150,150,24.128591365700505,20.19277068635915,26.976913182030746,5.291886329650879,7.924254417419434,6.474957466125488,gan,gan,cnn,cnn,0
151,151,24.240085612250784,19.596870056685123,26.226814873985248,5.580901145935059,7.460690975189209,5.944413185119629,gan,gan,cnn,cnn,0
152,152,24.594151699851988,17.338820427078797,25.955615923805137,5.931854248046875,8.478921890258789,6.2047834396362305,gan,gan,cnn,cnn,0
153,153,25.168802860244767,16.23765159094386,25.45822311508966,6.290019989013672,6.548172950744629,6.49000883102417,gan,gan,cnn,cnn,0
154,154,25.31020070022765,16.834477000311573,24.6978044535695,5.889771461486816,5.736759185791016,6.002748966217041,gan,gan,gan,gan,1
155,155,26.088776073112513,17.444078563809867,25.168250555288115,6.413660526275635,6.612644195556641,6.4263916015625,gan,gan,cnn,cnn,0
156,156,25.16401321091786,17.879759557761357,26.160891282443487,5.162914276123047,9.264598846435547,5.890261173248291,gan,gan,cnn,cnn,0
157,157,25.57399551509901,18.686237526393793,27.446472494693758,4.567626476287842,8.282842636108398,5.109400272369385,gan,gan,cnn,cnn,0
158,158,27.076784963721764,22.72289165286213,29.81355492696068,5.708489894866943,8.312358856201172,5.858250617980957,gan,gan,cnn,cnn,0
159,159,24.310343375521082,19.84507792462866,26.85465839709093,5.012121677398682,10.700226783752441,4.997055530548096,gan,gan,cnn,candidateUV_expanded2688,0
160,160,21.188537318324133,20.14027527603938,24.571060609280174,5.1832075119018555,13.9108247756958,5.11315393447876,gan,gan,cnn,candidateUV_expanded2688,0
161,161,19.540402210515502,19.232825594053608,23.458222492839077,5.7158894538879395,11.7100830078125,4.766965389251709,gan,gan,cnn,candidateUV_expanded2688,0
162,162,18.27105324592802,19.457879947992573,23.3272532494378,4.5405659675598145,9.695740699768066,4.456484317779541,cnn,cnn,cnn,candidateUV_expanded2688,0
163,163,19.37037318892002,20.44637029980189,24.34220501206964,5.698920726776123,6.788956165313721,5.028634548187256,cnn,cnn,cnn,candidateUV_expanded2688,0
164,164,21.46365087746109,18.82963529736202,26.079425902183846,5.2430009841918945,10.968896865844727,5.096179962158203,gan,gan,cnn,candidateUV_expanded2688,0
165,165,22.937888715207535,20.548745956267595,27.750703571498235,5.059387683868408,11.26945972442627,5.111185073852539,gan,gan,cnn,cnn,0
166,166,23.890736675966988,20.79692555045691,29.004382343849596,6.106489181518555,10.583955764770508,5.784094333648682,gan,gan,cnn,candidateUV_expanded2688,0
167,167,23.479887971191566,21.661112948338108,28.86209861871798,5.800627708435059,7.244186878204346,5.3646440505981445,gan,gan,cnn,candidateUV_expanded2688,0
