sample_idx,method_a,method_b,delta_sample_idx,delta_psnr,delta_wpd_bias,delta_wpd_mae,delta_wpd_rmse,delta_wpd_w1,delta_psd_log_l2,delta_psd_slope_gt,delta_psd_slope_sr,delta_psd_slope_delta,delta_psd_slope_abs_delta,delta_grad_mae,delta_grad_w1,delta_grad_kurtosis_gt,delta_grad_kurtosis_sr,delta_grad_kurtosis_delta,delta_grad_kurtosis_abs_delta,delta_exceed_frac_gt_t5,delta_exceed_frac_sr_t5,delta_exceed_frac_delta_t5,delta_exceed_frac_abs_delta_t5,delta_exceed_frac_gt_t10,delta_exceed_frac_sr_t10,delta_exceed_frac_delta_t10,delta_exceed_frac_abs_delta_t10,delta_exceed_frac_gt_t15,delta_exceed_frac_sr_t15,delta_exceed_frac_delta_t15,delta_exceed_frac_abs_delta_t15,delta_exceed_frac_gt_p90,delta_exceed_frac_sr_p90,delta_exceed_frac_delta_p90,delta_exceed_frac_abs_delta_p90,delta_exceed_frac_gt_p95,delta_exceed_frac_sr_p95,delta_exceed_frac_delta_p95,delta_exceed_frac_abs_delta_p95,delta_exceed_frac_gt_p99,delta_exceed_frac_sr_p99,delta_exceed_frac_delta_p99,delta_exceed_frac_abs_delta_p99,delta_pd_distance,delta_mt_distance
22,cnn,gan,0.0,0.2322931633993548,-843.2392492275849,-819.8701604324942,-1033.1762854258886,-842.9349681039585,-0.3608239531933367,0.0,0.0822560482031901,0.0822560482031901,-0.0822560482031901,-0.11224641628256765,-0.14307117223182977,0.0,-0.9091653350501154,-0.9091653350501154,0.9091653350501154,0.0,-0.005875999999999992,-0.005875999999999992,-0.005875999999999992,0.0,-0.013036000000000048,-0.013036000000000048,-0.013036000000000048,0.0,-0.039091999999999905,-0.039091999999999905,-0.039091999999999905,0.0,-0.023660000000000014,-0.023660000000000014,-0.023660000000000014,0.0,-0.023295999999999983,-0.023295999999999983,-0.023295999999999983,0.0,-0.021567999999999976,-0.021567999999999976,-0.021567999999999976,-5.26145201740696,-1.1666693687438965
23,cnn,gan,0.0,0.2063372867887452,-810.3004634222452,-787.0936724478506,-1038.1788782397325,-809.5193001919797,-0.2706694196945122,0.0,0.11197324915085582,0.11197324915085582,-0.11197324915085582,-0.07297987884234852,0.009248643028105047,0.0,-0.4226447716453663,-0.4226447716453663,0.4226447716453663,0.0,-0.0031040000000001067,-0.0031040000000001067,0.0031040000000001067,0.0,-0.017951999999999968,-0.017951999999999968,-0.017951999999999968,0.0,-0.03027600000000008,-0.03027600000000008,-0.03027600000000008,0.0,-0.011772000000000005,-0.011772000000000005,-0.011772000000000005,0.0,-0.014892000000000016,-0.014892000000000016,-0.014892000000000016,0.0,-0.019355999999999984,-0.019355999999999984,-0.019355999999999984,5.54724344274409,1.5419397354125977
24,cnn,gan,0.0,0.19469281070426092,-780.5737299514167,-745.1946999278589,-999.7148891220531,-771.5250860982887,-0.18628224069720867,0.0,0.11473417911749628,0.11473417911749628,-0.11473417911749628,-0.05400201089919138,0.08324092140397958,0.0,-2.3146987138928683,-2.3146987138928683,2.3146987138928683,0.0,-0.005459999999999909,-0.005459999999999909,0.005459999999999909,0.0,-0.019611999999999963,-0.019611999999999963,-0.019611999999999963,0.0,-0.030232000000000037,-0.030232000000000037,-0.030232000000000037,0.0,-0.010763999999999996,-0.010763999999999996,-0.010763999999999996,0.0,-0.011259999999999992,-0.011259999999999992,-0.011259999999999992,0.0,-0.01794000000000001,-0.01794000000000001,-0.01794000000000001,4.6274325607554445,1.1126928329467773
25,cnn,gan,0.0,0.18295380694436858,-719.3111395093983,-674.2308334856461,-998.1167449574477,-680.2636813465033,-0.09572043031243249,0.0,0.07856874719342846,0.07856874719342843,-0.07856874719342843,-0.04262196259609197,0.1379084423537809,0.0,-3.0831474139062998,-3.0831474139062998,3.0831474139062998,0.0,-0.010564000000000018,-0.010564000000000018,0.010564000000000018,0.0,-0.023511999999999977,-0.023511999999999977,0.023511999999999977,0.0,-0.021807999999999994,-0.021807999999999994,-0.021807999999999994,0.0,-0.009836000000000011,-0.009835999999999956,-0.009835999999999956,0.0,-0.012952000000000019,-0.012952000000000019,-0.012952000000000019,0.0,-0.012288000000000021,-0.012288000000000021,-0.012288000000000021,2.3809223224206235,1.3683137893676758
26,cnn,gan,0.0,0.1914011278913783,-714.4328398720954,-663.4596460510493,-1100.775605904617,-665.042632866347,-0.06681949101913753,0.0,0.09144069827136864,0.09144069827136869,-0.09144069827136869,-0.014725089960445858,0.1694702016121075,0.0,-0.5471926353208865,-0.5471926353208865,0.5471926353208865,0.0,-0.012996000000000008,-0.012996000000000008,0.012996000000000008,0.0,-0.019079999999999986,-0.019079999999999986,0.019079999999999986,0.0,-0.019428,-0.019428,-0.019428,0.0,-0.009104000000000001,-0.009103999999999973,-0.009103999999999973,0.0,-0.008283999999999958,-0.008283999999999958,-0.008283999999999958,0.0,-0.007276000000000005,-0.007276000000000005,-0.007276000000000005,-0.08930855222064338,7.525998115539551
27,cnn,gan,0.0,0.17278515724918364,-628.9427745165822,-577.190222961397,-1050.4991777159667,-569.4101742913808,-0.02730676383277708,0.0,0.0070698653250456656,0.007069865325045832,-0.007069865325045832,-0.013246140338519008,0.1969279402848788,0.0,0.26892987653586076,0.26892987653586076,-0.26892987653586076,0.0,-0.013364000000000043,-0.013364000000000043,0.013364000000000043,0.0,-0.017503999999999964,-0.017503999999999964,0.017503999999999964,0.0,-0.015939999999999954,-0.015939999999999954,-0.015939999999999954,0.0,-0.00567200000000001,-0.00567200000000001,-0.00567200000000001,0.0,-0.006975999999999982,-0.006975999999999982,-0.006975999999999982,0.0,-0.009228000000000014,-0.009228000000000014,-0.009228000000000014,-0.024819303934805248,4.913753509521484
28,cnn,gan,0.0,0.17715608639659308,-574.3767511088645,-514.5351658770896,-1104.7606397439777,-459.7485314668438,0.003557913187784978,0.0,-0.12264333715792403,-0.12264333715792408,0.12264333715792408,-0.012862125860742313,0.22572729167755506,0.0,7.0792015603584275,7.0792015603584275,-7.0792015603584275,0.0,-0.014792000000000027,-0.014792000000000027,0.014792000000000027,0.0,-0.020047999999999955,-0.020047999999999955,0.020047999999999955,0.0,-0.015675999999999968,-0.015675999999999968,-0.015675999999999968,0.0,-0.006228000000000011,-0.006228000000000011,-0.006228000000000011,0.0,-0.007571999999999995,-0.007571999999999968,-0.007571999999999968,0.0,-0.008772000000000002,-0.008772000000000002,-0.008772000000000002,-0.5825530591962789,4.341900825500488
29,cnn,gan,0.0,0.14270421382829213,-357.8144170547348,-287.99039812797855,-604.9259920904005,-205.0687632500012,0.041175869243382124,0.0,-0.19944276465968036,-0.19944276465968025,0.19944276465968025,-0.010981527844626138,0.21436366716051167,0.0,4.252999849618611,4.252999849618611,-4.252999849618611,0.0,-0.01263599999999998,-0.01263599999999998,0.01263599999999998,0.0,-0.02271200000000001,-0.02271200000000001,0.02271200000000001,0.0,-0.015684000000000003,-0.015684000000000003,0.015684000000000003,0.0,-0.008228000000000013,-0.008228000000000013,-0.008228000000000013,0.0,-0.008116000000000012,-0.008116000000000012,-0.008116000000000012,0.0,-0.005823999999999996,-0.005823999999999982,-0.005823999999999982,0.02954005046774455,7.791347503662109
30,cnn,gan,0.0,0.1528860456382155,-294.9156156741776,-209.07532911632006,-644.1656058145018,-137.9183641894956,0.059349886472604974,0.0,-0.25188587500962295,-0.2518858750096229,0.2518858750096229,-0.015356883793645193,0.22444534617118986,0.0,3.710548929844908,3.710548929844908,-3.710548929844908,0.0,-0.016111999999999904,-0.016111999999999904,0.016111999999999904,0.0,-0.029956000000000038,-0.029956000000000038,0.029956000000000038,0.0,-0.014923999999999993,-0.014923999999999993,0.014923999999999993,0.0,-0.013072,-0.013072,-0.013072,0.0,-0.008884000000000003,-0.008884000000000003,-0.008884000000000003,0.0,-0.0030760000000000093,-0.0030760000000000093,-0.0030760000000000093,0.21615438609627802,6.385284423828125
31,cnn,gan,0.0,0.1251236611322568,-204.7638157391197,-126.798876459854,-460.22352434422464,-51.737085833066885,0.08224714613958861,0.0,-0.32405741736791477,-0.3240574173679147,0.3240574173679147,-0.009373561217823734,0.207323156908888,0.0,5.860371008358442,5.860371008358442,-5.860371008358442,0.0,-0.01900400000000002,-0.01900400000000002,0.01900400000000002,0.0,-0.02581200000000003,-0.025812000000000057,0.025812000000000057,0.0,-0.011483999999999994,-0.011483999999999994,0.011483999999999994,0.0,-0.01008400000000001,-0.01008400000000001,0.01008400000000001,0.0,-0.0071319999999999995,-0.0071319999999999995,-0.0071319999999999995,0.0,-0.002815999999999999,-0.002815999999999999,-0.002815999999999999,0.09390348080447097,6.174263954162598
32,cnn,gan,0.0,0.10259090148895922,-141.3105405793815,-61.35104741852274,-512.8794918529165,16.57177959026285,0.08254156707651461,0.0,-0.34563021769296703,-0.3456302176929671,0.3456302176929671,-0.018458636854874477,0.2116642410315933,0.0,2.9309401227933094,2.9309401227933094,-2.9309401227933094,0.0,-0.02139599999999997,-0.02139599999999997,0.02139599999999997,0.0,-0.025356000000000017,-0.02535599999999999,0.02535599999999999,0.0,-0.009820000000000002,-0.009819999999999995,0.009819999999999995,0.0,-0.009159999999999998,-0.009159999999999995,0.009159999999999995,0.0,-0.006731999999999998,-0.006731999999999998,0.006731999999999998,0.0,-0.0018400000000000014,-0.0018400000000000014,-0.0018400000000000014,0.5631304333712706,4.476395606994629
33,cnn,gan,0.0,0.07638564723629315,-89.65822465826136,-15.261431837968757,-265.82612664808084,45.90163731140615,0.2450752224975058,0.0,-0.4407689437407874,-0.44076894374078734,0.44076894374078734,0.006423219263135493,0.1939405102296154,0.0,1.9086418683529125,1.9086418683529125,-1.9086418683529125,0.0,-0.021004000000000023,-0.021004000000000023,0.021004000000000023,0.0,-0.022900000000000004,-0.02290000000000003,0.02290000000000003,0.0,-0.008060000000000001,-0.008060000000000012,0.008060000000000012,0.0,-0.004872,-0.004872000000000001,0.004872000000000001,0.0,-0.003052,-0.003051999999999999,0.003051999999999999,0.0,-0.0008319999999999998,-0.0008319999999999994,0.0008319999999999994,1.7626631488079028,4.377288818359375
34,cnn,gan,0.0,0.05497171530664602,-57.90983462220993,7.183425173051091,10.389009307981723,57.90983462220902,0.615548776436936,0.0,-0.34429837349117265,-0.34429837349117265,0.34429837349117265,0.01910361323707699,0.18821127135619667,0.0,1.5120728275504156,1.5120728275504156,-1.5120728275504156,0.0,-0.02334399999999992,-0.02334399999999992,0.02334399999999992,0.0,-0.019456,-0.01945600000000003,0.01945600000000003,0.0,-0.004188,-0.004187999999999997,0.004187999999999997,0.0,-0.002596,-0.002596000000000001,0.002596000000000001,0.0,-0.001712,-0.0017119999999999982,0.0017119999999999982,0.0,-0.0006720000000000001,-0.0006720000000000007,0.0006720000000000007,0.017672874971893293,5.211324691772461
35,cnn,gan,0.0,0.06193627827058634,-51.60140832469028,13.640188345436854,13.352788550795594,51.601408324690055,0.5366497497511296,0.0,-0.333998475922755,-0.333998475922755,0.333998475922755,0.024844891050903872,0.16858720890275244,0.0,1.492970553079779,1.492970553079779,-1.492970553079779,0.0,-0.029536000000000007,-0.029536000000000007,0.029536000000000007,0.0,-0.01963200000000001,-0.019632000000000094,0.019632000000000094,0.0,-0.0018840000000000003,-0.0018840000000000245,0.0018840000000000245,0.0,-0.0012319999999999996,-0.001231999999999997,0.001231999999999997,0.0,-0.001128,-0.001127999999999997,0.001127999999999997,0.0,-0.000816,-0.0008160000000000008,0.0008160000000000008,-0.768690759374735,3.4874534606933594
36,cnn,gan,0.0,0.06399731262974129,-46.69903811233053,16.077251994263634,15.388334029806629,46.48313438765422,0.5767844287961927,0.0,-0.4283063016030746,-0.4283063016030746,0.4283063016030746,0.021384147433017864,0.18089374269441424,0.0,1.4497782521541254,1.4497782521541254,1.4497782521541254,0.0,-0.03792800000000007,-0.03792800000000007,0.03792800000000007,0.0,-0.015660000000000007,-0.015660000000000007,0.015660000000000007,0.0,-0.0021399999999999995,-0.002140000000000003,0.002140000000000003,0.0,-0.0009679999999999997,-0.0009679999999999966,0.0009679999999999966,0.0,-0.0007440000000000001,-0.0007440000000000016,0.0007440000000000016,0.0,-0.0006320000000000001,-0.0006320000000000006,0.0006320000000000006,-1.265969544963184,2.6825132369995117
37,cnn,gan,0.0,0.06568548537369168,-41.41864831813359,14.05293373079212,15.155513197690198,41.24870207375443,0.5471984458421993,0.0,-0.4323304161823416,-0.4323304161823416,0.4323304161823416,0.01836237179018385,0.173699484688133,0.0,6.813118266056012,6.813118266056012,6.813118266056012,0.0,-0.03416399999999997,-0.03416399999999997,0.03416399999999997,0.0,-0.014704000000000009,-0.01470400000000005,0.01470400000000005,0.0,-0.0027999999999999995,-0.0028000000000000247,0.0028000000000000247,0.0,-0.0005319999999999999,-0.0005320000000000047,0.0005320000000000047,0.0,-0.00040799999999999994,-0.00040799999999999864,0.00040799999999999864,0.0,-0.000316,-0.0003159999999999986,0.0003159999999999986,-2.6466211610580785,-0.4620227813720703
38,cnn,gan,0.0,0.055249133726334776,-26.989362035224303,6.662936937548693,10.82147377366664,26.98936203522453,0.4137731610755828,0.0,-0.41761151972695276,-0.41761151972695254,0.41761151972695254,0.014681407041511663,0.14554127628536545,0.0,7.9740861991866865,7.9740861991866865,7.9740861991866865,0.0,-0.024695999999999996,-0.024695999999999996,0.024695999999999996,0.0,-0.006340000000000012,-0.006340000000000012,0.006340000000000012,0.0,-0.001712,-0.0017119999999999913,0.0017119999999999913,0.0,-0.000304,-0.0003039999999999987,0.0003039999999999987,0.0,-0.00043999999999999985,-0.00043999999999999595,0.00043999999999999595,0.0,-0.000428,-0.0004280000000000013,0.0004280000000000013,-0.7142836196476381,0.3478736877441406
39,cnn,gan,0.0,0.04889744248543337,-18.665796946330147,4.94957621554795,6.626980333149277,18.568632362335165,0.5145557982231528,0.0,-0.4717965204854397,-0.47179652048543974,0.47179652048543974,-0.00727194576681317,0.12330869728680219,0.0,1.3195106193195585,1.3195106193195585,1.3195106193195585,0.0,-0.020455999999999974,-0.020455999999999974,0.020455999999999974,0.0,-0.003007999999999997,-0.003007999999999955,0.003007999999999955,0.0,-0.00039599999999999965,-0.00039600000000000746,0.00039600000000000746,0.0,-0.00043999999999999985,-0.00043999999999999595,0.00043999999999999595,0.0,-0.0003440000000000001,-0.0003439999999999971,0.0003439999999999971,0.0,-0.00028000000000000003,-0.00028000000000000073,0.00028000000000000073,-1.383326452423546,-0.8843412399291992
40,cnn,gan,0.0,0.05128213219288469,-17.18832387085513,2.4970760165622323,5.88055458848612,17.153058051243534,0.8286507758402588,0.0,-0.45382957362117293,-0.4538295736211728,0.4538295736211728,-0.02573913096778302,0.1166707528511993,0.0,-1.2562757374370044,-1.2562757374370044,0.5873144671062214,0.0,-0.01967599999999997,-0.01967599999999997,0.01967599999999997,0.0,-0.005832000000000004,-0.005832000000000004,0.005832000000000004,0.0,0.0005079999999999998,0.0005080000000000084,-0.0005080000000000084,0.0,-0.00040799999999999994,-0.0004079999999999917,0.0004079999999999917,0.0,-0.000404,-0.0004040000000000016,0.0004040000000000016,0.0,-0.00016,-0.00016000000000000042,0.00016000000000000042,0.3903841965135726,1.0869808197021484
41,cnn,gan,0.0,0.07080794555827907,-17.00175642560771,-3.0334515962802016,3.7302419582974835,17.001756425607937,0.7104345497847504,0.0,-0.38187768455830723,-0.3818776845583072,0.3818776845583072,-0.024138705001063132,0.0998844482764956,0.0,-3.4832383316609814,-3.4832383316609814,-3.4832383316609814,0.0,-0.015604000000000007,-0.015604000000000007,0.015604000000000007,0.0,-0.007300000000000001,-0.007299999999999973,0.007299999999999973,0.0,0.001432000000000001,0.0014320000000000027,-0.0014320000000000027,0.0,0.0009480000000000001,0.0009480000000000044,-0.0009480000000000044,0.0,-0.000864,-0.0008639999999999967,0.0008639999999999967,0.0,-0.00015600000000000002,-0.0001559999999999999,0.0001559999999999999,1.3565250737165009,0.2697792053222656
42,cnn,gan,0.0,0.0725910286189766,-20.151573263261525,-3.162524648350427,2.4961930761280655,19.79674694802975,0.3171521308274513,0.0,-0.43236156428911615,-0.4323615642891162,0.4323615642891162,-0.029917515873536138,0.09939285023185629,0.0,-3.9573521935284717,-3.9573521935284717,-3.9573521935284717,0.0,-0.014359999999999984,-0.014359999999999984,0.014359999999999984,0.0,-0.009164000000000005,-0.009164000000000005,0.009164000000000005,0.0,-0.00020399999999999932,-0.00020399999999999585,0.00020399999999999585,0.0,0.0002559999999999993,0.00025599999999999234,-0.00025599999999999234,0.0,0.0005080000000000006,0.0005080000000000015,-0.0005080000000000015,0.0,-0.00014,-0.00014000000000000123,0.00014000000000000123,3.158476683791992,0.4467020034790039
43,cnn,gan,0.0,0.08208149782387153,-27.834575362385408,-7.941430361646553,-7.434064033692948,26.881465789024446,0.2179608829547428,0.0,-0.3885079569163568,-0.38850795691635687,0.38850795691635687,-0.0332452388167602,0.10168505210600107,0.0,-5.7870600934836744,-5.7870600934836744,-5.7870600934836744,0.0,-0.015120000000000022,-0.015120000000000022,0.015120000000000022,0.0,-0.008936,-0.008936,0.008936,0.0,-0.0016000000000000007,-0.0016000000000000042,0.0016000000000000042,0.0,-0.0014040000000000025,-0.0014040000000000025,0.0014040000000000025,0.0,-0.0008720000000000012,-0.0008720000000000047,0.0008720000000000047,0.0,-0.00047999999999999996,-0.00048000000000000126,0.00048000000000000126,2.092290766315852,-1.3191709518432617
44,cnn,gan,0.0,0.09521145296971056,-35.71966411049243,-18.498032850652635,-31.247886634724182,28.4342209233763,0.18063276177055376,0.0,-0.3958046839150072,-0.3958046839150072,0.3958046839150072,-0.037327355320151606,0.0922677153919142,0.0,-5.539922334744105,-5.539922334744105,-5.539922334744105,0.0,-0.011675999999999964,-0.011675999999999964,0.011675999999999964,0.0,-0.0072480000000000044,-0.007247999999999977,0.007247999999999977,0.0,-0.001924000000000002,-0.001924000000000002,0.001924000000000002,0.0,-0.0022799999999999973,-0.0022800000000000042,0.0022800000000000042,0.0,-0.001412,-0.001412,0.001412,0.0,-0.0016239999999999996,-0.0016239999999999996,0.0016239999999999996,-0.7504796258588229,-1.0838055610656738
45,cnn,gan,0.0,0.12449562628989241,-58.500453523224564,-37.99766838067626,-77.64113325943958,25.694790850972993,0.3220775947932923,0.0,-0.38627131695066963,-0.38627131695066963,0.38627131695066963,-0.039088993115363346,0.12181614500094379,0.0,6.670523855211094,6.670523855211094,3.7163520487810047,0.0,-0.014939999999999953,-0.014939999999999953,0.014939999999999953,0.0,-0.013072,-0.013072,0.013072,0.0,-0.008384000000000003,-0.008384000000000003,-0.0005040000000000044,0.0,-0.006084000000000006,-0.006084000000000006,0.006084000000000006,0.0,-0.00836,-0.00836,-0.0005999999999999964,0.0,-0.002911999999999998,-0.002911999999999998,-0.002911999999999998,-1.5526905353276348,-3.3874611854553223
46,cnn,gan,0.0,0.15949494541445475,-92.46359272520365,-71.30483993439611,-159.81396851930367,-31.673834455403323,0.1772088327595287,0.0,-0.3058945842514037,-0.3058945842514037,0.3058945842514037,-0.03882894208025739,0.1372221451037725,0.0,2.770111717363779,2.770111717363779,2.770111717363779,0.0,-0.012071999999999972,-0.012071999999999972,0.012071999999999972,0.0,-0.01564400000000002,-0.01564400000000002,0.01564400000000002,0.0,-0.005472000000000005,-0.005472000000000005,-0.005472000000000005,0.0,-0.007664000000000004,-0.007664000000000004,-0.007664000000000004,0.0,-0.005204,-0.005204,-0.005204,0.0,-0.008856000000000003,-0.008856000000000003,-0.008856000000000003,-3.474924337530311,-4.106870651245117
47,cnn,gan,0.0,0.17399208727501048,-108.12875447276676,-90.2501324948712,-207.2364461150969,-70.055504858561,0.01530935235174552,0.0,-0.25086376555941686,-0.2508637655594168,0.2508637655594168,-0.04587200834656319,0.1342662299215205,0.0,13.416932476909906,13.416932476909906,13.320373349141775,0.0,-0.01485599999999998,-0.01485599999999998,0.01485599999999998,0.0,-0.009940000000000004,-0.009940000000000004,0.009940000000000004,0.0,-0.007179999999999992,-0.007179999999999992,-0.007179999999999992,0.0,-0.011644000000000015,-0.011644000000000015,-0.011644000000000015,0.0,-0.009299999999999989,-0.009299999999999989,-0.009299999999999989,0.0,-0.007440000000000002,-0.007440000000000009,-0.007440000000000009,-2.3886391184960303,-3.575115203857422
48,cnn,gan,0.0,0.19071358595317633,-126.8710787599332,-109.71287659371478,-279.42385615808735,-99.07193694428872,-0.06006798810526637,0.0,-0.230622599323281,-0.230622599323281,0.230622599323281,-0.05516209074229561,0.129172103438666,0.0,7.268289415040623,7.268289415040623,7.268289415040623,0.0,-0.016271999999999953,-0.016271999999999953,0.016271999999999953,0.0,-0.009523999999999977,-0.009523999999999977,0.009523999999999977,0.0,-0.010399999999999993,-0.010399999999999993,-0.010399999999999993,0.0,-0.009875999999999996,-0.009875999999999996,-0.009875999999999996,0.0,-0.01361599999999999,-0.01361599999999999,-0.01361599999999999,0.0,-0.008563999999999988,-0.008563999999999988,-0.008563999999999988,0.8078659378669926,-4.385376453399658
49,cnn,gan,0.0,0.21212154351386125,-133.67438350502312,-120.33241269841733,-315.90787683031976,-107.60914677976086,-0.1130154513771281,0.0,-0.2449940899270654,-0.2449940899270654,0.2449940899270654,-0.067124450241556,0.09173529685541616,0.0,5.071792813497549,5.071792813497549,1.6036581090093627,0.0,-0.013847999999999971,-0.013847999999999971,0.013847999999999971,0.0,-0.008496000000000004,-0.008496000000000004,0.008496000000000004,0.0,-0.011700000000000002,-0.011700000000000002,-0.011700000000000002,0.0,-0.005671999999999983,-0.005671999999999983,-0.005671999999999983,0.0,-0.009848000000000023,-0.009848000000000023,-0.009848000000000023,0.0,-0.010683999999999999,-0.010683999999999999,-0.010683999999999999,-2.5916741682788818,-1.7657604217529297
50,cnn,gan,0.0,0.24721039563116598,-150.61394688605196,-138.23544185813375,-346.26903786847834,-127.63677570210382,-0.1680196843850309,0.0,-0.24850966703341315,-0.24850966703341326,0.24850966703341326,-0.08414822929401083,0.025809729441105905,0.0,0.687025240756924,0.687025240756924,-0.687025240756924,0.0,-0.01406799999999997,-0.01406799999999997,0.01406799999999997,0.0,-0.008740000000000026,-0.008740000000000026,-0.008740000000000026,0.0,-0.013780000000000014,-0.013780000000000014,-0.013780000000000014,0.0,-0.00785199999999997,-0.00785199999999997,-0.00785199999999997,0.0,-0.008031999999999984,-0.008031999999999984,-0.008031999999999984,0.0,-0.013824000000000003,-0.013824000000000003,-0.013824000000000003,-2.9825825091170337,-3.7035131454467773
51,cnn,gan,0.0,0.25947890993056966,-152.05568154557204,-140.8225234298775,-344.960518961007,-135.8298589286237,-0.20889296526190582,0.0,-0.25453044175243533,-0.2545304417524352,0.2545304417524352,-0.09543653129333224,-0.01055834208814524,0.0,-2.2721811642878826,-2.2721811642878826,2.2721811642878826,0.0,-0.00960799999999995,-0.00960799999999995,0.00960799999999995,0.0,-0.01485599999999998,-0.01485599999999998,-0.01485599999999998,0.0,-0.0070360000000000145,-0.0070360000000000145,-0.0070360000000000145,0.0,-0.010843999999999965,-0.010843999999999965,-0.010843999999999965,0.0,-0.010884000000000005,-0.010884000000000005,-0.010884000000000005,0.0,-0.008711999999999998,-0.008711999999999998,-0.008711999999999998,-3.6525861373173925,-4.563408374786377
52,cnn,gan,0.0,0.3130921440877703,-177.3122510548801,-168.59493489299916,-403.51218982689034,-170.9853738718823,-0.2810204745124475,0.0,-0.3188697910642793,-0.31886979106427926,0.31886979106427926,-0.11627272587267812,-0.07982255228533736,0.0,-1.333248265190008,-1.333248265190008,1.333248265190008,0.0,-0.00675199999999998,-0.00675199999999998,0.00675199999999998,0.0,-0.01800799999999997,-0.01800799999999997,-0.01800799999999997,0.0,-0.010731999999999992,-0.010731999999999992,-0.010731999999999992,0.0,-0.016268000000000005,-0.016267999999999977,-0.016267999999999977,0.0,-0.013396000000000019,-0.013396000000000019,-0.013396000000000019,0.0,-0.012619999999999992,-0.012619999999999992,-0.012619999999999992,-4.900033739019378,-4.347179412841797
53,cnn,gan,0.0,0.3831276565569244,-204.08532427058822,-199.0229082279527,-444.8388305683893,-201.2111492154611,-0.3136120471166488,0.0,-0.2760278164118556,-0.2760278164118557,0.2760278164118557,-0.13731316017859313,-0.13477425835546,0.0,-1.6156727431262237,-1.6156727431262237,1.6156727431262237,0.0,-0.0049280000000000435,-0.0049280000000000435,0.0049280000000000435,0.0,-0.019100000000000006,-0.019100000000000006,-0.019100000000000006,0.0,-0.022363999999999995,-0.022363999999999995,-0.022363999999999995,0.0,-0.018203999999999998,-0.018203999999999998,-0.018203999999999998,0.0,-0.01644000000000001,-0.01644000000000001,-0.01644000000000001,0.0,-0.013595999999999997,-0.013595999999999997,-0.013595999999999997,-5.20784033792496,-3.756105422973633
54,cnn,gan,0.0,0.4423891817424064,-228.3724104659509,-223.29801598666972,-495.264650161741,-228.01926195086867,-0.3505548101512155,0.0,-0.28951775772288846,-0.28951775772288857,0.28951775772288857,-0.15112331671673068,-0.17716958469536007,0.0,-0.4459484864578709,-0.4459484864578709,0.4459484864578709,0.0,-0.0039639999999999675,-0.0039639999999999675,0.0039639999999999675,0.0,-0.013736000000000026,-0.01373599999999997,-0.01373599999999997,0.0,-0.024788000000000004,-0.024788000000000004,-0.024788000000000004,0.0,-0.01395200000000002,-0.013952000000000075,-0.013952000000000075,0.0,-0.012431999999999999,-0.012431999999999999,-0.012431999999999999,0.0,-0.012648000000000048,-0.012648000000000048,-0.012648000000000048,-5.826225149982594,-2.3453617095947266
55,cnn,gan,0.0,0.4913475812717003,-247.33745293689572,-243.97226655938562,-529.7111885352424,-246.8966637309304,-0.3531972394996752,0.0,-0.2697871331236117,-0.2697871331236117,0.2697871331236117,-0.1510024661824083,-0.187986718220367,0.0,2.4995805184369466,2.4995805184369466,2.1432010248072366,0.0,0.00046800000000002395,0.00046800000000002395,0.00046800000000002395,0.0,-0.014936000000000005,-0.014936000000000005,-0.014936000000000005,0.0,-0.025604000000000016,-0.025604000000000016,-0.025604000000000016,0.0,-0.014488000000000001,-0.014487999999999945,-0.014487999999999945,0.0,-0.010307999999999984,-0.010307999999999984,-0.010307999999999984,0.0,-0.014635999999999982,-0.014635999999999982,-0.014635999999999982,-5.438746381383552,-5.86595344543457
56,cnn,gan,0.0,0.5334281349055576,-269.2310423289857,-265.84605595195785,-567.3286893858535,-268.86804652873684,-0.3456545406676066,0.0,-0.2696170704925639,-0.2696170704925639,0.2696170704925639,-0.1614403773731874,-0.2071054463948121,0.0,1.6298367526884139,1.6298367526884139,-1.6298367526884139,0.0,0.0013159999999999838,0.0013159999999999838,0.0013159999999999838,0.0,-0.016719999999999957,-0.016719999999999957,-0.016719999999999957,0.0,-0.02343999999999999,-0.02343999999999999,-0.02343999999999999,0.0,-0.01718799999999998,-0.01718799999999998,-0.01718799999999998,0.0,-0.015612000000000015,-0.015612000000000015,-0.015612000000000015,0.0,-0.019403999999999977,-0.019403999999999977,-0.019403999999999977,-6.413245124620229,-5.16975212097168
57,cnn,gan,0.0,0.5799936658357048,-300.3753524182191,-300.8644985432986,-658.27426638928,-300.16529174678703,-0.3633683536962917,0.0,-0.2700826111788273,-0.27008261117882726,0.27008261117882726,-0.1719632030753624,-0.22706453692853576,0.0,4.637300581632758,4.637300581632758,4.147860798773706,0.0,0.0022680000000000478,0.0022680000000000478,0.0022680000000000478,0.0,-0.017336000000000018,-0.017336000000000018,-0.017336000000000018,0.0,-0.02368400000000001,-0.02368400000000001,-0.02368400000000001,0.0,-0.019428,-0.019428,-0.019428,0.0,-0.021024000000000043,-0.021024000000000043,-0.021024000000000043,0.0,-0.020899999999999974,-0.020899999999999974,-0.020899999999999974,-7.083254054786924,-4.392292022705078
