sample_idx,pos_idx,pd_distance_cnn,pd_distance_gan,pd_distance_candidateB_factorial_grad_expanded2688,mt_distance_cnn,mt_distance_gan,mt_distance_candidateB_factorial_grad_expanded2688,pd_winner_before,pd_winner_after_candidateB_factorial_grad_expanded2688,mt_winner_before,mt_winner_after_candidateB_factorial_grad_expanded2688,was_mt_gan_win_before
152,152,24.594151699851988,17.338820427078797,20.656547576646734,5.931854248046875,8.478921890258789,6.667044639587402,gan,gan,cnn,cnn,0
153,153,25.168802860244767,16.23765159094386,19.379624323461663,6.290019989013672,6.548172950744629,6.2360429763793945,gan,gan,cnn,candidateB_factorial_grad_expanded2688,0
154,154,25.31020070022765,16.834477000311573,18.612083083129505,5.889771461486816,5.736759185791016,5.877161026000977,gan,gan,gan,gan,1
155,155,26.088776073112513,17.444078563809867,18.47289052757981,6.413660526275635,6.612644195556641,6.368791580200195,gan,gan,cnn,candidateB_factorial_grad_expanded2688,0
156,156,25.16401321091786,17.879759557761357,18.80915137601078,5.162914276123047,9.264598846435547,5.347545623779297,gan,gan,cnn,cnn,0
157,157,25.57399551509901,18.686237526393793,19.789223965232537,4.567626476287842,8.282842636108398,5.111247539520264,gan,gan,cnn,cnn,0
158,158,27.076784963721764,22.72289165286213,22.005946832196347,5.708489894866943,8.312358856201172,5.628055572509766,gan,candidateB_factorial_grad_expanded2688,cnn,candidateB_factorial_grad_expanded2688,0
159,159,24.310343375521082,19.84507792462866,20.029755484233846,5.012121677398682,10.700226783752441,5.240054130554199,gan,gan,cnn,cnn,0
160,160,21.188537318324133,20.14027527603938,18.54758906945016,5.1832075119018555,13.9108247756958,6.398464679718018,gan,candidateB_factorial_grad_expanded2688,cnn,cnn,0
161,161,19.540402210515502,19.232825594053608,19.85855496118804,5.7158894538879395,11.7100830078125,6.3579864501953125,gan,gan,cnn,cnn,0
162,162,18.27105324592802,19.457879947992573,19.244061392007264,4.5405659675598145,9.695740699768066,6.0054240226745605,cnn,cnn,cnn,cnn,0
163,163,19.37037318892002,20.44637029980189,20.069258825710058,5.698920726776123,6.788956165313721,6.6250481605529785,cnn,cnn,cnn,cnn,0
164,164,21.46365087746109,18.82963529736202,20.986131701886443,5.2430009841918945,10.968896865844727,6.90910530090332,gan,gan,cnn,cnn,0
165,165,22.937888715207535,20.548745956267595,21.598150990975505,5.059387683868408,11.26945972442627,7.467806816101074,gan,gan,cnn,cnn,0
166,166,23.890736675966988,20.79692555045691,23.253680532042413,6.106489181518555,10.583955764770508,8.199178695678711,gan,gan,cnn,cnn,0
