sample_idx,pos_idx,pd_distance_candidateB_plus_E2_tf_lowlambda_expanded1344,mt_distance_candidateB_plus_E2_tf_lowlambda_expanded1344
87,87,26.042292115701684,6.177258014678955
88,88,22.70648485145683,5.252172946929932
89,89,21.381535146803472,5.096538066864014
90,90,19.480106463025614,5.0369415283203125
91,91,19.626860914673887,5.187337875366211
92,92,19.56315095290298,5.26961612701416
93,93,21.66186283630679,6.312676906585693
94,94,23.40769467806612,5.310525894165039
95,95,24.673116131302265,5.4745073318481445
96,96,26.342527908032753,5.584861755371094
97,97,27.233063533249574,4.767636299133301
98,98,27.777212213704082,5.178588390350342
99,99,27.635814099986323,5.4259114265441895
100,100,27.66526079014529,4.9630537033081055
101,101,26.8381752569831,5.2932329177856445
102,102,25.97949716812893,4.7535080909729
103,103,26.557518118510025,5.49240255355835
104,104,26.050969687563736,4.751058578491211
105,105,26.489593949891823,5.1823601722717285
106,106,26.5315297984063,5.3625264167785645
107,107,25.943438193890717,5.698512077331543
108,108,26.315263913045534,5.566140174865723
109,109,25.697446921928126,5.078394889831543
110,110,26.007161272301914,5.63911771774292
111,111,25.123499284064064,5.615574836730957
112,112,24.950734977085627,5.256141185760498
113,113,23.868816379630566,5.685513496398926
114,114,22.331268042173214,5.141369819641113
115,115,23.089504390066583,4.931965351104736
116,116,23.710044012790295,5.9239397048950195
117,117,24.82073153794551,6.065282344818115
118,118,25.99963981462826,6.598708152770996
119,119,25.80296019030145,5.029338359832764
120,120,25.539399340327932,5.431454181671143
121,121,26.463533124685465,4.859633445739746
122,122,25.72357568753221,5.026803493499756
123,123,25.32890854400591,5.392420291900635
124,124,25.90488929714405,5.421451568603516
125,125,24.936936337072783,4.848452091217041
126,126,25.373875026794945,4.845771789550781
127,127,26.945118771340532,4.847712516784668
128,128,25.819201493098998,4.643538951873779
129,129,26.514633108931964,4.889165878295898
130,130,26.554780207347264,5.678686618804932
131,131,29.353991664852387,6.690700531005859
132,132,30.19850760391535,5.559514045715332
133,133,30.22819877217182,6.8250813484191895
134,134,27.909275947810283,5.465324401855469
135,135,25.88601207358687,4.309492111206055
136,136,24.308838803850982,4.780604362487793
137,137,23.401567457570742,4.208501815795898
138,138,22.907313076828515,4.315438747406006
139,139,22.45561494188856,6.500629901885986
140,140,24.089754549394076,6.91058874130249
141,141,27.559668189053827,6.5026350021362305
142,142,29.760212919655604,6.964794158935547
143,143,28.697413171147243,6.648823261260986
144,144,27.971863728770725,5.959833145141602
145,145,26.28636218156859,5.381756782531738
146,146,26.044595441535524,5.911868095397949
147,147,24.154292822199945,5.802618980407715
148,148,23.653002721556316,5.900299072265625
149,149,22.69689504971486,5.829367637634277
150,150,21.323064003153757,4.890766143798828
151,151,21.40823224104772,6.164990425109863
152,152,21.436791218527986,5.993518352508545
153,153,21.61583278403564,6.212351322174072
154,154,21.24775587674373,5.657855987548828
155,155,22.113125202320628,6.254331588745117
156,156,22.710962479451307,5.634501934051514
157,157,24.066621876335116,4.585885047912598
158,158,26.16545724423085,5.436284065246582
159,159,23.595869729732488,5.229102611541748
160,160,21.230157161349087,5.515928745269775
161,161,19.968367505092456,5.794366836547852
162,162,19.324116099587542,4.918808937072754
163,163,20.54377054238548,4.858868598937988
164,164,21.673005327523224,4.974361896514893
165,165,22.991720591594472,6.480995178222656
166,166,24.11846716934734,6.179490566253662
167,167,23.968098156863828,5.4427080154418945
