metric_a,metric_b,method_level_oriented_pearson,within_method_median_oriented_pearson,samplewise_median_oriented_pearson,two_way_residual_oriented_pearson,all_levels_defined,consistent_nonzero_sign
comp_curve_l1,comp_abs_t15,0.9757807866545593,0.47992897419006736,0.9376271455656255,0.7272464436805458,True,True
comp_curve_l1,pd_distance,0.7028617055273824,0.280284942884604,0.6564790355131004,0.16123477225401298,True,True
comp_curve_l1,mt_distance,0.27297746750581103,0.0476072130972581,0.2870193338705278,0.17161293325274565,True,True
comp_abs_t5,comp_abs_t10,0.9828574108578736,-0.15073659862721395,0.8003769148650328,-0.04721000225436423,True,False
comp_abs_t5,comp_abs_t15,0.37357402050218813,-0.4651792648455785,0.47803564072209553,-0.004463396107954145,True,False
comp_abs_t5,pd_distance,0.7485960446357088,-0.44659705198975475,0.5894115652506491,-0.07486597722582092,True,False
comp_abs_t5,mt_distance,-0.7202747664896366,-0.16063254566650176,-0.22793084254627016,0.21360050695683766,True,False
comp_abs_t10,comp_abs_t15,0.4957235988222416,0.011334919698073565,0.516169074793527,-0.17224745816841594,True,False
comp_abs_t10,pd_distance,0.7726080739622555,0.1117870858919941,0.6858113662856324,0.034307683641624225,True,True
comp_abs_t10,mt_distance,-0.6100199320887804,0.23455133163390063,-0.3724621730609796,0.06196509558654626,True,False
comp_abs_t15,pd_distance,0.5700601919841803,0.7262028387381969,0.5117129411741519,0.19309283374840197,True,True
comp_abs_t15,mt_distance,0.48850095585645686,0.14866419711692838,0.3486477099209936,-0.032165802092982074,True,False
pd_distance,mt_distance,-0.3725104485113798,0.3883489179739167,-0.2623422406906496,0.052590399657155736,True,False
