method_id,metric_a,metric_b,n_samples,status,raw_pearson,raw_spearman,oriented_pearson,oriented_spearman,interpretation_level
b_e2,speed_mae,grad_w1,168,available,0.8802283751821047,0.8624424861182116,0.8802283751821047,0.8624424861182116,within_method_across_samples
b_e2,speed_mae,grad_kurtosis_abs_delta,168,available,-0.13558961517865445,-0.07094011469875128,-0.13558961517865445,-0.07094011469875128,within_method_across_samples
b_e2,speed_mae,psd_log_l2,168,available,0.7233835828637382,0.7653636092143692,0.7233835828637382,0.7653636092143692,within_method_across_samples
b_e2,speed_mae,psd_slope_abs_delta,168,available,0.2055319143405571,0.160135350600574,0.2055319143405571,0.160135350600574,within_method_across_samples
b_e2,speed_mae,exceed_abs_t5,168,available,-0.2203878102377206,-0.17705138758853295,-0.2203878102377206,-0.17705138758853295,within_method_across_samples
b_e2,speed_mae,exceed_abs_t10,168,available,0.2346736565375128,0.2196502972192874,0.2346736565375128,0.2196502972192874,within_method_across_samples
b_e2,speed_mae,exceed_abs_t15,168,available,0.44679127218773207,0.531327705528978,0.44679127218773207,0.531327705528978,within_method_across_samples
b_e2,speed_mae,exceed_abs_p90,168,available,0.4045295672144261,0.498532406955597,0.4045295672144261,0.498532406955597,within_method_across_samples
b_e2,speed_mae,comp_curve_l1,168,available,0.4885475790262831,0.4981211060739867,0.4885475790262831,0.4981211060739867,within_method_across_samples
b_e2,speed_mae,comp_abs_t5,168,available,-0.39687897591984694,-0.4792621057657446,-0.39687897591984694,-0.4792621057657446,within_method_across_samples
b_e2,speed_mae,comp_abs_t10,168,available,0.3718488422584835,0.2840613644091945,0.3718488422584835,0.2840613644091945,within_method_across_samples
b_e2,speed_mae,comp_abs_t15,168,available,0.79386468550882,0.8388344809600455,0.79386468550882,0.8388344809600455,within_method_across_samples
b_e2,speed_mae,pd_distance,168,available,0.7985752203096416,0.8519748330895268,0.7985752203096416,0.8519748330895268,within_method_across_samples
b_e2,speed_mae,mt_distance,168,available,0.24486201575492242,0.18300170580225855,0.24486201575492242,0.18300170580225855,within_method_across_samples
b_e2,speed_rmse,wpd_mae,168,available,0.7602847349351997,0.7427098465790313,0.7602847349351997,0.7427098465790313,within_method_across_samples
b_e2,speed_rmse,wpd_w1,168,available,0.6381395125099604,0.6558227585404002,0.6381395125099604,0.6558227585404002,within_method_across_samples
b_e2,speed_rmse,wpd_bias_abs,168,available,0.6525303471807565,0.7225692317815763,0.6525303471807565,0.7225692317815763,within_method_across_samples
b_e2,speed_rmse,grad_mae,168,available,0.9731517705534569,0.9755518548701414,0.9731517705534569,0.9755518548701414,within_method_across_samples
b_e2,speed_rmse,grad_w1,168,available,0.8719947780705507,0.8688734112501961,0.8719947780705507,0.8688734112501961,within_method_across_samples
b_e2,speed_rmse,grad_kurtosis_abs_delta,168,available,-0.1480408613278481,-0.08780072990114446,-0.1480408613278481,-0.08780072990114446,within_method_across_samples
b_e2,speed_rmse,psd_log_l2,168,available,0.7181398047048376,0.7154853437672415,0.7181398047048376,0.7154853437672415,within_method_across_samples
b_e2,speed_rmse,psd_slope_abs_delta,168,available,0.19350978372691263,0.18013676788434965,0.19350978372691263,0.18013676788434965,within_method_across_samples
b_e2,speed_rmse,exceed_abs_t5,168,available,-0.18634791434096737,-0.12792703984252757,-0.18634791434096737,-0.12792703984252757,within_method_across_samples
b_e2,speed_rmse,exceed_abs_t10,168,available,0.1415649738292241,0.13479659724729043,0.1415649738292241,0.13479659724729043,within_method_across_samples
b_e2,speed_rmse,exceed_abs_t15,168,available,0.515345641016224,0.5618853947461168,0.515345641016224,0.5618853947461168,within_method_across_samples
b_e2,speed_rmse,exceed_abs_p90,168,available,0.4401082148330822,0.5013100458866243,0.4401082148330822,0.5013100458866243,within_method_across_samples
b_e2,speed_rmse,comp_curve_l1,168,available,0.5473413014662748,0.5716127866334153,0.5473413014662748,0.5716127866334153,within_method_across_samples
b_e2,speed_rmse,comp_abs_t5,168,available,-0.3280587455398448,-0.3751976753291557,-0.3280587455398448,-0.3751976753291557,within_method_across_samples
b_e2,speed_rmse,comp_abs_t10,168,available,0.29520966817039335,0.2236502671704068,0.29520966817039335,0.2236502671704068,within_method_across_samples
b_e2,speed_rmse,comp_abs_t15,168,available,0.8233948767182394,0.8499080614718284,0.8233948767182394,0.8499080614718284,within_method_across_samples
b_e2,speed_rmse,pd_distance,168,available,0.7954310475796716,0.8179372446991056,0.7954310475796716,0.8179372446991056,within_method_across_samples
b_e2,speed_rmse,mt_distance,168,available,0.2865547195921271,0.20226664169547634,0.2865547195921271,0.20226664169547634,within_method_across_samples
